paper_id,zotero_key,item_type,title,pub_year,doi,url,author_list,n_authors
wls_zotero_3KGSJ9MV,3KGSJ9MV,journalArticle,The psychological consequences of midlife men's social comparisons with their young adult sons,2005,DOI 10.1111/j.0022-2445.2005.00018.x,NA,Carr D,1
wls_zotero_QU3LBLXB,QU3LBLXB,thesis,The Prediction of Occupational Status for Non-College Going High School Graduates,1965,NA,NA,Heath BRG,1
wls_zotero_N8MHTJ26,N8MHTJ26,book,The Practice of Survey Research: Theory and Applications,2016,NA,NA,Ruel E|Wagner WE|Gillespie BJ,3
wls_zotero_F7WVLEE4,F7WVLEE4,thesis,The Occupational and Sex Related Components of Social Standing,1974,NA,NA,Nilson LB,1
wls_zotero_P8II53G7,P8II53G7,journalArticle,The Nurture Effects of Multidimensional Parental Skills on College Attainment,2020,10.1086/707784,NA,Soh J|Tan KTK,2
wls_zotero_TSAWBCG9,TSAWBCG9,journalArticle,The Promises and Pitfalls of Genoeconomics,2013,NA,NA,Benjamin D|Cesarini D|Chabris C|et al,4
wls_zotero_ZREAZ92C,ZREAZ92C,journalArticle,The promise and pitfalls of combining genetic and economic research,2011,10.1002/hec.1745,NA,Fletcher JM,1
wls_zotero_34QV6ZLP,34QV6ZLP,journalArticle,The Privileges of Rank: The Peacetime Draft and Later-life Attainment,2008,10.1177/0095327X07310336,NA,Maclean A,1
wls_zotero_4WKK9N7T,4WKK9N7T,journalArticle,The Pervasive Role of Rank in the Health of U.S. Veterans,2010,10.1177/0095327X09356166,NA,Maclean A|Edwards RD,2
wls_zotero_PNWEXX9S,PNWEXX9S,journalArticle,The long-term health outcomes of childhood abuse. An overview and a call to action,2003,10.1046/j.1525-1497.2003.20918.x,NA,Springer KW|Sheridan J|Kuo D|Carnes M,4
wls_zotero_C6QVSKFX,C6QVSKFX,journalArticle,The long-run effect of education on obesity in the US,2016,10.1016/j.ehb.2015.12.003,NA,Kim YJ,1
wls_zotero_4PRJV4Z2,4PRJV4Z2,journalArticle,The long-arm of adolescent weight status on later life depressive symptoms,2016,10.1093/ageing/afw020,NA,Martinson ML|Vasunilashorn SM,2
wls_zotero_M6Z3EAH4,M6Z3EAH4,preprint,The Long Run Health Returns to College Quality,2011,NA,NA,Jason M. Fletcher|David E. Frisvold,2
wls_zotero_LE5J8VPW,LE5J8VPW,journalArticle,The Links between Early-Life Cognition and Schooling and Late-Life Financial Knowledge,2012,10.1111/j.1745-6606.2012.01235.x,NA,Herd P|Holden K|Su YT,3
wls_zotero_FKCC3VN8,FKCC3VN8,thesis,The Longitudinal Association Between Depressive Symptoms and Alcohol Use in Middle-Aged and Older Adults: Comparison by Retirement Status,2011,NA,NA,M. Baik,1
wls_zotero_VVC3N2YQ,VVC3N2YQ,thesis,The Long-Term Impact of Parenting an Adult Child with Bipolar Disorder,2007,NA,NA,Aschbrenner K,1
wls_zotero_L2QI85VZ,L2QI85VZ,journalArticle,The long run health returns to college quality,2014,10.1007/s11150-012-9150-0,NA,Fletcher JM|Frisvold DE,2
wls_zotero_RPGDUZZ2,RPGDUZZ2,journalArticle,The Influence of <i>The American Occupational Structure </i>on the Wisconsin Model (on Blau and Duncan),1992,NA,NA,Sewell WH|Hauser RM,2
wls_zotero_Y3Y2UPDK,Y3Y2UPDK,journalArticle,The Influence of Social Conditions Across the Life Course on the Human Gut Microbiota: A Pilot Project With the Wisconsin Longitudinal Study,2017,10.1093/geronb/gbx029,NA,Herd P|Schaeffer NC|DiLoreto K|Jacques K|Stevenson J|Rey F|Roan C,7
wls_zotero_USRSRGYG,USRSRGYG,preprint,Socioeconomic Status in Adolescence and Vigorous Physical Activity in Later Life: A Structural Equation Modeling Approach,2011,NA,NA,Tetyana Pudrovska,1
wls_zotero_VBDUWUXQ,VBDUWUXQ,preprint,Socioeconomic Status and Depression among Adult Siblings,2000,NA,NA,MacLean A|Hauser RM,2
wls_zotero_WKB26UPJ,WKB26UPJ,preprint,"Socioeconomic Status, Gender, and Health at Midlife: New Evidence from the Wisconsin Longitudinal Study",1994,NA,NA,Marks NF,1
wls_zotero_K7U2DXEY,K7U2DXEY,preprint,Socioeconomic Status Difference in Hormone Therapy: Prevention or Patriarchy?,1997,NA,NA,Marks NF|Shinberg DS,2
wls_zotero_XEVGSD46,XEVGSD46,preprint,Survey Measurement of Psychological Well-Being,2002,NA,NA,Springer KW|Hauser RM,2
wls_zotero_BJVA27PG,BJVA27PG,preprint,Status Aspirations for Children: Do Parents Really Know What They Want?,1984,NA,NA,Janssen SLG,1
wls_zotero_YPF6WA3R,YPF6WA3R,preprint,"Spouses' Effectiveness as End-of-Life Health Care Surrogates: Accuracy, Uncertainy, and Errors of Overtreatment or Undertreatment",2007,NA,NA,Moorman SM|Carr D,2
wls_zotero_IZ5YAZLC,IZ5YAZLC,preprint,The Effects of the Determinants of Women's Movement Into and Out of Male-Dominated Occupations on Occupational Sex Segregation,1997,NA,NA,Sheridan JT,1
wls_zotero_CK5E2282,CK5E2282,preprint,The Effects of Parents' Unrealized Educational Aspirations on Children's Educational Outcomes,1999,NA,NA,Sheridan JT,1
wls_zotero_YPRQDXND,YPRQDXND,preprint,The Class of 1957 after 35 Years: Overview and Preliminary Findings,1994,NA,NA,Hauser RM|Carr D|Hauser TS|Hayes J|Krecker M|Kuo HHD|Magee W|Presti J|Shinberg D|Sweeney M|Thompson-Colon T|Uhrig SCN|Warren JR,13
wls_zotero_ATHCMGNC,ATHCMGNC,preprint,Surveys of the Life Course and Aging: Some Comparisons,2001,NA,NA,Kuo HHD|Park H|Hauser TS|Hauser RM|Marks NF,5
wls_zotero_IY44XM3R,IY44XM3R,preprint,The Influence of Family Structure on Socioeconomic Achievement: A Progress Report,1982,NA,NA,Hauser RM|Sewell WH|Clarridge BR,3
wls_zotero_YWNTD8C3,YWNTD8C3,preprint,The Impact of Work and Family Trajectories on Financial Well-Being at Older Ages,2013,NA,NA,Halpern-Manners A|Warren JR|Raymo J,3
wls_zotero_V3SLNYMZ,V3SLNYMZ,preprint,The Class of 1957--Eighteen Years After Graduation from High School,1977,NA,NA,Sewell WH|Hauser RM,2
wls_zotero_K54G4TFG,K54G4TFG,preprint,The Class of 1957 in their Mid-60s: A First Look (with variables),2006,NA,NA,Hauser RM|Roan CL,2
wls_zotero_6ZP6GCAY,6ZP6GCAY,thesis,The Influence of Family Disruption on College Attendance and Completion: the Experience of the Wisconsin Longitudinal Cohort,2009,NA,NA,Han D,1
wls_zotero_RD8ER52W,RD8ER52W,journalArticle,The Importance of Feeling Understood in Marital Conversations about End-of-Life Health Care,2011,10.1177/0265407510386137,NA,Moorman SM,1
wls_zotero_99NUHV3M,99NUHV3M,journalArticle,The Implications of Unintended Pregnancies for Mental Health in Later Life,2016,10.2105/AJPH.2015.302973,NA,Herd P|Higgins J|Sicinski K|Merkurieva I,4
wls_zotero_MMHE7TM6,MMHE7TM6,journalArticle,"The impact of social support networks on mental and physical health in the transition to older adulthood: A longitudinal, pattern-centered approach",2012,10.1177/0165025411424089,NA,Fiori KL|Jager J,2
wls_zotero_VLZU7BWK,VLZU7BWK,thesis,The Influence of Residence and Migration on Socioeconomic Achievement,1976,NA,NA,Yang CSYW,1
wls_zotero_7YIVD98Y,7YIVD98Y,journalArticle,The Influence of Men's Military Service on Smoking Across the Life Course,2017,10.1177/0022042616678617,NA,London AS|Herd P|Miech RA|Wilmoth JM,4
wls_zotero_ATGRHEQ5,ATGRHEQ5,journalArticle,The Impact of Work and Family Life Histories on Economic Well-Being at Older Ages,2015,10.1093/sf/sov005,NA,Halpern-Manners A|Robert Warren J|Raymo J|Adam Nicholson D,4
wls_zotero_IQ7H9QD2,IQ7H9QD2,journalArticle,The impact of parenting a child with serious mental illness: Accounting for the parent's genetic vulnerability to mental illness,2021,10.1037/fam0000783,NA,Greenberg J|Hilton EC|Li JJ|Lu Q|Mailick MR,5
wls_zotero_ZXYFCTAG,ZXYFCTAG,journalArticle,The Impact of Parenthetical Phrases on Interviewers' and Respondents' Processing of Survey Questions,2016,10.29115/SP-2016-0008,NA,Dykema J|Cyffka K|Banghart M|Nordheim EV|Garbaski D|Schaeffer NC,6
wls_zotero_SYFNSNYF,SYFNSNYF,journalArticle,The heterogeneous economic returns to military service: Evidence from the Wisconsin longitudinal study,2013,10.1016/j.rssm.2013.08.003,NA,DellaPosta DJ,1
wls_zotero_YVF9AJDM,YVF9AJDM,preprint,"The Health Transition and Mortality Among Older Adults in Latin America, the Caribbean and Asia",2010,NA,NA,Mary McEniry,1
wls_zotero_4RKETLHE,4RKETLHE,thesis,The Fulfillment of Career Goals Over the Life Course and Midlife Mental Health,1997,NA,NA,Carr D,1
wls_zotero_483L2RMC,483L2RMC,journalArticle,The Five-Factor Model of Personality and Physical Inactivity: A Meta-Analysis of 16 Samples,2016,10.1016/j.jrp.2016.05.001,NA,Sutin AR|Stephan Y|Luchetti M|Artese A|Oshio A|Terracciano A,6
wls_zotero_V6ZAQUST,V6ZAQUST,journalArticle,The Extended Family and Children’s Educational Success,2012,10.1177/0003122412464040,NA,Jæger MM,1
wls_zotero_ILCXAQUA,ILCXAQUA,journalArticle,The Impact of Late-Life Parental Death on Adult Sibling Relationships: Do Parents' Advance Directives Help or Hurt?,2009,10.1177/0164027509337193,NA,Khodyakov D|Carr D,2
wls_zotero_ZJUU8II3,ZJUU8II3,journalArticle,The Impact of Custodial Grandparenting on Cognitive Performance in a Longitudinal Sample of Grandparents Raising Grandchildren,2021,10.1177/0192513x20976729,NA,McKay IT|Nadorff DK,2
wls_zotero_ARNTZFDR,ARNTZFDR,journalArticle,The Good-looking Giver Effect: The Relationship Between Doing Good and Looking Good,2021,Artn 0899764020950835 10.1177/0899764020950835,NA,Konrath S|Handy F,2
wls_zotero_L9DEMBBM,L9DEMBBM,journalArticle,The Fulfillment of Career Dreams at Midlife: Does It Matter for Women's Mental Health?,1997,NA,NA,Carr D,1
wls_zotero_Q3YU9BML,Q3YU9BML,thesis,The Effect of the Death of a Child on Midlife Mental and Physical Health: An Exploration of Risk and Resiliance Factors,2005,NA,NA,Rogers CH,1
wls_zotero_P9C5G323,P9C5G323,journalArticle,The Enduring Effects of Mother-Child Interactions on Episodic Memory in Adulthood,2019,10.1111/jomf.12569,NA,Sharifian N|Zahodne LB,2
wls_zotero_T54QG56N,T54QG56N,journalArticle,The Employment and Financial Effects on Families Raising Children With Special Health Care Needs: An Examination of the Evidence,2013,NA,NA,DeRigne L,1
wls_zotero_TWXSGXX7,TWXSGXX7,thesis,The Effects of Sex and Marital Status on a Social Psychological Model of Status Attainment,1972,NA,NA,Carter ND,1
wls_zotero_YP346U5Q,YP346U5Q,journalArticle,The Effects of Job Displacement on Job Quality: Findings from the Wisconsin Longitudinal Study,2006,NA,NA,Jennie E. Brand,1
wls_zotero_WYMV7KB5,WYMV7KB5,journalArticle,The Effects of First Occupation on Long Term Health Status: Evidence from the Wisconsin Longitudinal Study,2012,10.1007/s12122-011-9121-x,NA,Fletcher JM,1
wls_zotero_ZWA3I3C4,ZWA3I3C4,book,The effects of birth order and gender on educational and occupational attainment,1992,NA,NA,Sewell WH|Retherford RD,2
wls_zotero_KQJUWW6S,KQJUWW6S,thesis,The Effect of Wives' Employment on Their Family Statuses,1982,NA,NA,Cha J,1
wls_zotero_VL7WUQHA,VL7WUQHA,thesis,The Effect of Retirement on Marital Quality: Does Pre-Retirement Job Satisfaction or the Retirement of a Spouse Make a Difference?,2007,NA,NA,Kathrine Coursolle,1
wls_zotero_RZGLKI46,RZGLKI46,journalArticle,The Effect of Parents’ Schooling on Child’s Schooling: A Nonparametric Bounds Analysis,2011,10.1086/660798,NA,de Haan M,1
wls_zotero_PDJV5H8M,PDJV5H8M,journalArticle,The Effect of Divorce Experience on Religious Involvement: Implications for Later Health Lifestyle,2010,10.1080/10502550903423149,NA,Tanaka K,1
wls_zotero_VTNBRW73,VTNBRW73,report,The Educational and Occupational Perspectives of Rural Youth,1963,NA,NA,Sewell WH,1
wls_zotero_RMGLBDGQ,RMGLBDGQ,journalArticle,The Educational and Early Occupational Attainment Process,1969,NA,NA,Sewell WH|Haller AO|Portes A,3
wls_zotero_5VSBAYKH,5VSBAYKH,journalArticle,The earnings of men and remarriage,1979,NA,NA,Wolf WC|MacDonald MM,2
wls_zotero_Q3G9J5RC,Q3G9J5RC,report,The Earnings of Males and Marital Disruption. Discussion Paper No. 504-78,1978,NA,NA,Wolf WC|MacDonald M|Wisconsin Univ MIfRoP,3
wls_zotero_65DZIZVH,65DZIZVH,preprint,The Dimensionality and Measurement of Cognitive Functioning at Age 65 in the Wisconsin Longitudinal Study: Preliminary Findings,2007,NA,NA,Yonker JA|Hauser RM|Freese J,3
wls_zotero_QHKVHZUP,QHKVHZUP,journalArticle,"The effect of female height on reproductive success is negative in western populations, but more variable in non-western populations",2012,10.1002/ajhb.22252,NA,Stulp G|Verhulst S|Pollet TV|Buunk AP,4
wls_zotero_BNZWWFVA,BNZWWFVA,journalArticle,The Educational and Early Occupational Status Attainment Process: Replication and Revision,1970,NA,NA,Sewell WH|Haller AO|Ohlendorf GW,3
wls_zotero_KSTGABM2,KSTGABM2,journalArticle,The Differential Impact of Social Participation and Social Support on Psychological Well-Being: Evidence From the Wisconsin Longitudinal Study,2019,10.1177/0091415018757213,NA,Sharifian N|Gruhn D,2
wls_zotero_IIFJ6BB6,IIFJ6BB6,journalArticle,The Decomposition of Effects in Path Analysis,1975,NA,NA,Alwin DF|Hauser RM,2
wls_zotero_SCV2A9A6,SCV2A9A6,bookSection,The Decline in College Entry among African Americans: Findings in Search of Explanations,1993,NA,NA,Hauser RM,1
wls_zotero_JCLJX8IQ,JCLJX8IQ,journalArticle,The contours of positive human health,1998,DOI 10.1207/s15327965pli0901_1,NA,Ryff CD|Singer B,2
wls_zotero_6LXQ49TW,6LXQ49TW,bookSection,The Contemporary Standardized Survey Interview for Social Research,2008,NA,NA,Schaeffer NCaDWM,1
wls_zotero_TW8CT3EY,TW8CT3EY,journalArticle,The consequences of job displacement for health: moderating influences of economic conditions and educational attainment,2015,10.1016/j.ssresearch.2015.04.006,NA,Pearlman J,1
wls_zotero_6TERCTZ3,6TERCTZ3,journalArticle,The Cold War and Modern Memory: Veterans Reflect on Military Service,2008,NA,NA,MacLean A,1
wls_zotero_FKLLDYHF,FKLLDYHF,thesis,The Attainment of Intentions Regarding Education: A Follow-Up Study,1965,NA,NA,Wegner EL,1
wls_zotero_VX5N2UNF,VX5N2UNF,journalArticle,The association between pro-social attitude and reproductive success differs between men and women,2012,10.1371/journal.pone.0033489,NA,Fieder M|Huber S,2
wls_zotero_9CTJ5FU4,9CTJ5FU4,journalArticle,The Association Between Five Factor Model Personality Traits and Verbal and Numeric Reasoning,2021,10.1080/13825585.2021.1872481,NA,Sutin AR|Stephan Y|Luchetti M|Strickhouser JE|Aschwanden D|Terracciano A,6
wls_zotero_4BM2TEW8,4BM2TEW8,bookSection,The Changing Institutional Structure of Sociology and My Career,1988,NA,NA,Sewell WH,1
wls_zotero_H84CA3QM,H84CA3QM,journalArticle,"The Bell Curve - Herrnstein,Rj, Murray,C",1995,Doi 10.2307/2076829,NA,Hauser RM,1
wls_zotero_FYGPZBF3,FYGPZBF3,journalArticle,The association of vasomotor symptoms during the menopausal transition and cognition in later life,2022,10.1097/GME.0000000000001986,NA,Peterson A|Gottesman RT|Miller EC|Tom SE,4
wls_zotero_RAZRKUGG,RAZRKUGG,journalArticle,The Association Between Retirement and Emotional Well-being: Does Prior Work-Family Conflict Matter?,2010,NA,NA,Kathryn M. Coursolle|Megan M. Sweeney|James M. Raymo|Jeong-Hwa Ho,4
wls_zotero_MSJ89TPB,MSJ89TPB,journalArticle,The association between religious homogamy and reproduction,2016,10.1098/rspb.2016.0294,NA,Fieder M|Huber S,2
wls_zotero_38J9MURB,38J9MURB,journalArticle,The association between cognitive ability and body mass index: A sibling-comparison analysis in four longitudinal studies,2023,10.1371/journal.pmed.1004207,NA,Wright L|Davies NM|Bann D,3
wls_zotero_PY3RRCAM,PY3RRCAM,journalArticle,The absence of positive psychological (eudemonic) well-being as a risk factor for depression: a ten year cohort study,2010,10.1016/j.jad.2009.06.032,NA,Wood AM|Joseph S,2
wls_zotero_DXCR5YTY,DXCR5YTY,journalArticle,Symmetry and Hierarchy in Social Mobility: A Methodological Analysis of the CASMIN Model of Class Mobility,1992,NA,NA,Hout M|Hauser RM,2
wls_zotero_M75KCHEY,M75KCHEY,journalArticle,"Support, Demands, and Gender Ideology: Exploring Work-Family Facilitation and Work-Family Conflict Among Older Workers",2011,10.1080/01494929.2011.594216,NA,Davis SN,1
wls_zotero_CDZIFLZU,CDZIFLZU,book,Successful Aging--Role of Sustained Parental Investment,1999,NA,NA,Hill EM,1
wls_zotero_R3FFAMJL,R3FFAMJL,journalArticle,The Action Structure of Recruitment Calls and Its Analytic Implications: The Case of Disfluencies,2020,10.2478/Jos-2020-0028,NA,Min BH|Schaeffer NC|Garbarski D|Dykema J,4
wls_zotero_FD6RUVA9,FD6RUVA9,journalArticle,Survey Response in the Long Run: The Wisconsin Longitudinal Study,2005,NA,NA,Robert M. Hauser,1
wls_zotero_NDF5ZE9T,NDF5ZE9T,bookSection,Survey Design and Methodology in the Health and Retirement Study and the Wisconsin Longitudinal Study,2005,NA,NA,Hauser RM|Willis RJ,2
wls_zotero_AH2TSKX4,AH2TSKX4,journalArticle,Subjective age and verbal fluency among middle aged and older adults: A meta-analysis of five cohorts,2021,10.1016/j.archger.2021.104527,NA,Stephan Y|Sutin AR|Luchetti M|Aschwanden D|Terracciano A,5
wls_zotero_2JTXLDG5,2JTXLDG5,journalArticle,Subjective age and adiposity: evidence from five samples,2019,10.1038/s41366-018-0179-x,NA,Stephan Y|Sutin AR|Terracciano A,3
wls_zotero_NNLDDLY7,NNLDDLY7,journalArticle,"Spouses' Effectiveness as End-of-Life Health Care Surrogates: Accuracy, Uncertainty, and Errors of Overtreatment or Undertreatment",2008,DOI 10.1093/geront/48.6.811,NA,Moorman SM|Carr D,2
wls_zotero_JIJCCMGZ,JIJCCMGZ,thesis,"Subjective Social Status and Health: The Role of Marriage, Social Participation, and Social Background in their Relationship",2007,NA,NA,Dana Garbarski,1
wls_zotero_79I7ASLK,79I7ASLK,journalArticle,Subjective burden and personal gains among older parents of adults with serious mental illness,2010,10.1176/ps.2010.61.6.605,NA,Aschbrenner KA|Greenberg JS|Allen SM|Seltzer MM,4
wls_zotero_29UEP67B,29UEP67B,bookSection,Structural Equation Models,1977,NA,NA,Bielby WT|Hauser RM,2
wls_zotero_9QMH6A73,9QMH6A73,journalArticle,Sticking It Out: Individual Attributes and Persistence in Self-Employment,2014,10.1177/0149206312446643,NA,Patel PC|Thatcher SMB,2
wls_zotero_KQLBNBZP,KQLBNBZP,bookSection,Some Reflections on the Golden Age of Interdisciplinary Social Psychology,1989,NA,NA,Sewell WH,1
wls_zotero_BKFI4KJR,BKFI4KJR,journalArticle,Some Considerations Concerning the Functional Form of Earnings,1985,Doi 10.1016/0049-089x(85)90017-1,NA,Hodson R,1
wls_zotero_6WBGEKFT,6WBGEKFT,journalArticle,Spouse-Appraised Memory Functioning Predicts Memory Decline Better Than Subjective Memory Complaints in Community Dwelling Older Adults at Genetic Risk for Alzheimer's Disease,2021,10.3389/fpsyt.2021.633102,NA,Bellaali Y|Woodard JL|Hanseeuw B|Ivanoiu A,4
wls_zotero_3BJ7FP2A,3BJ7FP2A,thesis,Some Structural Models of Family and Inter-Sibling Effects on Educational Attainment: Findings from Wisconsin Data,1989,NA,NA,Lee ML,1
wls_zotero_DVXGF3I9,DVXGF3I9,bookSection,Some Structural Equation Models of Sibling Resemblance in Educational Attainment and Occupational Status.,1987,NA,NA,Hauser RM|Mossel PA,2
wls_zotero_MZFNZ5N5,MZFNZ5N5,journalArticle,Some Reflections on the Golden Age of Interdisciplinary Social Psychology,1989,NA,NA,Sewell WH,1
wls_zotero_E7N7V59A,E7N7V59A,journalArticle,Some Models of Agreement and Disagreement in Repeated Measurements of Occupation,1983,Doi 10.2307/2061113,NA,Hauser RM|Massagli MP,2
wls_zotero_N7LBSES9,N7LBSES9,bookSection,Some Exploratory Methods for Modeling Mobility Tables and Other Cross-Classified Data,1980,NA,NA,Hauser RM,1
wls_zotero_Q96VQZ8W,Q96VQZ8W,journalArticle,Some Cross-Population Comparisons of Family Bias in the Effects of Schooling on Occupational-Status,1984,Doi 10.1016/0049-089x(84)90019-X,NA,Hauser RM,1
wls_zotero_XTW3MUS7,XTW3MUS7,journalArticle,"Socioeconomic status, non-communicable disease risk factors, and walking speed in older adults: multi-cohort population based study",2018,10.1136/bmj.k1046,NA,Stringhini S|Carmeli C|Jokela M|Avendano M|McCrory C|d'Errico A|Bochud M|Barros H|Costa G|Chadeau-Hyam M|Delpierre C|Gandini M|Fraga S|Goldberg M|Giles GG|Lassale C|Kenny RA|Kelly-Irving M|Paccaud F|Layte R|Muennig P|Marmot MG|Ribeiro AI|Severi G|Steptoe A|Shipley MJ|Zins M|Mackenbach JP|Vineis P|Kivimaki M|Lifepath Consortium,31
wls_zotero_82DTK3AC,82DTK3AC,journalArticle,Socioeconomic status differences in hormone therapy,1998,10.1093/oxfordjournals.aje.a009684,NA,Marks NF|Shinberg DS,2
wls_zotero_XVXJGGLT,XVXJGGLT,journalArticle,Socioeconomic status and health at midlife. A comparison of educational attainment with occupation-based indicators,2001,10.1016/s1047-2797(00)00079-x,NA,Miech RA|Hauser RM,2
wls_zotero_FF36XSTV,FF36XSTV,journalArticle,Socioeconomic Status and Health across the Life Course: A Test of the Social Causation and Health Selection Hypotheses,2009,10.1353/sof.0.0219,NA,Warren JR,1
wls_zotero_I7Q5EGN2,I7Q5EGN2,bookSection,"Socioeconomic Indexes for Occupations: A Review, Update, and Critique",2001,NA,NA,Hauser RM|Warren JR,2
wls_zotero_4W5VUJYT,4W5VUJYT,journalArticle,"Socioeconomic Status, Intelligence, and the Attainment of Higher Education",1967,NA,NA,Sewell WH|Shah VP,2
wls_zotero_M2FNDU4F,M2FNDU4F,bookSection,"Socioeconomic Status, Gender, and Health at Midlife: Evidence from the Wisconsin Longitudinal Study",1996,NA,NA,Marks NF,1
wls_zotero_ZXF2LYTH,ZXF2LYTH,preprint,Social Class Indicators and Health at Midlife,1998,NA,NA,Miech RA|Hauser RM,2
wls_zotero_W8ZGPWB4,W8ZGPWB4,preprint,Sexual Behavior at Ages 62 to 67: A Biopsychosocial Approach,2006,NA,NA,DeLamater J|Hyde JS|Fong MC,3
wls_zotero_2DMWEHEV,2DMWEHEV,preprint,"Schooling, Family Background, and Adoption: Does Family Income Matter?",2001,NA,NA,Plug E|Vijverberg W,2
wls_zotero_LWX6G7ZW,LWX6G7ZW,preprint,"Religion, Socialization, and Fertility",1980,NA,NA,Janssen SG|Hauser RM,2
wls_zotero_HABRLET3,HABRLET3,preprint,Recent Developments in the Wisconsin Study of Social and Psychological Factors in Socioeconomic Achievement,1976,NA,NA,Sewell WH|Hauser RM,2
wls_zotero_RJTAUDB2,RJTAUDB2,preprint,Social Stratification Across Three Generations: New Evidence From the Wisconsin Longitudinal Study,1995,NA,NA,Warren JR|Hauser RM,2
wls_zotero_W87E3ESF,W87E3ESF,preprint,Socioeconomic Background and the Earnings of High School Graduates,1973,NA,NA,Hauser RM|Sewell WH|Lutterman KG,3
wls_zotero_GF9YE99I,GF9YE99I,bookSection,"Socioeconomic Indexes for Occupations: A Review, Update, and Critique",1997,NA,NA,Hauser RM|Warren JR,2
wls_zotero_QF2ZZXVX,QF2ZZXVX,bookSection,Socioeconomic Background and Midlife Health in the United States,2002,NA,NA,Carr D,1
wls_zotero_U4UYZK88,U4UYZK88,bookSection,Socioeconomic Background and Differential Returns to Education,1973,NA,NA,Hauser RM,1
wls_zotero_X2V938JJ,X2V938JJ,journalArticle,"Social Support From Family and Friends, Educational Attainment, and Cognitive Function",2023,10.1177/07334648231203840,NA,Moorman SM|Pai M,2
wls_zotero_RG4WJCHH,RG4WJCHH,journalArticle,Social support and mental health in middle-aged men and women: a multidimensional approach,2012,10.1177/0898264311425087,NA,Fiori KL|Denckla CA,2
wls_zotero_E8KM7543,E8KM7543,journalArticle,Socioeconomic differences in hysterectomy: the Wisconsin Longitudinal Study,1997,10.2105/ajph.87.9.1507,NA,Marks NF|Shinberg DS,2
wls_zotero_7FXV3RWA,7FXV3RWA,thesis,Socioeconomic Background and Educational Attainment of High Ability Wisconsin High School Students,1972,NA,NA,Jesudason V,1
wls_zotero_2GCDTHPW,2GCDTHPW,journalArticle,Socioeconomic achievements of siblings in the life course - New findings from the Wisconsin Longitudinal Study,1999,Doi 10.1177/0164027599212008,NA,Hauser RM|Sheridan JT|Warren JR,3
wls_zotero_S5CL2SAN,S5CL2SAN,journalArticle,Social-Mobility and Social-Participation,1978,Doi 10.1177/000271627843500113,NA,Sewell WH,1
wls_zotero_PGRB3WER,PGRB3WER,bookSection,Social Structure and Occupational Outcome,1965,NA,NA,Sewell WH,1
wls_zotero_FY3BXIHR,FY3BXIHR,journalArticle,Social Stratification Across Three Generations: New Evidence from the Wisconsin Longitudinal Study,1997,NA,NA,Warren JR|Hauser RM,2
wls_zotero_VTGBU5HB,VTGBU5HB,bookSection,Social Relationships and Aging,2011,NA,NA,Deborah Carr|Sara Moorman,2
wls_zotero_THZTIPZ6,THZTIPZ6,journalArticle,Social inequalities in health: next questions and converging evidence,1997,10.1016/s0277-9536(96)00194-3,NA,Marmot M|Ryff CD|Bumpass LL|Shipley M|Marks NF,5
wls_zotero_RWQ2ZGFE,RWQ2ZGFE,journalArticle,"Social relationships, gender, and allostatic load across two age cohorts",2002,10.1097/00006842-200205000-00004,NA,Seeman TE|Singer BH|Ryff CD|Dienberg Love G|Levy-Storms L,5
wls_zotero_9AUG6SVZ,9AUG6SVZ,journalArticle,Social Participation across Mid- and Later-life: Evidence from a Longitudinal Cohort Study,2021,Artn 0731121421992395 10.1177/0731121421992395,NA,Vogelsang EM,1
wls_zotero_DV2ISZYI,DV2ISZYI,journalArticle,Social environments and the genetics of aging: advancing knowledge of protective health mechanisms,2005,10.1093/geronb/60.special_issue_1.12,NA,Ryff CD|Singer BH,2
wls_zotero_UHZAV5T9,UHZAV5T9,thesis,Social Determinants of Age at First Marriage in the United States,1975,NA,NA,Voss PR,1
wls_zotero_7JK6SNRD,7JK6SNRD,journalArticle,"Social class, parental encouragement, and educational aspirations",1968,10.1086/224530,NA,Sewell WH|Shah VP,2
wls_zotero_FH8A8LFZ,FH8A8LFZ,journalArticle,Social Class and Educational Aspirations in an Indian Metropolis,1971,Doi 10.1177/0038022919710201,NA,Shah VP|Patel T|Sewell WH,3
wls_zotero_YFXF8Q47,YFXF8Q47,thesis,Social Class and College Graduation: A Replication and Extension,1973,NA,NA,Campbell RT,1
wls_zotero_FVZR7YHH,FVZR7YHH,thesis,Social Class and Aspirations of Wisconsin Boys,1965,NA,NA,Shah VP,1
wls_zotero_FZEXU9DD,FZEXU9DD,journalArticle,Social and population health science approaches to understand the human microbiome,2018,10.1038/s41562-018-0452-y,NA,Herd P|Palloni A|Rey F|Dowd JB,4
wls_zotero_NBULCAU3,NBULCAU3,journalArticle,Sibship size and educational attainment. A joint test of the Confluence Model and the Resource Dilution Hypothesis,2009,10.1016/j.rssm.2009.01.002,NA,Jaeger MM,1
wls_zotero_MHXEC2ZT,MHXEC2ZT,journalArticle,Siblings of adults with mild intellectual deficits or mental illness: differential life course outcomes,2008,10.1037/a0012603,NA,Taylor JL|Greenberg JS|Seltzer MM|Floyd FJ,4
wls_zotero_48T9X5PF,48T9X5PF,journalArticle,Sibling Resemblance and Inter-sibling Effects in Educational Attainment,1989,NA,NA,Hauser RM|Wong RSK,2
