paper_id,publication_id,doi,fetch_date,fetch_status,source
edshare_doi_10_1007_bf00992391,publication-QVAHCA76,10.1007/bf00992391,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1007_bf01112321,publication-RA4M5Q3T,10.1007/bf01112321,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1007_bf01115018,publication-PADX4D9Z,10.1007/bf01115018,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1007_bf01115413,publication-G29L5NZ3,10.1007/bf01115413,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1007_bf01363889,publication-F8J5DMGW,10.1007/bf01363889,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1007_bf02251259,publication-6MT6CA7X,10.1007/bf02251259,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1007_bf02296340,publication-H8VT7NEL,10.1007/bf02296340,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1007_bf02497080,publication-QJQBF5ET,10.1007/bf02497080,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1007_bf02685721,publication-L774TFL3,10.1007/bf02685721,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1007_s11162_005_3363_5,publication-NNPRQHRX,10.1007/s11162-005-3363-5,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1007_s11222_011_9295_3,publication-EKFSWDQ5,10.1007/s11222-011-9295-3,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1016_0001_8791_83_90029_5,publication-9YW4IB28,10.1016/0001-8791(83)90029-5,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1016_0049_089x_86_90003_7,publication-M382Q9P4,10.1016/0049-089x(86)90003-7,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1016_0272_7757_89_90002_2,publication-5THVTJPN,10.1016/0272-7757(89)90002-2,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1016_0272_7757_94_00034_4,publication-Y6RME4QN,10.1016/0272-7757(94)00034-4,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1016_0272_7757_94_90019_1,publication-I9BZ9MNG,10.1016/0272-7757(94)90019-1,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1016_0272_7757_95_90392_l,publication-8NTMNTX8,10.1016/0272-7757(95)90392-l,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1016_0361_476x_91_90004_5,publication-DS83X2G2,10.1016/0361-476x(91)90004-5,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1016_0883_0355_89_90059_1,publication-M8KCXLTW,10.1016/0883-0355(89)90059-1,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1016_j_econedurev_2004_12_002,publication-4VEAI3CZ,10.1016/j.econedurev.2004.12.002,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1016_j_econedurev_2009_10_015,publication-BICXD3KQ,10.1016/j.econedurev.2009.10.015,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1016_j_jeconom_2011_02_006,publication-IBZH244D,10.1016/j.jeconom.2011.02.006,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1016_j_ssresearch_2007_07_002,publication-4HALSGQ5,10.1016/j.ssresearch.2007.07.002,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1016_j_ssresearch_2007_09_002,publication-P9PBICBU,10.1016/j.ssresearch.2007.09.002,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1016_j_ssresearch_2013_07_002,publication-7RNYWRT4,10.1016/j.ssresearch.2013.07.002,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1016_s0014_2921_01_00115_5,publication-SMI2FMYL,10.1016/s0014-2921(01)00115-5,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1016_s0165_1765_97_00286_3,publication-NF3VS4Q6,10.1016/s0165-1765(97)00286-3,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1016_s0272_7757_00_00033_9,publication-3B2QVTGU,10.1016/s0272-7757(00)00033-9,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1016_s0272_7757_00_00041_8,publication-PWMI7RZ2,10.1016/s0272-7757(00)00041-8,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1016_s0272_7757_02_00059_6,publication-BQJAXJ62,10.1016/s0272-7757(02)00059-6,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1023_a_1007515100190,publication-4SXYW5UM,10.1023/a:1007515100190,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1023_a_1009605618662,publication-GRRU7JRT,10.1023/a:1009605618662,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1023_a_1012842230505,publication-AFJE7M93,10.1023/a:1012842230505,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1023_a_1018873615316,publication-64EWWS49,10.1023/a:1018873615316,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1023_a_1020413630553,publication-NKQHXG4U,10.1023/a:1020413630553,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1023_a_1025045416999,publication-SUAB2K75,10.1023/a:1025045416999,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1037_0012_1649_27_2_314,publication-2BH5KBPI,10.1037/0012-1649.27.2.314,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1037_0022_0663_82_3_578,publication-6K2PHQA6,10.1037/0022-0663.82.3.578,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1037_0022_3514_43_4_802,publication-WPQ6N7SK,10.1037/0022-3514.43.4.802,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1037__0022_0663_78_5_381,publication-APHDPTXF,10.1037//0022-0663.78.5.381,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1037_h0088260,publication-EU6M9DNK,10.1037/h0088260,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1080_00091383_1996_9937139,publication-BUYL9XH3,10.1080/00091383.1996.9937139,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1080_0020486820190313,publication-CYY9VDGL,10.1080/0020486820190313,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1080_00220671_1991_10886009,publication-7HB74LY2,10.1080/00220671.1991.10886009,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1080_00220671_1997_10544582,publication-8DCPIJPX,10.1080/00220671.1997.10544582,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1080_0032472031000144576,publication-M5QWGAVH,10.1080/0032472031000144576,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1080_02796015_1985_12085180,publication-RSVWUMFG,10.1080/02796015.1985.12085180,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1080_0361697820060402,publication-D69U2KKX,10.1080/0361697820060402,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1080_07350015_1995_10524588,publication-6B9DL3QH,10.1080/07350015.1995.10524588,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1080_09645299600000012,publication-F4BEUASB,10.1080/09645299600000012,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1080_10242690903105554,publication-VW6FPMSJ,10.1080/10242690903105554,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1080_1361332980010207,publication-IK6BEDL9,10.1080/1361332980010207,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1086_209864,publication-2ZRUGDN3,10.1086/209864,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1086_209867,publication-4B7G2Q3L,10.1086/209867,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1086_210221,publication-L3CMWN7I,10.1086/210221,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1086_227950,publication-2LIAE7UM,10.1086/227950,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1086_229114,publication-TQ79KB8E,10.1086/229114,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1086_229695,publication-F25EEEB4,10.1086/229695,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1086_268845,publication-8783HBDP,10.1086/268845,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1086_298310,publication-L75A6Y6X,10.1086/298310,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1086_430282,publication-ULEESQJP,10.1086/430282,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1086_443882,publication-IXJDPHDX,10.1086/443882,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1086_444024,publication-Y7T7FYUQ,10.1086/444024,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1086_444282,publication-WYYBHI2W,10.1086/444282,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1093_sf_67_2_512,publication-LJHHPZKB,10.1093/sf/67.2.512,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1111_cdev_12190,publication-RUPD2EE3,10.1111/cdev.12190,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1111_j_1465_7287_1992_tb00361_x,publication-927BMF5Q,10.1111/j.1465-7287.1992.tb00361.x,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1111_j_1465_7287_1993_tb00388_x,publication-FW5XYTLK,10.1111/j.1465-7287.1993.tb00388.x,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1111_j_1465_7295_1986_tb01838_x,publication-T76PWZPT,10.1111/j.1465-7295.1986.tb01838.x,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1111_j_1465_7295_1995_tb01858_x,publication-2DBPWGSN,10.1111/j.1465-7295.1995.tb01858.x,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1111_j_1536_7150_1994_tb02677_x,publication-IBPAG5EG,10.1111/j.1536-7150.1994.tb02677.x,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1111_j_1744_6570_1996_tb02455_x,publication-EEFWHRFF,10.1111/j.1744-6570.1996.tb02455.x,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1111_j_1745_3984_1983_tb00188_x,publication-BZG7J7Y9,10.1111/j.1745-3984.1983.tb00188.x,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1126_science_7604277,publication-N5AYBRKM,10.1126/science.7604277,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1155_2014_673657,publication-FHN68SYY,10.1155/2014/673657,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1162_003355302320935089,publication-ATX9PG46,10.1162/003355302320935089,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1162_003465304323031076,publication-I3R6NYR6,10.1162/003465304323031076,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1177_0013124588020004005,publication-MV9G4FI7,10.1177/0013124588020004005,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1177_0013124591024001007,publication-6QETRRSF,10.1177/0013124591024001007,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1177_0013161x93029002004,publication-8NHGCC9S,10.1177/0013161x93029002004,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1177_0013164402250987,publication-I8T43R7K,10.1177/0013164402250987,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1177_00131649921969839,publication-Z25HER3K,10.1177/00131649921969839,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1177_001440299105700309,publication-N2T8TJ7S,10.1177/001440299105700309,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1177_001979390005400109,publication-9MU3AD6V,10.1177/001979390005400109,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1177_001979399104500105,publication-IAQKR4KQ,10.1177/001979399104500105,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1177_002246698602000112,publication-VIADBQFZ,10.1177/002246698602000112,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1177_003804070507800402,publication-6B2IYN2T,10.1177/003804070507800402,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1177_0044118x90021003005,publication-V6LQK42G,10.1177/0044118x90021003005,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1177_0044118x92023004006,publication-YHFMSBNU,10.1177/0044118x92023004006,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1177_0044118x92024001003,publication-Y2KW4F2H,10.1177/0044118x92024001003,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1177_0091552110395575,publication-56ILMPIQ,10.1177/0091552110395575,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1177_009155218000700303,publication-ZTINIZ7J,10.1177/009155218000700303,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1177_016146811011200405,publication-5VXSYJ4Q,10.1177/016146811011200405,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1177_019251391012004004,publication-NE776Y3H,10.1177/019251391012004004,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1177_019251394015004004,publication-3PKVAKEC,10.1177/019251394015004004,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1177_074171369604600202,publication-7DCC2KVQ,10.1177/074171369604600202,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1177_089124249100500205,publication-5ZF6G7EL,10.1177/089124249100500205,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1207_s15326977ea0303_2,publication-J9GACYMF,10.1207/s15326977ea0303_2,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1257_002205102762203585,publication-6XMR7KPE,10.1257/002205102762203585,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1257_aer_91_2_130,publication-MSYYE7US,10.1257/aer.91.2.130,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1300_j087v17n01_07,publication-Y7ZC7ASC,10.1300/j087v17n01_07,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1353_dem_2003_0034,publication-2E4KGD7D,10.1353/dem.2003.0034,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1353_rhe_0_0004,publication-C6YSMY42,10.1353/rhe.0.0004,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_15288_jsa_1991_52_5,publication-NU3VPKHK,10.15288/jsa.1991.52.5,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2202_1558_3708_1271,publication-C8XMLRBY,10.2202/1558-3708.1271,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_1165032,publication-MR9JABPH,10.2307/1165032,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_145864,publication-YYD9XLS8,10.2307/145864,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_145880,publication-9JKFTBRU,10.2307/145880,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_146120,publication-UDP3A9JU,10.2307/146120,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_146197,publication-IVCKW4SU,10.2307/146197,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_146345,publication-QL462SZ8,10.2307/146345,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_146351,publication-HRHQNS9B,10.2307/146351,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_146441,publication-SCTNXDYY,10.2307/146441,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_1924709,publication-BUGLBMA6,10.2307/1924709,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_1961750,publication-YCF9DUEY,10.2307/1961750,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_1972963,publication-DJBY4JZ4,10.2307/1972963,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_1981701,publication-7YPNY9N7,10.2307/1981701,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_1982266,publication-7HBWNHA3,10.2307/1982266,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_2061260,publication-RBKMTLNC,10.2307/2061260,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_2061791,publication-5SI4LNGB,10.2307/2061791,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_20832136,publication-YX2WJSN8,10.2307/20832136,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_2095299,publication-WA3TSQKN,10.2307/2095299,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_2095455,publication-ZIF6KFSY,10.2307/2095455,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_2095662,publication-PGGEDW3G,10.2307/2095662,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_2095906,publication-QC77LYK3,10.2307/2095906,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_2096106,publication-IDWZC555,10.2307/2096106,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_2112241,publication-NMMFLVXS,10.2307/2112241,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_2112251,publication-XXE7HWJB,10.2307/2112251,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_2112290,publication-N729NHBI,10.2307/2112290,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_2112291,publication-LAWDBAAC,10.2307/2112291,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_2112294,publication-N2NTVLEA,10.2307/2112294,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_2112336,publication-9UZMK5WL,10.2307/2112336,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_2112533,publication-2QVCEM7P,10.2307/2112533,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_2112546,publication-VDB7ING5,10.2307/2112546,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_2112551,publication-FIRBYHY4,10.2307/2112551,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_2112552,publication-2AUSMNFQ,10.2307/2112552,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_2112633,publication-PBILFD9F,10.2307/2112633,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_2112684,publication-XIV3HN9X,10.2307/2112684,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_2112731,publication-553BVK4M,10.2307/2112731,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_2112754,publication-8QS3KRAP,10.2307/2112754,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_2112785,publication-LYNTWP6P,10.2307/2112785,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_2112836,publication-CSW77KUI,10.2307/2112836,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_2112858,publication-29Q4WKWH,10.2307/2112858,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_2112880,publication-U8Q6RRZM,10.2307/2112880,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_2117758,publication-AY6ZIXKI,10.2307/2117758,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_2522294,publication-JVW8J94M,10.2307/2522294,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_2578942,publication-JSU6TN4J,10.2307/2578942,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_2579614,publication-GXMV3S3U,10.2307/2579614,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_2580455,publication-EWENFNLB,10.2307/2580455,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_2649172,publication-G99M5TPR,10.2307/2649172,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_2657424,publication-H4ARC94X,10.2307/2657424,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_2673179,publication-PJDHQQBR,10.2307/2673179,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_2673243,publication-HPMUTCJR,10.2307/2673243,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_2673246,publication-2N3NCB8E,10.2307/2673246,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_2673266,publication-F48M5HD7,10.2307/2673266,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_270959,publication-QSLTNVYH,10.2307/270959,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_2787054,publication-BX8KK5Y5,10.2307/2787054,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_2943794,publication-4T5IUQKF,10.2307/2943794,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_2943807,publication-FEWYAB8W,10.2307/2943807,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_2943924,publication-QUWW324Y,10.2307/2943924,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_2946645,publication-7RMQZMGB,10.2307/2946645,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_3033763,publication-PZ3DX8Q3,10.2307/3033763,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_3090282,publication-FFAZK5HT,10.2307/3090282,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_352371,publication-ACIMPY73,10.2307/352371,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_352767,publication-UGCUI66H,10.2307/352767,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_352845,publication-LN6SAT56,10.2307/352845,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_352856,publication-ZWK588N8,10.2307/352856,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_352915,publication-4GFNQ5TN,10.2307/352915,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_353239,publication-28ND93XY,10.2307/353239,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_353539,publication-2HERTWUB,10.2307/353539,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_748426,publication-U66W7AY6,10.2307/748426,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_976675,publication-EMVT65F4,10.2307/976675,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_3102_00028312015003361,publication-8HTMX2KK,10.3102/00028312015003361,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_3102_00028312016003257,publication-JJBAVFDQ,10.3102/00028312016003257,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_3102_00028312016003285,publication-JV9VNIVM,10.3102/00028312016003285,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_3102_00028312021001181,publication-Y9KADPAK,10.3102/00028312021001181,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_3102_00028312022003337,publication-3LWNG6SB,10.3102/00028312022003337,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_3102_00028312023001065,publication-QMPTRTE8,10.3102/00028312023001065,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_3102_00028312024002287,publication-E6G4I727,10.3102/00028312024002287,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_3102_00028312025002157,publication-YLTXPEBW,10.3102/00028312025002157,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_3102_00028312025002177,publication-5UNK7SXA,10.3102/00028312025002177,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_3102_00028312025003334,publication-3B23XNU5,10.3102/00028312025003334,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_3102_00028312025004593,publication-NZHTJF39,10.3102/00028312025004593,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_3102_00028312026003353,publication-T86F8KRI,10.3102/00028312026003353,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_3102_00028312028001037,publication-INCD497I,10.3102/00028312028001037,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_3102_00028312029002425,publication-HI5FNI75,10.3102/00028312029002425,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_3102_00028312030001003,publication-QK3SH2MI,10.3102/00028312030001003,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_3102_00028312042003439,publication-ARY8ZZCG,10.3102/00028312042003439,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_3102_0002831211426347,publication-EUKV33KE,10.3102/0002831211426347,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_3102_01623737008001077,publication-6LKK9QSR,10.3102/01623737008001077,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_3102_01623737012001057,publication-WC4LBX9A,10.3102/01623737012001057,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_3102_0162373713508810,publication-ASNJM7Y4,10.3102/0162373713508810,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_3102_10769986023002093,publication-84YPBWUQ,10.3102/10769986023002093,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_3109_10826089609045834,publication-BQE6SIGA,10.3109/10826089609045834,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_4284_sej_2009_76_2_533,publication-57NJM8NX,10.4284/sej.2009.76.2.533,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_55504_0884_9153_1479,publication-TJFVJTCT,10.55504/0884-9153.1479,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-2236R7XS,publication-2236R7XS,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-22V6V7AK,publication-22V6V7AK,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-25N8RW9V,publication-25N8RW9V,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-2AG9MEPV,publication-2AG9MEPV,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-3M75NRJU,publication-3M75NRJU,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-3W83B9GS,publication-3W83B9GS,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-4QG9V46T,publication-4QG9V46T,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-4SWKM8VP,publication-4SWKM8VP,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
