author_part,title,pub_year,n_authors,raw_citation,paper_id
"Von Holle A, O'Brien KM, Sandler DP, Janicek R, Karagas MR, White AJ, Niehoff NM, Levine KE, Jackson BP, Weinberg CR",Toenail and serum levels as biomarkers of iron status in pre- and postmenopausal women: correlations and stability over eight-year follow-up,2024,10,"Von Holle A, O'Brien KM, Sandler DP, Janicek R, Karagas MR, White AJ, Niehoff NM, Levine KE, Jackson BP, Weinberg CR. Toenail and serum levels as biomarkers of iron status in pre- and postmenopausal women: correlations and stability over eight-year follow-up . Scientific Reports. 2024 Jan 19;14(1):1682.",sister_81
"Von Holle A, Shi M, O'Brien KM, Weinberg CR, Sandler DP, Park YM","Association between two common SNPs, rs6564851 and rs6420424, and lutein and zeaxanthin levels in a cohort of US postmenopausal women with a family history of breast cancer",2024,6,"Von Holle A, Shi M, O'Brien KM, Weinberg CR, Sandler DP, Park YM. Association between two common SNPs, rs6564851 and rs6420424, and lutein and zeaxanthin levels in a cohort of US postmenopausal women with a family history of breast cancer . Frontiers in Nutrition. 2024 Oct 29;11:1372393.",sister_82
"Von Holle A, Thompson RL, O'Brien KM, Sandler DP, Weinberg CR",Associations between serum iron biomarkers and breast cancer tumor size,2024,5,"Von Holle A, Thompson RL, O'Brien KM, Sandler DP, Weinberg CR. Associations between serum iron biomarkers and breast cancer tumor size . Cancer Research Communications. 2024 Jan 23;4(1):182-5.",sister_83
"Wojcik KM, Von Holle A, O'Brien KM, White AJ, Karagas MR, Levine KE, Jackson BP, Weinberg CR",Seasonal patterns in trace elements assessed in toenails,2024,8,"Wojcik KM, Von Holle A, O'Brien KM, White AJ, Karagas MR, Levine KE, Jackson BP, Weinberg CR. Seasonal patterns in trace elements assessed in toenails . Environmental Advances. 2024 Apr;15:100496. Epub 2024 Feb 2.",sister_84
"Yiangou K, Mavaddat N, Dennis J, Zanti M, Wang Q, Bolla MK, …, Sandler DP…, Taylor JA, …, Vachon CM, Schmidt MK, Hall P, MacInnis RJ, Milne RL, Pharoah PDP, Simard J, Antoniou AC, Easton DF, Michailidou K",Polygenic score distribution differences across European ancestry populations: implications for breast cancer risk prediction,2024,18,"Yiangou K, Mavaddat N, Dennis J, Zanti M, Wang Q, Bolla MK, …, Sandler DP…, Taylor JA, …, Vachon CM, Schmidt MK, Hall P, MacInnis RJ, Milne RL, Pharoah PDP, Simard J, Antoniou AC, Easton DF, Michailidou K. Polygenic score distribution differences across European ancestry populations: implications for breast cancer risk prediction . Breast Cancer Research. 2024 Dec 29;26(1):189.",sister_85
"Zeldin J, Sandler DP, Ogunsina K, O'Brien KM","Association of fibroids, endometriosis, and gynecologic surgeries with breast cancer incidence and hormone receptor subtypes",2024,4,"Zeldin J, Sandler DP, Ogunsina K, O'Brien KM. Association of fibroids, endometriosis, and gynecologic surgeries with breast cancer incidence and hormone receptor subtypes . Cancer Epidemiology, Biomarkers & Prevention. 2024 Apr 3;33(4):576-85. Epub 2024 Jan 23.",sister_86
"Bodelon C, Gierach GL, Hatch EE, Riseberg E, Hutchinson A, Yeager M, Sandler DP, Taylor JA, Hoover RN, Xu Z, Titus L, Palmer JR, Troisi R",In utero exposure to diethylstilbestrol and blood DNA methylation in adult women: Results from a meta-analysis of two cohort studies,2023,13,"Bodelon C, Gierach GL, Hatch EE, Riseberg E, Hutchinson A, Yeager M, Sandler DP, Taylor JA, Hoover RN, Xu Z, Titus L, Palmer JR, Troisi R. In utero exposure to diethylstilbestrol and blood DNA methylation in adult women: Results from a meta-analysis of two cohort studies . Environmental Research. 2023 Aug 15;231(Pt 1):115990. Epub 2023 May 4.",sister_87
"Cao Z, Hernandez DG, Li C, Berghausen J, Luo Z, Iwaki H, D'Aloisio AA, Huang X, Pinto JM, Sandler DP, Singleton AB, Chen H",Polygenic risk score for Parkinson's disease and olfaction among middle-aged to older women,2023,12,"Cao Z, Hernandez DG, Li C, Berghausen J, Luo Z, Iwaki H, D'Aloisio AA, Huang X, Pinto JM, Sandler DP, Singleton AB, Chen H. Polygenic risk score for Parkinson's disease and olfaction among middle-aged to older women . Parkinsonism & Related Disorders. 2023 Oct:115:105815. Epub 2023 Aug 17.",sister_88
"Cao Z, Song S, Huang X, Li C, Luo Z, D'Aloisio AA, Suarez L, Hernandez DG, Singleton AB, Sandler DP, Chen H",Parkinson's disease case ascertainment in the Sister Study: A cohort for environmental health research,2023,11,"Cao Z, Song S, Huang X, Li C, Luo Z, D'Aloisio AA, Suarez L, Hernandez DG, Singleton AB, Sandler DP, Chen H. Parkinson's disease case ascertainment in the Sister Study: A cohort for environmental health research . Journal of Parkinson’s Disease. 2023;13(5):729-42. Epub 2023 Jun 16.",sister_89
"Cao Z, Yang A, White AJ, Purdy F, Li C, Luo Z, D'Aloisio AA, Suarez L, Deming-Halverson S, Pinto JM, Chen JC, Werder EJ, Kaufman JD, Sandler DP, Chen H",Ambient air pollutants and olfaction among women 50-79 years of age from the Sister Study,2023,15,"Cao Z, Yang A, White AJ, Purdy F, Li C, Luo Z, D'Aloisio AA, Suarez L, Deming-Halverson S, Pinto JM, Chen JC, Werder EJ, Kaufman JD, Sandler DP, Chen H. Ambient air pollutants and olfaction among women 50-79 years of age from the Sister Study . Environmental Health Perspectives. 2023 Aug;131(8):87012.",sister_90
"Carroll R, Ish JL, Sandler DP, White AJ, Zhao S",,2023,5,"Carroll R, Ish JL, Sandler DP, White AJ, Zhao S. . Understanding the role of environmental and socioeconomic factors in the geographic variation of breast cancer risk in the US-wide Sister Study . Environmental Research. 2023 Dec 15;239(Pt 1):117349. Epub 2023 Oct 9.",sister_91
"Crawford B, Steck SE, Sandler DP, Merchant AT, Woo JMP, Park YM","Dietary patterns, socioeconomic disparities, and risk of type 2 diabetes in the Sister Study",2023,6,"Crawford B, Steck SE, Sandler DP, Merchant AT, Woo JMP, Park YM. Dietary patterns, socioeconomic disparities, and risk of type 2 diabetes in the Sister Study . Diabetes Research and Clinical Practice. 2023 Oct:204:110906. Epub 2023 Sep 12.",sister_92
"Gaston SA, Forde AT, Green M, Sandler DP, Jackson CL",Racial and ethnic discrimination and hypertension by educational attainment among a cohort of US women,2023,5,"Gaston SA, Forde AT, Green M, Sandler DP, Jackson CL. Racial and ethnic discrimination and hypertension by educational attainment among a cohort of US women . JAMA Network Open. 2023 Nov 1;6(11):e2344707.",sister_93
"Gaston SA, Riley NM, Parks CG, Woo JMP, Sandler DP, Jackson CL",Racial/Ethnic differences in associations between traumatic childhood experiences and both metabolic syndrome prevalence and type 2 diabetes mellitus risk among a cohort of US women,2023,6,"Gaston SA, Riley NM, Parks CG, Woo JMP, Sandler DP, Jackson CL. Racial/Ethnic differences in associations between traumatic childhood experiences and both metabolic syndrome prevalence and type 2 diabetes mellitus risk among a cohort of US women . Diabetes Care. 2023 Feb 1;46(2):341-50. Epub 2022 Dec 16.",sister_94
"Koenigsberg SH, Chang CJ, Ish J, Xu Z, Kresovich JK, Lawrence KG, Kaufman JD, Sandler DP, Taylor JA, White AJ",Air pollution and epigenetic aging among Black and White women in the US,2023,10,"Koenigsberg SH, Chang CJ, Ish J, Xu Z, Kresovich JK, Lawrence KG, Kaufman JD, Sandler DP, Taylor JA, White AJ. Air pollution and epigenetic aging among Black and White women in the US . Environment International. 2023 Nov;181:108270. Epub 2023 Oct 17.",sister_95
"Kresovich JK, O'Brien KM, Xu Z, Weinberg CR, Sandler DP, Taylor JA",Changes in methylation-based aging in women who do and do not develop breast cancer,2023,6,"Kresovich JK, O'Brien KM, Xu Z, Weinberg CR, Sandler DP, Taylor JA. Changes in methylation-based aging in women who do and do not develop breast cancer . Journal of the National Cancer Institute. 2023 Nov 8;115(11):1329-36. Epub 2023 Jul 19.",sister_96
"Kresovich JK, Sandler DP, Taylor JA",Methylation-based biological age and hypertension prevalence and incidence,2023,3,"Kresovich JK, Sandler DP, Taylor JA. Methylation-based biological age and hypertension prevalence and incidence . Hypertension. 2023 Jun;80(6):1213-22. Epub 2023 Mar 28.",sister_97
"Kresovich JK, Xu Z, O'Brien KM, Parks CG, Weinberg CR, Sandler DP, Taylor JA",Peripheral immune cell composition is altered in women before and after a hypertension diagnosis,2023,7,"Kresovich JK, Xu Z, O'Brien KM, Parks CG, Weinberg CR, Sandler DP, Taylor JA. Peripheral immune cell composition is altered in women before and after a hypertension diagnosis . Hypertension. 2023 Jan;80(1):43-53. Epub 2022 Oct 19.",sister_98
"Levi H, Carmi S, Rosset S, Yerushalmi R, Zick A, Yablonski-Peretz T; BCAC Consortium; Wang Q, Bolla MK, Dennis J, Michailidou K, Lush M, …, O'Brien K, …, Sandler D, …, Taylor J, …, Weinberg C, …, Dunning AM, Pharoah P, Easton DF, Ben-Sachar S, Elefant N, Shamir R, Elkon R",Evaluation of European-based polygenic risk score for breast cancer in Ashkenazi Jewish women in Israel,2023,21,"Levi H, Carmi S, Rosset S, Yerushalmi R, Zick A, Yablonski-Peretz T; BCAC Consortium; Wang Q, Bolla MK, Dennis J, Michailidou K, Lush M, …, O'Brien K, …, Sandler D, …, Taylor J, …, Weinberg C, …, Dunning AM, Pharoah P, Easton DF, Ben-Sachar S, Elefant N, Shamir R, Elkon R. Evaluation of European-based polygenic risk score for breast cancer in Ashkenazi Jewish women in Israel . Journal of Medical Genetics. 2023 Nov 27;60(12):1186-97.",sister_99
"Lovett SM, Sandler DP, O'Brien KM","Hysterectomy, bilateral oophorectomy, and breast cancer risk in a racially diverse prospective cohort study",2023,3,"Lovett SM, Sandler DP, O'Brien KM. Hysterectomy, bilateral oophorectomy, and breast cancer risk in a racially diverse prospective cohort study . Journal of the National Cancer Institute. 2023 Jun 8;115(6):662-70. Epub 2023 Feb 20.",sister_100
"Mehta SS, Hodgson ME, Lunn RM, Ashley CE, Arroyave WD, Sandler DP, White AJ",Indoor wood-burning from stoves and fireplaces and incident lung cancer among Sister Study participants,2023,7,"Mehta SS, Hodgson ME, Lunn RM, Ashley CE, Arroyave WD, Sandler DP, White AJ. Indoor wood-burning from stoves and fireplaces and incident lung cancer among Sister Study participants . Environment International. 2023 Aug;178:108128.",sister_101
"Middha P, Wang X, Behrens S, Bolla MK, Wang Q, Dennis J, Michailidou K, …, O'Brien KM, …, Sandler DP, …, Taylor JA, …, Weinberg CR, …, Dunning AM, Pharoah PDP, García-Closas M, Schmidt MK, Kraft P, Milne RL, Lindström S, Easton DF, Chang-Claude J",A genome-wide gene-environment interaction study of breast cancer risk for women of European ancestry,2023,20,"Middha P, Wang X, Behrens S, Bolla MK, Wang Q, Dennis J, Michailidou K, …, O'Brien KM, …, Sandler DP, …, Taylor JA, …, Weinberg CR, …, Dunning AM, Pharoah PDP, García-Closas M, Schmidt MK, Kraft P, Milne RL, Lindström S, Easton DF, Chang-Claude J. A genome-wide gene-environment interaction study of breast cancer risk for women of European ancestry . Breast Cancer Research. 2023 Aug 9;25(1):93.",sister_102
"Mueller SH, Lai AG, Valkovskaya M, Michailidou K, Bolla MK, Wang Q, Dennis J, Lush M, …, O'Brien KM, …, Sandler DP, …, Taylor JA, …, Weinberg CR, …, Dunning AM, Easton DF, Hemingway H, Hamann U, Kuchenbaecker KB",Aggregation tests identify new gene associations with breast cancer in populations with diverse ancestry,2023,17,"Mueller SH, Lai AG, Valkovskaya M, Michailidou K, Bolla MK, Wang Q, Dennis J, Lush M, …, O'Brien KM, …, Sandler DP, …, Taylor JA, …, Weinberg CR, …, Dunning AM, Easton DF, Hemingway H, Hamann U, Kuchenbaecker KB. Aggregation tests identify new gene associations with breast cancer in populations with diverse ancestry . Genome Medicine. 2023 Jan 26;15(1):7.",sister_103
"Nichols HB, House MG, Yarosh R, Mitra S, Goldberg M, Bertrand KA, Eliassen AH, Giles GG, Jones ME, Milne RL, O'Brien KM, Palmer JR, Sandin S, Willett WC, Yin W, Sandler DP, Swerdlow AJ, Schoemaker MJ","Hypertensive conditions of pregnancy, preterm birth, and premenopausal breast cancer risk: a premenopausal breast cancer collaborative group analysis",2023,18,"Nichols HB, House MG, Yarosh R, Mitra S, Goldberg M, Bertrand KA, Eliassen AH, Giles GG, Jones ME, Milne RL, O'Brien KM, Palmer JR, Sandin S, Willett WC, Yin W, Sandler DP, Swerdlow AJ, Schoemaker MJ. Hypertensive conditions of pregnancy, preterm birth, and premenopausal breast cancer risk: a premenopausal breast cancer collaborative group analysis . Breast Cancer Research and Treatment. 2023 Jun;199(2):323-34. Epub 2023 Apr 5.",sister_104
"O'Brien KM, Ogunsina K, Wentzensen N, Sandler DP",Douching and genital talc use: Patterns of use and reliability of self-reported exposure,2023,4,"O'Brien KM, Ogunsina K, Wentzensen N, Sandler DP. Douching and genital talc use: Patterns of use and reliability of self-reported exposure . Epidemiology. 2023 May 1;34(3):376-84. Epub 2023 Apr 3.",sister_105
"Ogunsina K, Sandler DP, Murphy JD, Harmon QE, D'Aloisio AA, Baird DD, O'Brien KM",Association of genital talc and douche use in early adolescence or adulthood with uterine fibroids diagnoses,2023,7,"Ogunsina K, Sandler DP, Murphy JD, Harmon QE, D'Aloisio AA, Baird DD, O'Brien KM. Association of genital talc and douche use in early adolescence or adulthood with uterine fibroids diagnoses . American Journal of Obstetrics & Gynecology. 2023 Dec;229(6):665.e1-665.e10. Epub 2023 Aug 18.",sister_106
"Pasqual E, O’Brien K, Rinaldi S, Sandler DP, Kitahara CM","Obesity, obesity-related metabolic conditions, and risk of thyroid cancer in women: results from a prospective cohort study (Sister Study)",2023,5,"Pasqual E, O’Brien K, Rinaldi S, Sandler DP, Kitahara CM. Obesity, obesity-related metabolic conditions, and risk of thyroid cancer in women: results from a prospective cohort study (Sister Study) . Lancet Regional Health - Americas. 2023 Jul;23:100537. Epub 2023 Jun 14.",sister_107
"Rhee J, Medgyesi DN, Fisher JA, White AJ, Sampson JN, Sandler DP, Ward MH, Jones RR",Residential proximity to dioxin emissions and risk of breast cancer in the Sister Study cohort,2023,8,"Rhee J, Medgyesi DN, Fisher JA, White AJ, Sampson JN, Sandler DP, Ward MH, Jones RR. Residential proximity to dioxin emissions and risk of breast cancer in the Sister Study cohort . Environmental Research. 2023 Apr 1;222:115297. Epub 2023 Jan 13.",sister_108
"Trottier BA, Niehoff NM, Keil AP, Jones RR, Levine KE, MacNell NS, White AJ",Residential proximity to metal-containing superfund sites and their potential as a source of disparities in metal exposure among U,2023,7,"Trottier BA, Niehoff NM, Keil AP, Jones RR, Levine KE, MacNell NS, White AJ. Residential proximity to metal-containing superfund sites and their potential as a source of disparities in metal exposure among U.S. women . Environmental Health Perspectives. 2023 Mar;131(3):37701.",sister_109
"Tsai WL, Nash MS, Rosenbaum DJ, Prince SE, D'Aloisio AA, Mehaffey MH, Sandler DP, Buckley TJ, Neale AC",Association of redlining and natural environment with depressive symptoms in women in the Sister Study,2023,9,"Tsai WL, Nash MS, Rosenbaum DJ, Prince SE, D'Aloisio AA, Mehaffey MH, Sandler DP, Buckley TJ, Neale AC. Association of redlining and natural environment with depressive symptoms in women in the Sister Study . Environmental Health Perspectives. 2023 Oct;131(10):107009.",sister_110
"Von Holle A, O'Brien KM, Janicek R, Weinberg CR",Development and validation of a prediction model for iron status in a large U,2023,4,"Von Holle A, O'Brien KM, Janicek R, Weinberg CR. Development and validation of a prediction model for iron status in a large U.S. cohort of women . Scientific Reports. 2023 Oct 12;13(1):17309.",sister_111
"Wogu AF, Li H, Zhao S, Nichols HB, Cai J",Additive subdistribution hazards regression for competing risks data in case-cohort studies,2023,5,"Wogu AF, Li H, Zhao S, Nichols HB, Cai J. Additive subdistribution hazards regression for competing risks data in case-cohort studies . Biometrics. 2023 Dec;79(4):3010-22. Epub 2023 Jan 6.",sister_112
"Woo JMP, Bookwalter DB, Green GY, Sandler DP",Early life socioeconomic position contributes to adult obesity independent of adult socioeconomic factors: Findings from the Sister Study cohort,2023,4,"Woo JMP, Bookwalter DB, Green GY, Sandler DP. Early life socioeconomic position contributes to adult obesity independent of adult socioeconomic factors: Findings from the Sister Study cohort . SSM - Population Health. 2023 Nov 10;24:101556.",sister_113
"Yadav S, Boddicker NJ, Na J, Polley EC, Hu C, Hart SN, Gnanaolivu RD, Larson N, Holtegaard S, Huang H, Dunn CA, Teras LR, Patel AV, Lacey JV, Neuhausen SL, Martinez E, Haiman C, Chen F, Ruddy KJ, Olson JE, John EM, Kurian AW, Sandler DP, O'Brien KM, Taylor JA, Weinberg CR, Anton-Culver H, Ziogas A, Zirpoli G, Goldgar DE, Palmer JR, Domchek SM, Weitzel JN, Nathanson KL, Kraft P, Couch FJ","Contralateral breast cancer risk among carriers of germline pathogenic variants in ATM, BRCA1, BRCA2, CHEK2, and PALB2",2023,36,"Yadav S, Boddicker NJ, Na J, Polley EC, Hu C, Hart SN, Gnanaolivu RD, Larson N, Holtegaard S, Huang H, Dunn CA, Teras LR, Patel AV, Lacey JV, Neuhausen SL, Martinez E, Haiman C, Chen F, Ruddy KJ, Olson JE, John EM, Kurian AW, Sandler DP, O'Brien KM, Taylor JA, Weinberg CR, Anton-Culver H, Ziogas A, Zirpoli G, Goldgar DE, Palmer JR, Domchek SM, Weitzel JN, Nathanson KL, Kraft P, Couch FJ. Contralateral breast cancer risk among carriers of germline pathogenic variants in ATM, BRCA1, BRCA2, CHEK2, and PALB2 . Journal of Clinical Oncology. 2023 Mar 20;41(9):1703-13. Epub 2023 Jan 9.",sister_114
"Yarosh RA, Jackson CL, Anderson C, Nichols HB, Sandler DP",Sleep disturbances among cancer survivors,2023,5,"Yarosh RA, Jackson CL, Anderson C, Nichols HB, Sandler DP. Sleep disturbances among cancer survivors . Cancer Epidemiology. 2023 Dec;87:102471. Epub 2023 Oct 12.",sister_115
"Zanti M, O'Mahony DG, Parsons MT, Li H, Dennis J, …, Sandler DP, …, Taylor JA, …, Weinberg CR, …, Feng B, Couch FJ, Spurdle AB, Easton DF, Goldgar DE, Michailidou K",A likelihood ratio approach for utilizing case-control data in the clinical classification of rare sequence variants: application to BRCA1 and BRCA2,2023,14,"Zanti M, O'Mahony DG, Parsons MT, Li H, Dennis J, …, Sandler DP, …, Taylor JA, …, Weinberg CR, …, Feng B, Couch FJ, Spurdle AB, Easton DF, Goldgar DE, Michailidou K. A likelihood ratio approach for utilizing case-control data in the clinical classification of rare sequence variants: application to BRCA1 and BRCA2 . Human Mutation. 2023;2023:9961341. Epub 2023 Sep 14.",sister_116
"Ahearn TU, Zhang H, Michailidou K, Milne RL, Bolla MK, Dennis J, Dunning AM, Lush M, Wang Q, …, Sandler DP, …, Taylor JA, …, Weinberg CR…, Couch FJ, Simard J, Kraft P, Easton DF, Pharoah PDP, Schmidt MK, Garc&iacute;a&#45;Closas M, Chatterjee N",Common variants in breast cancer risk loci predispose to distinct tumor subtypes,2022,20,"Ahearn TU, Zhang H, Michailidou K, Milne RL, Bolla MK, Dennis J, Dunning AM, Lush M, Wang Q, …, Sandler DP, …, Taylor JA, …, Weinberg CR…, Couch FJ, Simard J, Kraft P, Easton DF, Pharoah PDP, Schmidt MK, Garc&iacute;a&#45;Closas M, Chatterjee N. Common variants in breast cancer risk loci predispose to distinct tumor subtypes . Breast Cancer Research . 2022 Jan 4;24(1):2.",sister_117
"Cao Z, Yang A, D'Aloisio AA, Suarez L, Deming-Halverson S, Li C, Luo Z, Pinto JM, Werder EJ, Sandler DP, Chen H","Assessment of self-reported sense of smell, objective testing, and associated factors in middle-aged and older women",2022,11,"Cao Z, Yang A, D'Aloisio AA, Suarez L, Deming-Halverson S, Li C, Luo Z, Pinto JM, Werder EJ, Sandler DP, Chen H. Assessment of self-reported sense of smell, objective testing, and associated factors in middle-aged and older women . JAMA Otolaryngology - Head & Neck Surgery . 2022 May 1;148(5):408-17.",sister_118
"Chang CJ, O'Brien KM, Keil AP, Gaston SA, Jackson CL, Sandler DP, White AJ",Use of straighteners and other hair products and incident uterine cancer,2022,7,"Chang CJ, O'Brien KM, Keil AP, Gaston SA, Jackson CL, Sandler DP, White AJ. Use of straighteners and other hair products and incident uterine cancer . Journal of the National Cancer Institute. 2022 Dec 8;114(12):1636-45. Epub 2022 Oct 17.",sister_119
"Dareng EO, Tyrer JP, Barnes DR, Jones MR, Yang X, …, Sandler DP, …, Weinberg CR, …, Kleibl Z, Easton D, Lawrenson K, DeFazio A, Sellers TA, Ramus SJ, Pearce CL, Monteiro AN, Cunningham J, Goode EL, Schildkraut JM, Berchuck A, Chenevix-Trench G, Gayther SA, Antoniou AC, Pharoah PDP",Polygenic risk modeling for prediction of epithelial ovarian cancer risk,2022,23,"Dareng EO, Tyrer JP, Barnes DR, Jones MR, Yang X, …, Sandler DP, …, Weinberg CR, …, Kleibl Z, Easton D, Lawrenson K, DeFazio A, Sellers TA, Ramus SJ, Pearce CL, Monteiro AN, Cunningham J, Goode EL, Schildkraut JM, Berchuck A, Chenevix-Trench G, Gayther SA, Antoniou AC, Pharoah PDP. Polygenic risk modeling for prediction of epithelial ovarian cancer risk . European Journal of Human Genetics . 2022 Mar;30(3):349-62. Epub 2022 Jan 14.",sister_120
"Dennis J, Tyrer JP, Walker LC, Michailidou K, Dorling L, Bolla MK, Wang Q, …, Sandler DP, …, Taylor JA, …, Simard J, Dunning AM, Pharoah PDP, Easton DF",Rare germline copy number variants (CNVs) and breast cancer risk,2022,13,"Dennis J, Tyrer JP, Walker LC, Michailidou K, Dorling L, Bolla MK, Wang Q, …, Sandler DP, …, Taylor JA, …, Simard J, Dunning AM, Pharoah PDP, Easton DF. Rare germline copy number variants (CNVs) and breast cancer risk . Communications Biology . 2022 Jan 18;5(1):65.",sister_121
"DeVries AA, Dennis J, Tyrer JP, Peng PC, Coetzee SG, Reyes AL, Plummer JT, Davis BD, Chen SS, Dezem FS, …, Sandler DP, …, Freedman ML, Lawrenson K, Pharoah PDP, Easton DF, Gayther SA, Jones MR",Copy number variants are ovarian cancer risk alleles at known and novel risk loci,2022,17,"DeVries AA, Dennis J, Tyrer JP, Peng PC, Coetzee SG, Reyes AL, Plummer JT, Davis BD, Chen SS, Dezem FS, …, Sandler DP, …, Freedman ML, Lawrenson K, Pharoah PDP, Easton DF, Gayther SA, Jones MR. Copy number variants are ovarian cancer risk alleles at known and novel risk loci . Journal of the National Cancer Institute. 2022 Nov 14;114(11):1533-44. Epub 2022 Oct 10.",sister_122
"Diaz-Santana MV, O'Brien KM, Park YM, Sandler DP, Weinberg CR",Persistence of risk for type 2 diabetes after gestational diabetes mellitus,2022,5,"Diaz-Santana MV, O'Brien KM, Park YM, Sandler DP, Weinberg CR. Persistence of risk for type 2 diabetes after gestational diabetes mellitus . Diabetes Care . 2022 Apr 1;45(4):864-70.",sister_123
"Dixon-Suen SC, Lewis SJ, Martin RM, English DR, Boyle T, Giles GG, Michailidou K, Bolla MK, Wang Q, Dennis J, Lush M, …, Sandler DP, …, Taylor JA, …, Weinberg CR, …, Dunning AM, Pharoah PDP, Easton DF, Milne RL, Lynch BM; Breast Cancer Association Consortium","Physical activity, sedentary time and breast cancer risk: a Mendelian randomisation study",2022,18,"Dixon-Suen SC, Lewis SJ, Martin RM, English DR, Boyle T, Giles GG, Michailidou K, Bolla MK, Wang Q, Dennis J, Lush M, …, Sandler DP, …, Taylor JA, …, Weinberg CR, …, Dunning AM, Pharoah PDP, Easton DF, Milne RL, Lynch BM; Breast Cancer Association Consortium. Physical activity, sedentary time and breast cancer risk: a Mendelian randomisation study . British Journal of Sports Medicine. 2022 Oct;56(20):1157-70. Epub 2022 Sep 6.",sister_124
"Gao G, Zhao F, Ahearn TU, Lunetta KL, Troester MA, Du Z, Ogundiran TO, Ojengbede O, Blot W, Nathanson KL, Domchek SM, Nemesure B, Hennis A, Ambs S, McClellan J, Nie M, Bertrand K, Zirpoli G, Yao S, Olshan AF, Bensen JT, Bandera EV, Nyante S, Conti DV, Press MF, Ingles SA, John EM, Bernstein L, Hu JJ, Deming-Halverson SL, Chanock SJ, Ziegler RG, Rodriguez-Gil JL, Sucheston-Campbell LE, Sandler DP, Taylor JA, Kitahara CM, O'Brien KM, Bolla MK, Dennis J, Dunning AM, Easton DF, Michailidou K, Pharoah PDP, Wang Q, Figueroa J, Biritwum R, Adjei E, Wiafe S; GBHS Study Team, Ambrosone CB, Zheng W, Olopade OI, García-Closas M, Palmer JR, Haiman CA, Huo D",Polygenic risk scores for prediction of breast cancer risk in women of African ancestry: a cross-ancestry approach,2022,55,"Gao G, Zhao F, Ahearn TU, Lunetta KL, Troester MA, Du Z, Ogundiran TO, Ojengbede O, Blot W, Nathanson KL, Domchek SM, Nemesure B, Hennis A, Ambs S, McClellan J, Nie M, Bertrand K, Zirpoli G, Yao S, Olshan AF, Bensen JT, Bandera EV, Nyante S, Conti DV, Press MF, Ingles SA, John EM, Bernstein L, Hu JJ, Deming-Halverson SL, Chanock SJ, Ziegler RG, Rodriguez-Gil JL, Sucheston-Campbell LE, Sandler DP, Taylor JA, Kitahara CM, O'Brien KM, Bolla MK, Dennis J, Dunning AM, Easton DF, Michailidou K, Pharoah PDP, Wang Q, Figueroa J, Biritwum R, Adjei E, Wiafe S; GBHS Study Team, Ambrosone CB, Zheng W, Olopade OI, García-Closas M, Palmer JR, Haiman CA, Huo D. Polygenic risk scores for prediction of breast cancer risk in women of African ancestry: a cross-ancestry approach . Human Molecular Genetics . 2022 Sep 10;31(18):3133-43. Epub 2022 May 12.",sister_125
"Goldberg M, Diaz-Santana MV, O'Brien KM, Zhao S, Weinberg CR, Sandler DP","Gestational hypertensive disorders and maternal breast cancer risk in a nationwide cohort of 40,720 parous women",2022,6,"Goldberg M, Diaz-Santana MV, O'Brien KM, Zhao S, Weinberg CR, Sandler DP. Gestational hypertensive disorders and maternal breast cancer risk in a nationwide cohort of 40,720 parous women . Epidemiology . 2022 Nov 1;33(6):868-79. Epub 2022 May 30.",sister_126
"Gregoire AM, VoPham T, Laden F, Yarosh R, O'Brien KM, Sandler DP, White AJ",Residential ultraviolet radiation and breast cancer risk in a large prospective cohort,2022,7,"Gregoire AM, VoPham T, Laden F, Yarosh R, O'Brien KM, Sandler DP, White AJ. Residential ultraviolet radiation and breast cancer risk in a large prospective cohort . Environment International. 2022 Jan 15;159:107028. Epub 2021 Dec 8.",sister_127
"Hurwitz LM, Townsend MK, Jordan SJ, Patel AV, Teras LR, Lacey JV Jr, Doherty JA, Harris HR, Goodman MT, Shvetsov YB, Modugno F, Moysich KB, Robien K, Prizment A, Schildkraut JM, Berchuck A, Fortner RT, Chan AT, Wentzensen N, Hartge P, Sandler DP, O'Brien KM, Anton-Culver H, Ziogas A, Menon U, Ramus SJ, Pearce CL, Wu AH, White E, Peters U, Webb PM, Tworoger SS, Trabert B",Modification of the association between frequent aspirin use and ovarian cancer risk: A meta-analysis using individual-level data from two ovarian cancer consortia,2022,32,"Hurwitz LM, Townsend MK, Jordan SJ, Patel AV, Teras LR, Lacey JV Jr, Doherty JA, Harris HR, Goodman MT, Shvetsov YB, Modugno F, Moysich KB, Robien K, Prizment A, Schildkraut JM, Berchuck A, Fortner RT, Chan AT, Wentzensen N, Hartge P, Sandler DP, O'Brien KM, Anton-Culver H, Ziogas A, Menon U, Ramus SJ, Pearce CL, Wu AH, White E, Peters U, Webb PM, Tworoger SS, Trabert B. Modification of the association between frequent aspirin use and ovarian cancer risk: A meta-analysis using individual-level data from two ovarian cancer consortia . Journal of Clinical Oncology . 2022 Dec 20;40(36):4207-17. Epub 2022 Jul 22.",sister_128
"Kim JI, Fine JP, Sandler DP, Zhao S",Accounting for preinvasive conditions in analysis of invasive cancer risk: application to breast cancer,2022,4,"Kim JI, Fine JP, Sandler DP, Zhao S. Accounting for preinvasive conditions in analysis of invasive cancer risk: application to breast cancer . Epidemiology . 2022 Jan 1;33(1):48-54. Epub 2021 Sep 20.",sister_129
