pub_year,title,author_field,journal,paper_id
2024,Multimodal subtypes identified in Alzheimer's Disease Neuroimaging Initiative participants by missing-data-enabled subtype and stage inference,M. Estarellas; N. P. Oxtoby; J. M. Schott; D. C. Alexander; A. L. Young,Journal Neuroimage Clin;,adni_863
2024,Functional network centrality indicates interactions between APOE4 and age across the clinical spectrum of AD,A. B. Fall; M. G. Preti; M. Eshmawey; S. M. Kagerer; D. Van De Ville; P. G. Unschuld,Journal Journal of Alzheimer's Disease;,adni_864
2024,Positive Effect of Super-Resolved Structural Magnetic Resoce Imaging for Mild Cognitive Impairment Detection,O. Grigas; R. Damaševičius; R. Maskeliūnas,Journal Brain Sciences;,adni_866
2024,Brain Network Modularity and Resilience Signaled by Betweenness Centrality Percolation Spiking,P. Kotlarz; M. Febo; J. C. Nino; I. on behalf of the Alzheimer’s Disease Neuroimaging,Journal Electronics;,adni_867
2024,Study design features increase replicability in brain-wide association studies,K. D. Kang; J. Seidlitz; R. A. I. Bethlehem; J. M. Xiong; M. T. Jones; K. Mehta; A. S. Keller; R. Tao; A. Randolph; B. Larsen; B. Tervo-Clemmens; E. Feczko; O. M. Dominguez; S. M. Nelson; J. Schildcrout; D. A. Fair; T. D. Satterthwaite; A. F. Alexander-Bloch; S. Vandekar; C. Lifespan Brain Chart,Journal Nature;,adni_869
2024,Longitudinal regression of covariance matrix outcomes,Y. Zhao; B. S. Caffo; X. Luo; I. For the Alzheimer’s Disease Neuroimaging,Journal IEEE Trans Med Imaging;,adni_870
2024,ClinicalGAN: powering patient monitoring in clinical trials with patient digital twins,S. Chandra; P. K. S. Prakash; S. Samanta; S. Chilukuri,Journal Front Neurosci;,adni_871
2024,Deep Multi-Instance Conv-Transformer Frameworks for Landmark-Based Brain MRI Classification,G. Li; Z. Ji; Q. Sun,Journal Brain Sciences;,adni_875
2024,"The Association among Hypothalamic Subnits, Gonadotropic and Sex Hormone Plasmas Levels in Alzheimer’s Disease",E. Ofori; A. Solis; N. Punjani; I. on behalf of the Alzheimer’s Disease Neuroimaging,Journal Mathematics;,adni_876
2024,A novel approach to enhance feature selection using linearity assessment with ordinary least squares regression for Alzheimer’s Disease stage classification,B. Mabrouk; N. Bouattour; N. Mabrouki; L. Sellami; A. Ben Hamida; A. s. D. N. Initiative,Journal Multimedia Tools and Applications;,adni_877
2024,Performance of Plasma Biomarkers Combined with Structural MRI to Identify Candidate Participants for Alzheimer's Disease-Modifying Therapy,M. Manjavong; J. M. Kang; A. Diaz; M. T. Ashford; J. Eichenbaum; A. Aaronson; M. J. Miller; S. Mackin; R. Tank; M. Weiner; R. Nosheny,Journal J Prev Alzheimers Dis;,adni_879
2024,Timing of changes in Alzheimer's disease plasma biomarkers as assessed by amyloid and tau PET clocks,M. Milà-Alomà; D. Tosun; S. E. Schindler; Z. Hausle; Y. Li; K. K. Petersen; J. L. Dage; L. Du-Cuny; Z. S. Saad; B. Saef,Journal medRxiv;,adni_880
2024,Dementia Subtypes Defined Through Neuropsychiatric Symptom-Associated Brain Connectivity Patterns,K. Zhao; H. Xie; G. A. Fonzo; N. B. Carlisle; R. S. Osorio; Y. Zhang,Journal Heliyon;,adni_881
2024,Detecting Alzheimer's Disease Stages and Frontotemporal Dementia in Time Courses of Resting-State fMRI Data Using a Machine Learning Approach,M. A. Sadeghi; D. Stevens; S. Kundu; R. Sanghera; R. Dagher; V. Yedavalli; C. Jones; H. Sair; L. P. Luna,Journal Curr Alzheimer Res;,adni_883
2024,Harmonizing AI goverce regulations and neuroinformatics: perspectives on privacy and data sharing,R. Alsaigh; R. Mehmood; I. Katib; X. Liang; A. Alshanqiti; J. M. Corchado; S. See,Journal Frontiers in Neuroinformatics;,adni_884
2024,A Machine Learning Model to Harmonize Volumetric Brain MRI Data for Quantitative Neuroradiological Assessment of Alzheimer Disease,D. Archetti; V. Venkatraghavan; B. Weiss; P. Bourgeat; T. Auer; Z. Vidnyánszky; S. Durrleman; W. M. van der Flier; F. Barkhof; D. C. Alexander; A. Altmann; A. Redolfi; B. M. Tijms; N. P. Oxtoby,Journal Radiol Artif Intell;,adni_885
2024,Association of modifiable risk factors with progression to dementia in relation to amyloid and tau pathology,Z. Huszár; A. Solomon; M. A. Engh; V. Koszovácz; T. Terebessy; Z. Molnár; P. Hegyi; A. Horváth; F. Mangialasche; M. Kivipelto; G. Csukly,Journal Alzheimers Res Ther;,adni_886
2024,Pyramid-attentive GAN for multimodal brain image complementation in Alzheimer’s disease classification,M. Zhang; L. Sun; Z. Kong; W. Zhu; Y. Yi; F. Yan,Journal Connection Science;,adni_888
2024,Association Between Metabolomics Findings and Brain Hypometabolism in Mild Alzheimer's Disease,M. Mir; P. Khosravani; E. Ramezannezhad; F. P. Saadabad; M. Falahati; M. Ghanbarian; P. Saberian; M. Sadeghi; N. Niknam; S. E. Ghejelou; M. Jafari; D. Gulisashvili; M. Mayeli,Journal Current Alzheimer Research;,adni_889
2024,Self-reported hearing loss is associated with faster cognitive and functional decline but not diagnostic conversion in the ADNI cohort,A. A. Miller; E. S. Sharp; S. Wang; Y. Zhao; A. P. Mecca; C. H. van Dyck; R. S. O'Dell; f. t. A. s. D. N. Initiative,Journal Alzheimer's & Dementia;,adni_891
2024,Harmonization of Structural Brain Connectivity through Distribution Matching,Z. Zhou; B. Fischl; I. Aganj,Journal bioRxiv;,adni_892
2024,MRI radiomics combined with machine learning for diagnosing mild cognitive impairment: a focus on the cerebellar gray and white matter,A. Lin; Y. Chen; Y. Chen; Z. Ye; W. Luo; Y. Chen; Y. Zhang; W. Wang,Journal Front Aging Neurosci;,adni_893
2024,Random survival forest model for early prediction of Alzheimer's disease conversion in early and late Mild cognitive impairment stages,A. Saeed; A. Waris; A. Fuwad; J. Iqbal; J. Khan; D. AlQahtani; O. Gilani; U. H. Shah,Journal PLoS One;,adni_894
2024,Mixture Disease Progression Model to Predict and Cluster the Long-Term Trajectory of Cognitive Decline in Alzheimer's Disease,R. Hanazawa; H. Sato; A. Hirakawa,Journal Ther Innov Regul Sci;,adni_895
2024,The Effects of PICALM rs3851179 and Age on Brain Atrophy and Cognition Along the Alzheimer's Disease Continuum,Z. Wu; J. Chen; Y. Liu; Y. Yang; M. Feng; H. Dai,Journal Phys Med Biol;,adni_896
2024,Early detection of dementia using artificial intelligence and multimodal features with a focus on neuroimaging: A systematic literature review,O. Grigas; R. Maskeliunas; R. Damaševičius,Journal Neurol Genet;,adni_897
2024,Tau Protein Accumulation Trajectory-Based Brain Age Prediction in the Alzheimer’s Disease Continuum,M. Wang; M. Wei; L. Wang; J. Song; A. Rominger; K. Shi; J. Jiang,Journal Biomolecules;,adni_900
2024,Amyloid pathology and vascular risk are associated with distinct patterns of cerebral white matter hyperintensities: A multicenter study in 3132 memory clinic patients,J. M. Biesbroek; M. Coenen; C. DeCarli; E. M. Fletcher; P. M. Maillard; F. Barkhof; J. Barnes; T. Benke; C. Chen; P. Dal-Bianco; A. Dewenter; M. Duering; C. Enzinger; M. Ewers; L. G. Exalto; N. Franzmeier; S. Hilal; E. Hofer; H. L. Koek; A. B. Maier; C. R. McCreary; J. M. Papma; R. W. Paterson; Y. A. L. Pijnenburg; A. Rubinski; R. Schmidt; J. M. Schott; C. F. Slattery; E. E. Smith; C. H. Sudre; R. M. E. Steketee; C. E. Teunissen; E. van den Berg; W. M. van der Flier; N. Venketasubramanian; V. Venkatraghavan; M. W. Vernooij; F. J. Wolters; X. Xin; H. J. Kuijf; G. J. Biessels,Journal eNeuro;,adni_901
2024,Predictability of intelligence and age from structural connectomes,S. J. Kopetzky; Y. Li; M. Kaiser; M. Butz-Ostendorf,Journal International Journal of System Assurance Engineering and Management;,adni_904
2024,Exploring morphological similarity and randomness in Alzheimer's disease using adjacent grey matter voxel-based structural analysis,T. Y. Chen; J. D. Zhu; S. J. Tsai; A. C. Yang,Journal Int J Mol Sci;,adni_905
2024,Machine learning in neurological disorders: A multivariate LSTM and AdaBoost approach to Alzheimer's disease time series analysis,M. Irfan; S. Shahrestani; M. Elkhodr,Journal J Alzheimers Dis;,adni_908
2024,Deep Ensemble learning and quantum machine learning approach for Alzheimer's disease detection,A. Jenber Belay; Y. M. Walle; M. B. Haile,Journal European Journal of Pharmacology;,adni_909
2024,Joint transformer architecture in brain 3D MRI classification: its application in Alzheimer's disease classification,S. Alp; T. Akan; M. S. Bhuiyan; E. A. Disbrow; S. A. Conrad; J. A. Vanchiere; C. G. Kevil; M. A. N. Bhuiyan,Journal J Alzheimers Dis;,adni_910
2024,Genetic architecture of cerebrospinal fluid and brain metabolite levels and the genetic colocalization of metabolites with human traits,C. Wang; C. Yang; D. Western; M. Ali; Y. Wang; C. L. Phuah; J. Budde; L. Wang; P. Gorijala; J. Timsina; A. Ruiz; P. Pastor; M. V. Ferdez; D. J. Panyard; C. D. Engelman; Y. Deming; M. Boada; A. Cano; P. Garcia-Gonzalez; N. R. Graff-Radford; H. Mori; J. H. Lee; R. J. Perrin; L. Ibanez; Y. J. Sung; C. Cruchaga,Journal Nat Genet;,adni_913
2024,"Deep learning reveals pathology-confirmed neuroimaging signatures in Alzheimer's, vascular and Lewy body dementias",D. Wang; N. Honnorat; J. B. Toledo; K. Li; S. Charisis; T. Rashid; A. Benet Nirmala; S. R. Brandigampala; M. Mojtabai; S. Seshadri; M. Habes,Journal Brain;,adni_914
2024,Establishing group-level brain structural connectivity incorporating anatomical knowledge under latent space modeling,S. Wang; Y. Wang; F. H. Xu; L. Shen; Y. Zhao,Journal Med Image Anal;,adni_915
2024,A fusion analytic framework for investigating functional brain connectivity differences using resting-state fMRI,Y. Jeon; J. J. Kim; S. Yu; J. Choi; S. Han,Journal Front Neurosci;,adni_916
2024,s-SuStaIn: Scaling subtype and stage inference via simultaneous clustering of subjects and biomarkers,R. Tandon; J. J. Lah; C. S. Mitchell,Journal Proc Mach Learn Res;,adni_917
2024,Functional Linear Partial Quantile Regression with Guaranteed Convergence for Neuroimaging Data Analysis,D. Yu; M. Pietrosanu; I. Mizera; B. Jiang; L. Kong; W. Tu,Journal Computers in Biology and Medicine;,adni_921
2024,The Association Between Surgery and Mild Cognitive Impairment: Insight from a Case-Control Study,J. Yu; W. Tang; Z. Sulaiman; X. Ma; J. Wang; Z. Shi; Q. Liu; Z. Xie; Y. Shen,Journal Front Aging Neurosci;,adni_922
2024,Blood biomarkers in dynamic prediction of conversion to Alzheimer's disease: An application of joint modeling,M. Yuan; S. Lian; X. Li; X. Long; Y. Fang,Journal Medical Image Analysis;,adni_923
2024,Distance-based novelty detection model for identifying individuals at risk of developing Alzheimer's disease,H. Yang; J. Mao; Q. Ye; M. Bucholc; S. Liu; W. Gao; J. Pan; J. Xin; X. Ding,Journal Computers in Biology and Medicine;,adni_924
2024,The impact of Bayesian optimization on feature selection,K. Yang; L. Liu; Y. Wen,Journal Frontiers in Computational Neuroscience;,adni_925
2024,DNA methylation marker identification and poly-methylation risk score in prediction of healthspan termination,M. Yang; M. Wang; X. Zhao; F. Xu; S. Liang; Y. Wang; N. Wang; M. L. Sambou; Y. Jiang; J. Dai,Journal NeuroImage;,adni_926
2024,Polygenic Score for Conscientiousness Is a Protective Factor for Reversion from Mild Cognitive Impairment to Normal Cognition,X. Yang; Z. Wang; H. Li; W. Qin; N. Liu; Z. Liu; S. Wang; J. Xu; J. Wang,Journal Statistics in Biosciences;,adni_927
2024,Exploration of Imaging Genetic Biomarkers of Alzheimer's Disease Based on a Machine Learning Method,Y. Wang; X. Wang,Journal Imaging Neuroscience;,adni_928
2024,Interpretable medical deep framework by logits-constraint attention guiding graph-based multi-scale fusion for Alzheimer’s disease analysis,J. Xu; C. Yuan; X. Ma; H. Shang; X. Shi; X. Zhu,Journal Front Med (Lausanne);,adni_929
2024,SVFR: A novel slice-to-volume feature representation framework using deep neural networks and a clustering model for the diagnosis of Alzheimer's disease,R. Wang; L. Gao; X. Zhang; J. Han,Journal Chin Med J (Engl);,adni_932
2024,A cross-sectional study of α-synuclein seed amplification assay in Alzheimer's disease neuroimaging initiative: Prevalence and associations with Alzheimer's disease biomarkers and cognitive function,D. Tosun; Z. Hausle; H. Iwaki; P. Thropp; J. Lamoureux; E. B. Lee; K. MacLeod; S. McEvoy; M. Nalls; R. J. Perrin; A. J. Saykin; L. M. Shaw; A. B. Singleton; R. Lebovitz; M. W. Weiner; C. Blauwendraat,Journal Neural Computing and Applications;,adni_934
2024,Dementia classification from magnetic resoce images by machine learning,G. Waldo-Benítez; L. C. Padierna; P. Ceron; M. A. Sosa,Journal NMR Biomed;,adni_935
2024,A multi-cohort study of the hippocampal radiomics model and its associated biological changes in Alzheimer’s Disease,H. Xia; X. Luan; Z. Bao; Q. Zhu; C. Wen; M. Wang; W. Song,Journal J Neurochem;,adni_936
2024,Predicting Alzheimer's progression in MCI: a DTI-based white matter network model,Q. Song; J. Peng; Z. Shu; Y. Xu; Y. Shao; W. Yu; L. Yu,Journal Hum Brain Mapp;,adni_937
2024,Predicting mild cognitive impairment in older adults: A machine learning analysis of the Alzheimer's Disease Neuroimaging Initiative,Y. Wu; X. Wang; Y. Fang,,adni_938
2024,Multi-stage semi-supervised learning enhances white matter hyperintensity segmentation,K. T. N. Duarte; A. S. Sidhu; M. C. Barros; D. G. Gobbi; C. R. McCreary; F. Saad; R. Camicioli; E. E. Smith; M. P. Bento; R. Frayne,Journal Frontiers in Computational Neuroscience;,adni_939
2024,"Complementary value of molecular, phenotypic, and functional aging biomarkers in dementia prediction",A. Engvig; K. T. Kalleberg; L. T. Westlye; E. H. Leonardsen,Journal Geroscience;,adni_940
2024,Mathematical model of the Alzheimer's disease biomarker cascade demonstrates statistical pitfall in identifying surrogates of cognitive reserve,F. U. Fischer; S. Gerber; O. Tüscher; I. Alzheimer's Disease Neuroimaging,Journal Iscience;,adni_941
2024,"A data-driven, multi-domain brain gray matter signature as a powerful biomarker associated with several clinical outcomes",E. Fletcher; B. Gavett; S. T. Farias; K. Widaman; R. Whitmer; A. P. Fan; M. Corrada; C. Decarli; D. Mungas,"Journal Alzheimer's & Dementia: Diagnosis, Assessment & Disease Monitoring;",adni_942
2024,Identification and cognitive function prediction of Alzheimer's disease based on multivariate pattern analysis of hippocampal volumes,Z. Gao; W. Zhu; Y. Li; W. Ye; X. Chen; S. Zhou; X. Li; X. Li; Y. Yu,Journal J Alzheimers Dis;,adni_943
2024,MHAGuideNet: a 3D pre-trained guidance model for Alzheimer's Disease diagnosis using 2D multi-planar sMRI images,Y. Nie; Q. Cui; W. Li; Y. Lü; T. Deng,Journal BMC Med Imaging;,adni_946
2024,Structural white matter connectivity differences independent of gray matter loss in mild cognitive impairment with neuropsychiatric symptoms: Early indicators of Alzheimer's disease using network-based statistics,A. M. Pajavand; M. J. Grothe; M. T. De Schotten; F. S. Giorgi; A. Vergallo; H. Hampel,Journal J Alzheimers Dis;,adni_947
2024,Sex differences in brain MRI using deep learning toward fairer healthcare outcomes,M. Dibaji; J. Ospel; R. Souza; M. Bento,Journal Frontiers in Computational Neuroscience;,adni_948
2024,Confounder adjustment in single index function-on-scalar regression model,S. X. Ding; X. C. Zhou; J. G. Lin; R. J. Liu; C. Huang,Journal Electronic Journal of Statistics;,adni_949
2024,Explainable machine learning on clinical features to predict and differentiate Alzheimer's progression by sex: Toward a clinician-tailored web interface,F. M. D'Amore; M. Moscatelli; A. Malvaso; F. D'Antonio; M. Rodini; M. Panigutti; P. Mirino; G. A. Carlesimo; C. Guariglia; D. Caligiore,Journal J Neurol Sci;,adni_951
2024,Plasma phosphorylated tau181 outperforms [(18)F] fluorodeoxyglucose positron emission tomography in the identification of early Alzheimer disease,K. M. Quispialaya; J. Therriault; A. Aliaga; C. Tissot; S. Servaes; N. Rahmouni; T. K. Karikari; A. L. Benedet; N. J. Ashton; A. C. Macedo; F. Z. Lussier; J. Stevenson; Y. T. Wang; J. F. Arias; A. Hosseini; T. Matsudaira; B. Jean-Claude; B. M. Gilfix; E. R. Zimmer; J. P. Soucy; T. A. Pascoal; S. Gauthier; H. Zetterberg; K. Blennow; P. Rosa-Neto,Journal Eur J Neurol;,adni_965
2024,Synthetic data analysis for early detection of Alzheimer progression through machine learning algorithms,A. G. S. Reyna; R. Mendoza-Gonzalez; H. Luna-García; J. M. C. Padilla; J. A. M. Benita; C. H. Espino-Salinas; J. I. Galván-Tejada; D. Rondon; K. Villalba-Condori,Journal PeerJ Computer Science;,adni_966
2024,Hypothalamic atrophy and structural covariance in amnestic mild cognitive impairment and Alzheimer's dementia,H. Pecher; M. Storch; F. Beyer; V. Witte; C. F. Baasner; P. Schönknecht; C. M. Weise,Journal Neuroimage Clin;,adni_968
2024,Sex and APOE ε4 allele differences in longitudinal white matter microstructure in multiple cohorts of aging and Alzheimer's disease,A. Peterson; A. Sathe; D. Zaras; Y. Yang; A. Durant; K. D. Deters; N. Shashikumar; K. R. Pechman; M. E. Kim; C. Gao; N. Mohd Khairi; Z. Li; T. Yao; Y. Huo; L. Dumitrescu; K. A. Gifford; J. E. Wilson; F. E. Cambronero; S. L. Risacher; L. L. Beason-Held; Y. An; K. Arfanakis; G. Erus; C. Davatzikos; D. Tosun; A. W. Toga; P. M. Thompson; E. C. Mormino; M. Habes; D. Wang; P. Zhang; K. Schilling; M. Albert; W. Kukull; S. A. Biber; B. A. Landman; S. C. Johnson; J. Schneider; L. L. Barnes; D. A. Bennett; A. L. Jefferson; S. M. Resnick; A. J. Saykin; T. J. Hohman; D. B. Archer,Journal Alzheimers Dement;,adni_969
2024,A visual scale to rate amygdalar atrophy on MRI,F. B. Pizzini; F. Ribaldi; V. Natale; M. Scheffler; V. Rossi; G. B. Frisoni,Journal Eur Radiol;,adni_970
2024,Deciphering the tissue-specific functional effect of Alzheimer risk SNPs with deep genome annotation,P. V. Pugalenthi; B. He; L. H. Xie; K. Nho; A. J. Saykin; J. W. Yan,Journal Biodata Mining;,adni_971
2024,Brain network dynamics in patients with single- and multiple-domain amnestic mild cognitive impairment,T. Liu; M. Wang; J. Zhang; C. Ye; S. Funahashi; J. Liu; L. Wang; T. Yan,Journal Alzheimers Dement;,adni_972
2024,Consistent genes associated with structural changes in clinical Alzheimer's disease spectrum,Y. Lu; X. Zhang; L. Hu; Q. Cheng; Z. Zhang; H. Zhang; Z. Xie; Y. Gao; D. Cao; S. Chen; J. Xu,Journal Front Neurosci;,adni_973
2024,Diagnosis of Alzheimer's disease using plasma biomarkers adjusted to clinical probability,J. Therriault; S. Janelidze; A. L. Benedet; N. J. Ashton; J. A. Martínez; A. Gonzalez-Escalante; B. Bellaver; D. Alcolea; A. Vrillon; H. Karim; M. M. Mielke; C. H. Hong; H. W. Roh; J. Contador; A. P. Pijoan; A. Algeciras-Schimnich; P. Vemuri; J. Graff-Radford; V. J. Lowe; T. K. Karikari; E. Jonaitis; W. Brum; C. Tissot; S. Servaes; N. Rahmouni; A. C. Macedo; J. Stevenson; J. Ferdez-Arias; Y. T. Wang; M. S. Woo; M. A. Friese; W. L. Jia; J. Dumurgier; C. Hourregue; E. Cognat; P. L. Ferreira; P. Vitali; S. Johnson; T. A. Pascoal; S. Gauthier; A. Lleó; C. Paquet; R. C. Petersen; D. Salmon; N. Mattsson-Carlgren; S. Palmqvist; E. Stomrud; D. Galasko; S. J. Son; H. Zetterberg; J. Fortea; M. Suárez-Calvet; C. R. Jack; K. Blennow; O. Hansson; P. Rosa-Neto,Journal Nature Aging;,adni_974
2024,"Arterial spin labeling perfusion MRI in the Alzheimer's Disease Neuroimaging Initiative: Past, present, and future",P. Thropp; E. Phillips; Y. Jung; D. L. Thomas; D. Tosun; A. s. D. N. Initiative,Journal Alzheimer's & Dementia;,adni_975
2024,Choroid Plexus Volume Only Increases Early after Traumatic Brain Injury and Only in Those with Positive Head Computed Tomography Scans,E. M. Tinney; R. L. Sodemann; G. España-Irla; M. Perko; C. H. Hillman; T. P. Morris; I. Alzheimers Dis Neuroimaging,Journal Neurotrauma Reports;,adni_976
2024,Association of CSF α-synuclein seed amplification assay positivity with disease progression and cognitive decline: A longitudinal Alzheimer's Disease Neuroimaging Initiative study,D. Tosun; Z. Hausle; P. Thropp; L. Concha-Marambio; J. Lamoureux; R. Lebovitz; L. M. Shaw; A. B. Singleton; M. W. Weiner; t. A. s. D. N. Initiative; C. Blauwendraat,Journal Alzheimer's & Dementia;,adni_977
2024,Proteogenomic analysis of human cerebrospinal fluid identifies neurologically relevant regulation and implicates causal proteins for Alzheimer's disease,D. Western; J. Timsina; L. Wang; C. Wang; C. Yang; B. Phillips; Y. Wang; M. Liu; M. Ali; A. Beric; P. Gorijala; P. Kohlfeld; J. Budde; A. I. Levey; J. C. Morris; R. J. Perrin; A. Ruiz; M. Marquié; M. Boada; I. de Rojas; J. Rutledge; H. Oh; E. N. Wilson; Y. Le Guen; L. M. Reus; B. Tijms; P. J. Visser; S. J. van der Lee; Y. A. L. Pijnenburg; C. E. Teunissen; M. Del Campo Milan; I. Alvarez; M. Aguilar; M. D. Greicius; P. Pastor; D. J. Pulford; L. Ibanez; T. Wyss-Coray; Y. J. Sung; C. Cruchaga,Journal Nat Genet;,adni_978
2024,Identification of genetic basis of brain imaging by group sparse multi-task learning leveraging summary statistics,D. Xi; D. Cui; M. Zhang; J. Zhang; M. Shang; L. Guo; J. Han; L. Du,Journal Comput Struct Biotechnol J;,adni_979
2024,Alteration in temporal-cerebellar effective connectivity can effectively distinguish stable and progressive mild cognitive impairment,C. Xue; D. Zheng; Y. Ruan; W. Guo; J. Hu,Journal Front Aging Neurosci;,adni_980
2024,A Semi-supervised Generative Adversarial Network Algorithm for Alzheimer's Disease Analysis,J. Yan; R. Z. Gui; H. Liang,Journal Information Technology and Control;,adni_981
2024,BPEN: Brain Posterior Evidential Network for trustworthy brain imaging analysis,K. Ye; H. Tang; S. Dai; I. Fortel; P. M. Thompson; R. S. Mackin; A. Leow; H. Huang; L. Zhan,Journal Neural Netw;,adni_982
2024,Edge Density Imaging Identifies White Matter Biomarkers of Late-Life Obesity and Cognition,M. B. Wang; F. Rahmani; T. L. S. Benzinger; C. A. Raji,Journal Int J Med Inform;,adni_983
2024,Detection of mild cognitive impairment based on attention mechanism and parallel dilated convolution,T. Wang; Z. Ding; X. Yang; Y. Chen; Y. Liu; X. Kong; Y. Sun,Journal The Journal of Prevention of Alzheimer's Disease;,adni_984
2024,Predicting long-term progression of Alzheimer's disease using a multimodal deep learning model incorporating interaction effects,Y. Wang; R. Gao; T. Wei; L. Johnston; X. Yuan; Y. Zhang; Z. Yu,Journal IEEE Transactions on Image Processing;,adni_985
2024,LCGNet: Local Sequential Feature Coupling Global Representation Learning for Functional Connectivity Network Analysis with fMRI,J. Zhou; B. Jie; Z. Wang; Z. Zhang; T. Du; W. Bian; Y. Yang; J. Jia,Journal IEEE Trans Pattern Anal Mach Intell;,adni_986
2024,Resolving heterogeneity in Alzheimer's disease based on individualized structural covariance network,C. Zheng; W. Zhao; Z. Yang; D. Tang; M. Feng; S. Guo,Journal Scandinavian Journal of Statistics;,adni_987
2024,An Alzheimer's Disease classification network based on MRI utilizing diffusion maps for multi-scale feature fusion in graph convolution,Z. Yang; K. Li; H. Gan; Z. Huang; M. Shi; R. Zhou,Journal J Affect Disord;,adni_988
2024,Glucose–oxygen coupling can serve as a biomarker for neuroinflammation-related genetic variants,Z. Yang; J. Sheng; I. E. T. Fellow; Q. Zhang; Y. Xin; L. Wang; Q. Zhang; B. Wang,Journal J Alzheimers Dis;,adni_989
2024,Gene-SGAN: discovering disease subtypes with imaging and genetic signatures via multi-view weakly-supervised deep clustering,Z. Yang; J. Wen; A. Abdulkadir; Y. Cui; G. Erus; E. Mamourian; R. Melhem; D. Srinivasan; S. T. Govindarajan; J. Chen; M. Habes; C. L. Masters; P. Maruff; J. Fripp; L. Ferrucci; M. S. Albert; S. C. Johnson; J. C. Morris; P. LaMontagne; D. S. Marcus; T. L. S. Benzinger; D. A. Wolk; L. Shen; J. Bao; S. M. Resnick; H. Shou; I. M. Nasrallah; C. Davatzikos,Journal Cell Rep;,adni_990
2024,Comparative efficacy of histogram-based local descriptors and CNNs in the MRI-based multidimensional feature space for the differential diagnosis of Alzheimer’s disease: a computational neuroimaging approach,E. Avots; A. A. Jafari; C. Ozcinar; G. Anbarjafari; for the Alzheimer’s Disease Neuroimaging Initiative,Journal Neuroinformatics;,adni_991
2024,A bilateral filtering-based image enhancement for Alzheimer disease classification using CNN,N. S. Awarayi; F. Twum; J. B. Hayfron-Acquah; K. Owusu-Agyemang,Journal J Neurosci Methods;,adni_992
2024,Multimodal active subspace analysis for computing assessment oriented subspaces from neuroimaging data,I. Batta; A. Abrol; V. D. Calhoun,Journal IEEE Journal of Biomedical and Health Informatics;,adni_993
2024,Structure Mapping Generative Adversarial Network for Multi-View Information Mapping Pattern Mining,X. A. Bi; Y. Huang; Z. Yang; K. Chen; Z. Xing; L. Xu; X. Li; Z. Liu; T. Liu,Journal Alzheimers Dement;,adni_994
2024,Machine Learning Models of Polygenic Risk for Enhanced Prediction of Alzheimer Disease Endophenotypes,"N. B. Gunter; R. K. Gebre; J. Graff-Radford; M. G. Heckman; C. R. Jack, Jr.; V. J. Lowe; D. S. Knopman; R. C. Petersen; O. A. Ross; P. Vemuri; V. K. Rama",Journal Nat Hum Behav;,adni_995
2024,Predicting brain age gap with radiomics and automl: A Promising approach for age-Related brain degeneration biomarkers,X. Guo; Y. Ding; W. Xu; D. Wang; H. Yu; Y. Lin; S. Chang; Q. Zhang; Y. Zhang,Journal J Alzheimers Dis;,adni_996
2024,Adversarial Network-Based Classification for Alzheimer’s Disease Using Multimodal Brain Images: A Critical Analysis,M. Gupta; R. Kumar; A. Abraham,Journal J Alzheimers Dis;,adni_997
2024,Amyloid Pathology Modulates the Associations of Neuropsychiatric Symptoms with Cognitive Impairments and Neurodegeneration in Non-Demented Elderly,Y. Guo; Y. Sun; M. Li; W.-Y. Qi; L. Tan; M.-S. Tan,Journal Journal of Alzheimer's Disease;,adni_998
2024,New Convolutional Neural Network and Graph Convolutional Network-Based Architecture for AI Applications in Alzheimer’s Disease and Dementia-Stage Classification,M. E. Hasan; A. Wagler,Journal AI;,adni_999
2024,Motion Artifact Reduction Using U-Net Model with Three-Dimensional Simulation-Based Datasets for Brain Magnetic Resoce Images,S.-H. Kang; Y. Lee,Journal Sensors;,adni_1000
2024,Geodesic shape regression based deep learning segmentation for assessing longitudinal hippocampal atrophy in dementia progression,N. Gao; H. Chen; X. Guo; X. Hao; T. Ma,Journal Prog Neuropsychopharmacol Biol Psychiatry;,adni_1001
2024,Evaluating the Effect of Alzheimer's Disease-Related Biomarker Change in Corticobasal Syndrome and Progressive Supranuclear Palsy,I. Garcia-Cordero; C. Anastassiadis; A. Khoja; A. Morales-Rivero; S. Thapa; A. Vasilevskaya; C. Davenport; V. Sumra; B. Couto; N. Multani; F. Taghdiri; C. Anor; K. Misquitta; L. Vandevrede; H. Heuer; D. Tang-Wai; B. Dickerson; A. Pantelyat; I. Litvan; B. Boeve; J. C. Rojas; P. Ljubenkov; E. Huey; S. Fox; G. G. Kovacs; A. Boxer; A. Lang; M. C. Tartaglia,Journal Neuroimage;,adni_1002
2024,Plasma levels of adipokines and insulin are associated with markers of brain atrophy and cognitive decline in the spectrum of Alzheimer's Disease,I. Garcia-Garcia; F. Kamal; O. Donica; M. Dadar,Journal Biomed Phys Eng Express;,adni_1003
