paper_id,pub_year,title,doi,author_part,raw_citation
midus_doi_10_1016_j_socscimed_2023_115785,2023,"Multiple forms of discrimination and inflammation in Black Americans: Are there differences by sex? Social Science and Medicine, 321, Article 115785",10.1016/j.socscimed.2023.115785,"Byrd, D. R., & Allen, J. O. ","Byrd, D. R., & Allen, J. O. (2023). Multiple forms of discrimination and inflammation in Black Americans: Are there differences by sex? Social Science and Medicine, 321, Article 115785."
midus_doi_10_1007_978_3_031_32022_4,2023,Aging and morality,10.1007/978-3-031-32022-4,"Carr, D., & Avni, E. ","Carr, D., & Avni, E. (2023). Aging and morality. In S. Hitlin, S. M. Dromi, & A. Luft (Eds.), Handbook of the sociology of morality, Volume 2 (Vol. 2, pp. 173-184). Springer International Publishing.."
midus_doi_10_1093_abm_kaab095,2023,How families make their way into your Heart: Exploring the associations between daily experiences involving family members and cardiovascular health,10.1093/abm/kaab095,"Chai, H. W., & Almeida, D. M. ","Chai, H. W., & Almeida, D. M. (2023). How families make their way into your Heart: Exploring the associations between daily experiences involving family members and cardiovascular health. Annals of Behavioral Medicine, 57(1), 74-85."
midus_doi_10_1007_s10865_022_00388_1,2023,Sleep quality moderates the association between family bereavement and heart rate variability,10.1007/s10865-022-00388-1,"Chai, H. W., Jester, D. J., Lee, S., Joo, S., Umberson, D. J., & Almeida, D. M. ","Chai, H. W., Jester, D. J., Lee, S., Joo, S., Umberson, D. J., & Almeida, D. M. (2023). Sleep quality moderates the association between family bereavement and heart rate variability. Journal of Behavioral Medicine, 46, 622-631."
midus_doi_10_1037_pspp0000453,2023,Growing old and being old: Emotional well-being across adulthood,10.1037/pspp0000453,"Charles, S. T., Rush, J., Piazza, J. R., Cerino, E. S., Mogle, J., & Almeida, D. M. ","Charles, S. T., Rush, J., Piazza, J. R., Cerino, E. S., Mogle, J., & Almeida, D. M. (2023). Growing old and being old: Emotional well-being across adulthood."
midus_doi_10_3390_bs13040293,2023,Older adults' advance aging and life satisfaction levels: Effects of lifestyles and health capabilities,10.3390/bs13040293,"Cho, D., & Cheon, W. ","Cho, D., & Cheon, W. (2023). Older adults' advance aging and life satisfaction levels: Effects of lifestyles and health capabilities. Behavioral Sciences, 13(4), Article 293."
midus_doi_10_1177_00220221221132786,2023,Cultural variations in perceived partner responsiveness: The role of self-consistency,10.1177/00220221221132786,"Choi, H., & Oishi, S. ","Choi, H., & Oishi, S. (2023). Cultural variations in perceived partner responsiveness: The role of self-consistency. Journal of Cross-Cultural Psychology, 54(2), 303-318."
midus_doi_10_1371_journal_pone_0283796,2023,The moderating role of neighborhood disadvantage on the link between functional limitations and self-rated health,10.1371/journal.pone.0283796,"Choi, J. H. S., & Jung, D. H. ","Choi, J. H. S., & Jung, D. H. (2023). The moderating role of neighborhood disadvantage on the link between functional limitations and self-rated health. PLoS ONE, 18(4), Article e0283796."
midus_doi_10_1007_s12144_022_03714_7,2023,Relationship between contentment and working memory capacity: Experimental and naturalistic evidence,10.1007/s12144-022-03714-7,"Chua, K. Q., Ng, R., Sung, C. L. Q., Hartanto, A., Oh, V. Y. S., & Tong, E. M. W. ","Chua, K. Q., Ng, R., Sung, C. L. Q., Hartanto, A., Oh, V. Y. S., & Tong, E. M. W. (2023). Relationship between contentment and working memory capacity: Experimental and naturalistic evidence. Current Psychology, 42, 26243-26258."
midus_doi_10_1371_journal_pone_0294667,2023,"Exposure to childhood maltreatment predicts adult physiological dysregulation, particularly inflammation",10.1371/journal.pone.0294667,"Cornman, J. C., Witt, J., Glei, D. A., & Weinstein, M. ","Cornman, J. C., Witt, J., Glei, D. A., & Weinstein, M. (2023). Exposure to childhood maltreatment predicts adult physiological dysregulation, particularly inflammation. PLoS ONE, 18(11), Article e0294667."
midus_doi_10_1016_j_paid_2023_112187,2023,The heritability of ability tilts,10.1016/j.paid.2023.112187,"Coyle, T. R., Woodley of Menie, M. A., Penaherrera-Aguirre, M., Madison, G., & Sarraf, M. A. ","Coyle, T. R., Woodley of Menie, M. A., Penaherrera-Aguirre, M., Madison, G., & Sarraf, M. A. (2023). The heritability of ability tilts. Personality and Individual Differences, 213, Article 112187."
midus_doi_10_1016_j_bbih_2022_100580,2023,Intersectional vulnerability in the relationship between discrimination and inflammatory gene expression,10.1016/j.bbih.2022.100580,"Cuevas, A. G., Freilich, C. D., Mann, F. D., Cole, S. W., & Krueger, R. F. ","Cuevas, A. G., Freilich, C. D., Mann, F. D., Cole, S. W., & Krueger, R. F. (2023). Intersectional vulnerability in the relationship between discrimination and inflammatory gene expression. Brain, Behavior, & Immunity - Health, 27, Article 100580."
midus_doi_10_1007_s12144_021_02577_8,2023,Association between anger and suicidal ideation,10.1007/s12144-021-02577-8,"Cui, R., Owsiany, M. T., Turiano, N., & Fiske, A. ","Cui, R., Owsiany, M. T., Turiano, N., & Fiske, A. (2023). Association between anger and suicidal ideation. Current Psychology, 42, 13798-13801."
midus_doi_10_1093_geronb_gbad116,2023,Cumulative stress exposure and cognitive function among older adults: The moderating role of a healthy lifestyle,10.1093/geronb/gbad116,"D'Amico, D., Alter, U., & Fiocco, A. J. ","D'Amico, D., Alter, U., & Fiocco, A. J. (2023). Cumulative stress exposure and cognitive function among older adults: The moderating role of a healthy lifestyle. Journals of Gerontology. Series B, Psychological Sciences and Social Sciences, 78(12), 1983-1991."
midus_doi_10_1016_j_chiabu_2023_106386,2023,Adverse childhood experiences and all-cause mortality risk in adulthood,10.1016/j.chiabu.2023.106386,"D'Arcy-Bewick, S., Turiano, N., Sutin, A. R., Terracciano, A., & O'Suilleabhain, P. S. ","D'Arcy-Bewick, S., Turiano, N., Sutin, A. R., Terracciano, A., & O'Suilleabhain, P. S. (2023). Adverse childhood experiences and all-cause mortality risk in adulthood. Child Abuse and Neglect, 144, Article 106386."
midus_doi_10_1016_j_sleh_2023_06_007,2023,A longitudinal examination of psychosocial mechanisms linking discrimination with objective and subjective sleep,10.1016/j.sleh.2023.06.007,"Dautovich, N. D., Reid, M. P., Ghose, S. M., Kim, G., Tighe, C. A., Shoji, K. D., & Kliewer, W. ","Dautovich, N. D., Reid, M. P., Ghose, S. M., Kim, G., Tighe, C. A., Shoji, K. D., & Kliewer, W. (2023). A longitudinal examination of psychosocial mechanisms linking discrimination with objective and subjective sleep. Sleep Health, 9(5), 654-661."
midus_doi_10_1080_13607863_2023_2220304,2023,Longitudinal associations between mental health and social environment in older adults: A multilevel growth modeling,10.1080/13607863.2023.2220304,"De Main, A. S., Powers, D. A., Xie, B., & Choi, N. ","De Main, A. S., Powers, D. A., Xie, B., & Choi, N. (2023). Longitudinal associations between mental health and social environment in older adults: A multilevel growth modeling. Aging and Mental Health. Advance online publication."
midus_doi_10_1177_0192513x211059831,2023,Marital quality as a mechanism linking childhood abuse to mental health,10.1177/0192513x211059831,"Fitzgerald, M., & Esplin, J. A. ","Fitzgerald, M., & Esplin, J. A. (2023). Marital quality as a mechanism linking childhood abuse to mental health. Journal of Family Issues, 44(6), 1488-1507."
midus_doi_10_1177_02654075221137320,2023,Childhood maltreatment and provision of support and strain to family relationships in adulthood: The role of social anxious and depressive symptoms,10.1177/02654075221137320,"Fitzgerald, M., & Morgan, A. A. ","Fitzgerald, M., & Morgan, A. A. (2023). Childhood maltreatment and provision of support and strain to family relationships in adulthood: The role of social anxious and depressive symptoms. Journal of Social and Personal Relationships, 40(6), 1987-2007."
midus_doi_10_1016_j_chiabu_2023_106189,2023,Marital quality and depression as mediators linking childhood maltreatment to adult physical health,10.1016/j.chiabu.2023.106189,"Fitzgerald, M., & Morgan, A. A. ","Fitzgerald, M., & Morgan, A. A. (2023). Marital quality and depression as mediators linking childhood maltreatment to adult physical health. Child Abuse and Neglect, 141, Article 106189."
midus_doi_10_1093_pubmed_fdac063,2023,Childhood embedded: Childhood abuse and chronic physical health conditions over a 10-year period,10.1093/pubmed/fdac063,"Fitzgerald, M., & Notice, M. ","Fitzgerald, M., & Notice, M. (2023). Childhood embedded: Childhood abuse and chronic physical health conditions over a 10-year period. Journal of Public Health, 45(2), e332-e338."
midus_doi_10_1177_01640275221108869,2023,The longitudinal association between childhood abuse and positive and negative family interactions in midlife and older adults: The role of mindfulness meditation and gender,10.1177/01640275221108869,"Fitzgerald, M., & Notice, M. ","Fitzgerald, M., & Notice, M. (2023). The longitudinal association between childhood abuse and positive and negative family interactions in midlife and older adults: The role of mindfulness meditation and gender. Research on Aging, 45(3-4), 361-373."
midus_doi_10_1080_10410236_2022_2050007,2023,Lipidemic effects of kissing are mediated by stress: Results from a national probability sample,10.1080/10410236.2022.2050007,"Floyd, K. ","Floyd, K. (2023). Lipidemic effects of kissing are mediated by stress: Results from a national probability sample. Health Communication, 38(10), 2026-2034."
midus_doi_10_1111_jopy_12765,2023,Comparing associations between personality and loneliness at midlife across three cultural groups,10.1111/jopy.12765,"Freilich, C. D., Mann, F. D., & Krueger, R. F. ","Freilich, C. D., Mann, F. D., & Krueger, R. F. (2023). Comparing associations between personality and loneliness at midlife across three cultural groups. Journal of Personality, 91(3), 653-666."
midus_doi_10_1080_10527001_2022_2111749,2023,Adjacency neighborhood effects and owner-assessed home values,10.1080/10527001.2022.2111749,"Freybote, J., Simon, L., & Veldandi, A. ","Freybote, J., Simon, L., & Veldandi, A. (2023). Adjacency neighborhood effects and owner-assessed home values. Journal of Housing Research, 32(2), 123-141."
midus_doi_10_3390_ijerph20126171,2023,Self-rated health and mortality: Moderation by purpose in life,10.3390/ijerph20126171,"Friedman, E. M., & Teas, E. ","Friedman, E. M., & Teas, E. (2023). Self-rated health and mortality: Moderation by purpose in life. International Journal of Environmental Research and Public Health, 20(12), Article 6171."
midus_doi_10_1080_02699931_2022_2146658,2023,Top-down versus bottom-up processes in the formation of positive and negative retrospective affect,10.1080/02699931.2022.2146658,"Ganzach, Y., Bulmash, B., & Pazy, A. ","Ganzach, Y., Bulmash, B., & Pazy, A. (2023). Top-down versus bottom-up processes in the formation of positive and negative retrospective affect. Cognition & Emotion, 37(1), 86-97."
midus_doi_10_1016_j_dialog_2022_100087,2023,"In the midst of a pandemic, more introverted individuals may have a mortality advantage",10.1016/j.dialog.2022.100087,"Glei, D. A., & Weinstein, M. ","Glei, D. A., & Weinstein, M. (2023). In the midst of a pandemic, more introverted individuals may have a mortality advantage. Dialogues in Health, 2, Article 100087."
midus_doi_10_1016_j_ssmph_2023_101513,2023,"Is the pain killing you? Could pain interference be a warning signal for midlife mortality? SSM - Population Health, 24, Article 101513",10.1016/j.ssmph.2023.101513,"Glei, D. A., & Weinstein, M. ","Glei, D. A., & Weinstein, M. (2023). Is the pain killing you? Could pain interference be a warning signal for midlife mortality? SSM - Population Health, 24, Article 101513."
midus_doi_10_1016_j_socscimed_2023_116399,2023,"Economic distress, obesity, and the rise in pain",10.1016/j.socscimed.2023.116399,"Glei, D. A., & Weinstein, M. ","Glei, D. A., & Weinstein, M. (2023). Economic distress, obesity, and the rise in pain. Social Science and Medicine, 339, Article 116399."
midus_doi_10_3389_fpubh_2023_1261102,2023,Smoking may compromise physical function long before it kills you,10.3389/fpubh.2023.1261102,"Glei, D. A., & Weinstein, M. ","Glei, D. A., & Weinstein, M. (2023). Smoking may compromise physical function long before it kills you. Frontiers in Public Health, 11, Article 1261102."
midus_doi_10_1093_gerona_glad085,2023,Cognition and mortality risk among midlife and older Americans,10.1093/gerona/glad085,"Glei, Dana A., Mendes de Leon, Carlos F., Lee, C., & Weinstein, M. ","Glei, Dana A., Mendes de Leon, Carlos F., Lee, C., & Weinstein, M. (2023). Cognition and mortality risk among midlife and older Americans. Journals of Gerontology. Series A, Biological Sciences and Medical Sciences, 78(7), 1204-1211."
midus_doi_10_1249_JES_0000000000000310,2023,Daily stress and microvascular dysfunction: The buffering effect of physical activity,10.1249/JES.0000000000000310,"Greaney, J. L., Darling, A. M., Saunders, E. F. H., & Almeida, D. M. ","Greaney, J. L., Darling, A. M., Saunders, E. F. H., & Almeida, D. M. (2023). Daily stress and microvascular dysfunction: The buffering effect of physical activity. Exercise and Sport Sciences Reviews, 51(1), 19-26."
midus_doi_10_3389_fphys_2023_1234427,2023,"Cardiovascular variability, sociodemographics, and biomarkers of disease: The MIDUS study",10.3389/fphys.2023.1234427,"Gruenewald, T., Seeman, T. E., Choo, T.-H., Scodes, J., Snyder, C., Pavlicova, M., Weinstein, M., Schwartz, J. E., Mukkamala, R., & Sloan, R. P. ","Gruenewald, T., Seeman, T. E., Choo, T.-H., Scodes, J., Snyder, C., Pavlicova, M., Weinstein, M., Schwartz, J. E., Mukkamala, R., & Sloan, R. P. (2023). Cardiovascular variability, sociodemographics, and biomarkers of disease: The MIDUS study. Frontiers in Physiology, 14, Article 1234427."
midus_doi_10_1037_hea0001281,2023,Combined effects of cumulative stress and daily stressors on daily health,10.1037/hea0001281,"Haight, B. L., Peddie, L., Crosswell, A. D., Hives, B. A., Almeida, D. M., & Puterman, E. ","Haight, B. L., Peddie, L., Crosswell, A. D., Hives, B. A., Almeida, D. M., & Puterman, E. (2023). Combined effects of cumulative stress and daily stressors on daily health. Health Psychology, 42(5), 325-334."
midus_doi_10_1515_bejeap_2022_0365,2023,The long-term effects of unilateral divorce laws on the noncognitive skill of conscientiousness,10.1515/bejeap-2022-0365,"Hayduk, I., & Kleinjans, K. J. ","Hayduk, I., & Kleinjans, K. J. (2023). The long-term effects of unilateral divorce laws on the noncognitive skill of conscientiousness. B.E. Journal of Economic Analysis & Policy, 23(4), 1137-1154."
midus_doi_10_21061_jvs_v9i1_405,2023,Understanding differences between veterans and civilians on a range of biopsychological domains: Descriptive Report from the MIDUS II study,10.21061/jvs.v9i1.405,"Hejl, C., Burns, C., Cherry, J., Bradford, A., & Szabo, Y. Z. ","Hejl, C., Burns, C., Cherry, J., Bradford, A., & Szabo, Y. Z. (2023). Understanding differences between veterans and civilians on a range of biopsychological domains: Descriptive Report from the MIDUS II study. Journal of Veterans Studies, 9(1), 203-223."
midus_doi_10_1073_pnas_2212867120,2023,"For living well, behaviors and circumstances matter just as much as psychological traits",10.1073/pnas.2212867120,"Hobbs, W. R., & Ong, A. D. ","Hobbs, W. R., & Ong, A. D. (2023). For living well, behaviors and circumstances matter just as much as psychological traits. Proceedings of the National Academy of Sciences, 120(12), Article e2212867120."
midus_doi_10_1177_23727322221150204,2023,"National health guidelines for social connection: What is the evidence in support and what might the guidelines say? Policy Insights from the Behavioral and Brain Sciences, 10(1), 41-50",10.1177/23727322221150204,"Holt-Lunstad, J. ","Holt-Lunstad, J. (2023). National health guidelines for social connection: What is the evidence in support and what might the guidelines say? Policy Insights from the Behavioral and Brain Sciences, 10(1), 41-50."
midus_doi_10_1016_j_neubiorev_2023_105431,2023,Transdiagnostic biomarkers of mental illness across the lifespan: A systematic review examining the genetic and neural correlates of latent transdiagnostic dimensions of psychopathology in the general population,10.1016/j.neubiorev.2023.105431,"Hoy, N., Lynch, S. J., Waszczuk, M. A., Reppermund, S., & Mewton, L. ","Hoy, N., Lynch, S. J., Waszczuk, M. A., Reppermund, S., & Mewton, L. (2023). Transdiagnostic biomarkers of mental illness across the lifespan: A systematic review examining the genetic and neural correlates of latent transdiagnostic dimensions of psychopathology in the general population. Neuroscience and Biobehavioral Reviews, 155, Article 105431."
midus_doi_10_1080_13548506_2022_2124287,2023,The influences of depression and loneliness on A1C among middle-aged and older adults with diabetes,10.1080/13548506.2022.2124287,"Huang, Y.-C., Cho, E., Kuo, H.-J., & Garcia, A. A. ","Huang, Y.-C., Cho, E., Kuo, H.-J., & Garcia, A. A. (2023). The influences of depression and loneliness on A1C among middle-aged and older adults with diabetes. Psychology, Health and Medicine, 28(6), 1540-1548."
midus_doi_10_1038_s41598_023_37377_6,2023,Associations between blood inflammatory markers and bone mineral density and strength in the femoral neck: Findings from the MIDUS II study,10.1038/s41598-023-37377-6,"Huang, Z., Xu, Z., Wan, R., Hu, D., & Huang, Y. ","Huang, Z., Xu, Z., Wan, R., Hu, D., & Huang, Y. (2023). Associations between blood inflammatory markers and bone mineral density and strength in the femoral neck: Findings from the MIDUS II study. Scientific Reports, 13(1), Article 10662."
midus_doi_10_1037_abn0000821,2023,"Love, health, and the 'hood: An examination of romantic relationship adjustment and perceived neighborhood quality as predictors of partnered Black Americans' long-term psychological health",10.1037/abn0000821,"Jenkins, A. I. C., Fredman, S. J., Gamaldo, A. A., King, V., & Almeida, D. M. ","Jenkins, A. I. C., Fredman, S. J., Gamaldo, A. A., King, V., & Almeida, D. M. (2023). Love, health, and the 'hood: An examination of romantic relationship adjustment and perceived neighborhood quality as predictors of partnered Black Americans' long-term psychological health. Journal of Psychopathology and Clinical Science, 132(5), 531-541."
midus_doi_10_1177_02654075221105611,2023,"Associations among financial well-being, daily relationship tension, and daily affect in two adult cohorts separated by the Great Recession",10.1177/02654075221105611,"Jenkins, A. I. C., Le, Y., Surachman, A., Almeida, D. M., & Fredman, S. J. ","Jenkins, A. I. C., Le, Y., Surachman, A., Almeida, D. M., & Fredman, S. J. (2023). Associations among financial well-being, daily relationship tension, and daily affect in two adult cohorts separated by the Great Recession. Journal of Social and Personal Relationships, 40(4), 1103-1125."
midus_doi_10_1111_aphw_12459,2023,Affect variability and physical health: The moderating role of mean affect,10.1111/aphw.12459,"Jenkins, B. N., Ong, L. Q., Lee, H. Y. H., Ong, A. D., & Boehm, J. K. ","Jenkins, B. N., Ong, L. Q., Lee, H. Y. H., Ong, A. D., & Boehm, J. K. (2023). Affect variability and physical health: The moderating role of mean affect. Applied Psychology: Health and Well-Being, 15(4), 1637-1655."
midus_doi_10_1093_abm_kaad034,2023,"Age and sex differences in the associations among socioeconomic status, affective reactivity to daily stressors, and physical health in the MIDUS study",10.1093/abm/kaad034,"Jiang, Y., Knauft, K. M., Richardson, C. M. E., Chung, T., Wu, B., & Zilioli, S. ","Jiang, Y., Knauft, K. M., Richardson, C. M. E., Chung, T., Wu, B., & Zilioli, S. (2023). Age and sex differences in the associations among socioeconomic status, affective reactivity to daily stressors, and physical health in the MIDUS study. Annals of Behavioral Medicine, 57(11), 942-950."
midus_doi_10_1007_s12144_022_02842_4,2023,Personality traits and psychological well-being as moderators of the relationship between stressors and negative affect: A daily diary study,10.1007/s12144-022-02842-4,NA,"(2023). Personality traits and psychological well-being as moderators of the relationship between stressors and negative affect: A daily diary study. Current Psychology, 42, 15647-15657."
midus_doi_10_1007_s10902_023_00673_z,2023,Within-person associations between subjective well-being and Big Five personality traits,10.1007/s10902-023-00673-z,"Joshanloo, M. ","Joshanloo, M. (2023). Within-person associations between subjective well-being and Big Five personality traits. Journal of Happiness Studies, 24, 2111-2126."
midus_doi_10_1016_j_paid_2022_111912,2023,Within-person associations between Big Five traits and religiosity,10.1016/j.paid.2022.111912,"Joshanloo, M. ","Joshanloo, M. (2023). Within-person associations between Big Five traits and religiosity. Personality and Individual Differences, 200, Article 111912."
midus_doi_10_1111_bjop_12596,2023,Reciprocal relationships between personality traits and psychological well-being,10.1111/bjop.12596,"Joshanloo, M. ","Joshanloo, M. (2023). Reciprocal relationships between personality traits and psychological well-being. British Journal of Psychology 114(1), 54-69."
midus_doi_10_1016_j_bbih_2023_100696,2023,Inflammatory biomarkers link perceived stress with metabolic dysregulation,10.1016/j.bbih.2023.100696,"Jurgens, S. M., Prieto, S., & Hayes, J. P. ","Jurgens, S. M., Prieto, S., & Hayes, J. P. (2023). Inflammatory biomarkers link perceived stress with metabolic dysregulation. Brain, Behavior, & Immunity - Health, 34, Article 100696."
midus_doi_10_1016_j_socscimed_2023_116299,2023,"Loneliness and risk for cardiovascular disease in the United States and Japan: The effects of nationality, collectivism, and gender",10.1016/j.socscimed.2023.116299,"Kapoulea, E. A., Ready, R. E., & Ginn, J. C. ","Kapoulea, E. A., Ready, R. E., & Ginn, J. C. (2023). Loneliness and risk for cardiovascular disease in the United States and Japan: The effects of nationality, collectivism, and gender. Social Science and Medicine, 337, Article 116299."
midus_doi_10_1111_bjhp_12638,2023,Behavioural clusters characteristic of cardiovascular reactivity profiles relate to poorer health outcomes,10.1111/bjhp.12638,"Keogh, T. M., Howard, S., & Gallagher, S. ","Keogh, T. M., Howard, S., & Gallagher, S. (2023). Behavioural clusters characteristic of cardiovascular reactivity profiles relate to poorer health outcomes. British Journal of Health Psychology, 28(2), 513-531."
midus_doi_10_1007_s41042_023_00101_w,2023,Chronic pain and affective experiences associated with daily stressors and uplifts,10.1007/s41042-023-00101-w,"Kircher, J. A., Charles, S. T., Sin, N. L., & Almeida, D. M. ","Kircher, J. A., Charles, S. T., Sin, N. L., & Almeida, D. M. (2023). Chronic pain and affective experiences associated with daily stressors and uplifts. International Journal of Applied Positive Psychology, 8, 485-500."
midus_doi_10_1097_PSY_0000000000001233,2023,Racial and educational disparities in cumulative exposure to hardships of the 2008 Great Recession and inflammation,10.1097/PSY.0000000000001233,"Kirsch, J. A., Coe, C., & Ryff, C. D. ","Kirsch, J. A., Coe, C., & Ryff, C. D. (2023). Racial and educational disparities in cumulative exposure to hardships of the 2008 Great Recession and inflammation. Psychosomatic Medicine, 85(8), 699-709."
midus_doi_10_1016_j_ssresearch_2022_102797,2023,The limited role of personal goal striving in status attainment,10.1016/j.ssresearch.2022.102797,"Kwon, H. W., & Erola, J. ","Kwon, H. W., & Erola, J. (2023). The limited role of personal goal striving in status attainment. Social Science Research, 112, Article 102797."
midus_doi_10_1002_jts_22956,2023,"Age differences in long-term mortality among male nonveterans, noncombat veterans, and combat veterans",10.1002/jts.22956,"Landes, S. D., & Piazza, J. R. ","Landes, S. D., & Piazza, J. R. (2023). Age differences in long-term mortality among male nonveterans, noncombat veterans, and combat veterans. Journal of Traumatic Stress, 36(5), 907-918."
midus_doi_10_1016_j_biopsycho_2023_108663,2023,Heart rate reactivity mediates the relationship between trait gratitude and acute myocardial infarction,10.1016/j.biopsycho.2023.108663,"Leavy, B., O'Connell, B. H., & O'Shea, D. ","Leavy, B., O'Connell, B. H., & O'Shea, D. (2023). Heart rate reactivity mediates the relationship between trait gratitude and acute myocardial infarction. Biological Psychology, 183, Article 108663."
midus_doi_10_1177_01640275221121588,2023,Social mobility and sense of purpose from midlife to old age: Examining the role of major life events,10.1177/01640275221121588,"Lee, C., Sain, D., Harari, L., & Kurum, E. ","Lee, C., Sain, D., Harari, L., & Kurum, E. (2023). Social mobility and sense of purpose from midlife to old age: Examining the role of major life events. Research on Aging, 45(7-8), 550-562."
midus_doi_10_1016_j_bbi_2023_05_010,2023,Can inflammation predict social media use? Linking a biological marker of systemic inflammation with social media use among college students and middle-aged adults,10.1016/j.bbi.2023.05.010,"Lee, D. S., Jiang, T., Crocker, J., & Way, B. M. ","Lee, D. S., Jiang, T., Crocker, J., & Way, B. M. (2023). Can inflammation predict social media use? Linking a biological marker of systemic inflammation with social media use among college students and middle-aged adults. Brain, Behavior, and Immunity, 112, 1-10."
midus_doi_10_1371_journal_pone_0291752,2023,Childhood abuse and opioid prescription use in adulthood: Differences between non-Hispanic Whites and non-Hispanic Blacks in the United States,10.1371/journal.pone.0291752,"Lee, H. Y., Song, J., & Choi, E. Y. ","Lee, H. Y., Song, J., & Choi, E. Y. (2023). Childhood abuse and opioid prescription use in adulthood: Differences between non-Hispanic Whites and non-Hispanic Blacks in the United States. PLoS ONE, 18(9), Article e0291752."
midus_doi_10_1037_hea0001276,2023,"Lifespan psychosocial stressors, optimism, and hemodynamic acute stress response in a national sample",10.1037/hea0001276,"Lee, L. O., Chen, R., Mendes, W. B., & Kubzansky, L. D. ","Lee, L. O., Chen, R., Mendes, W. B., & Kubzansky, L. D. (2023). Lifespan psychosocial stressors, optimism, and hemodynamic acute stress response in a national sample. Health Psychology, 42(3), 172-181."
midus_doi_10_1093_geronb_gbad047,2023,Adults older than age 55 engage in less diverse activities than those 18 years ago,10.1093/geronb/gbad047,"Lee, S., Koffer, R., & Drewelies, J. ","Lee, S., Koffer, R., & Drewelies, J. (2023). Adults older than age 55 engage in less diverse activities than those 18 years ago. Journals of Gerontology. Series B, Psychological Sciences and Social Sciences, 78(9), 1511-1520."
midus_doi_10_1093_geronb_gbac192,2023,Who has active lifestyles? Sociodemographic and personality correlates of activity diversity in two samples of adults,10.1093/geronb/gbac192,"Lee, S., Ng, Y. T., Charles, S. T., Almeida, D. M., & Fingerman, K. L. ","Lee, S., Ng, Y. T., Charles, S. T., Almeida, D. M., & Fingerman, K. L. (2023). Who has active lifestyles? Sociodemographic and personality correlates of activity diversity in two samples of adults. Journals of Gerontology. Series B, Psychological Sciences and Social Sciences, 78(4), 659-669."
midus_doi_10_1016_j_jpsychores_2023_111434,2023,Social activity diversity as a lifestyle factor to alleviate loneliness and chronic pain,10.1016/j.jpsychores.2023.111434,"Lee, S., Small, B. J., Cawthon, P. M., Stone, K. L., & Almeida, D. M. ","Lee, S., Small, B. J., Cawthon, P. M., Stone, K. L., & Almeida, D. M. (2023). Social activity diversity as a lifestyle factor to alleviate loneliness and chronic pain. Journal of Psychosomatic Research, 172, Article 111434."
midus_doi_10_1161_JAHA_122_027374,2023,Workplace discrimination and risk of hypertension: Findings from a prospective cohort study in the United States,10.1161/JAHA.122.027374,"Li, J., Matthews, T. A., Clausen, T., & Rugulies, R. ","Li, J., Matthews, T. A., Clausen, T., & Rugulies, R. (2023). Workplace discrimination and risk of hypertension: Findings from a prospective cohort study in the United States. Journal of the American Heart Association, 12(9), Article e027374."
midus_doi_10_3389_fpain_2023_1213750,2023,The mediating effect of allostatic load on the association between life course socioeconomic disadvantage and chronic pain: A prospective finding from the National Survey of Midlife Development in the United States,10.3389/fpain.2023.1213750,"Liang, Y. ","Liang, Y. (2023). The mediating effect of allostatic load on the association between life course socioeconomic disadvantage and chronic pain: A prospective finding from the National Survey of Midlife Development in the United States. Frontiers in Pain Research, 4, Article 1213750."
midus_doi_10_1016_j_jad_2023_08_123,2023,A marginal structural model analysis for the effect modification by education on the association between cancer diagnosis history and major depressive symptoms: Findings from midlife development in the U,10.1016/j.jad.2023.08.123,"Liu, L., Lu, J., Yang, J., Dong, Y., Yin, P., & Chen, Y. ","Liu, L., Lu, J., Yang, J., Dong, Y., Yin, P., & Chen, Y. (2023). A marginal structural model analysis for the effect modification by education on the association between cancer diagnosis history and major depressive symptoms: Findings from midlife development in the U.S. (MIDUS). Journal of Affective Disorders, 341, 202-210."
midus_doi_10_1016_j_jad_2023_02_150,2023,"Depressive symptoms, anxiety and social stress are associated with diminished cardiovascular reactivity in a psychological treatment-naive population",10.1016/j.jad.2023.02.150,"Liu, X., Lin, W., Huang, J., Cao, Z., Wu, M., Chen, Z., Zhu, W., Tan, Z., Yu, P., Ma, J., Chen, Y., Zhang, Y., & Wang, J. ","Liu, X., Lin, W., Huang, J., Cao, Z., Wu, M., Chen, Z., Zhu, W., Tan, Z., Yu, P., Ma, J., Chen, Y., Zhang, Y., & Wang, J. (2023). Depressive symptoms, anxiety and social stress are associated with diminished cardiovascular reactivity in a psychological treatment-naive population. Journal of Affective Disorders, 330(1), 346-354."
midus_doi_10_1016_j_ahr_2023_100142,2023,Parenting style in childhood and depressive symptoms among family caregivers in middle and later adulthood in the United States: The role of perceived control,10.1016/j.ahr.2023.100142,"Liu, Y., Courtney Hughes, M., Baumbach, A., & Meng, H. ","Liu, Y., Courtney Hughes, M., Baumbach, A., & Meng, H. (2023). Parenting style in childhood and depressive symptoms among family caregivers in middle and later adulthood in the United States: The role of perceived control. Aging and Health Research, 3(2), Article 100142."
