district_label,tier,year,subject,race,avg_score,n_tested
Waukesha,Tier 2,2015-16,English,Black,15.45,53
Waukesha,Tier 2,2015-16,English,Hispanic,15.83,145
Waukesha,Tier 2,2015-16,English,White,21.07,739
Waukesha,Tier 2,2015-16,Mathematics,Black,17.04,53
Waukesha,Tier 2,2015-16,Mathematics,Hispanic,17.45,145
Waukesha,Tier 2,2015-16,Mathematics,White,21.14,739
Waukesha,Tier 2,2016-17,Composite,Black,15.54,46
Waukesha,Tier 2,2016-17,Composite,Hispanic,17.04,171
Waukesha,Tier 2,2016-17,Composite,White,21.52,758
Waukesha,Tier 2,2016-17,English,Black,14.3,46
Waukesha,Tier 2,2016-17,English,Hispanic,15.57,171
Waukesha,Tier 2,2016-17,English,White,20.92,758
Waukesha,Tier 2,2016-17,Mathematics,Black,15.74,46
Waukesha,Tier 2,2016-17,Mathematics,Hispanic,17.26,171
Waukesha,Tier 2,2016-17,Mathematics,White,21.26,758
Waukesha,Tier 2,2017-18,Composite,Black,16.84,44
Waukesha,Tier 2,2017-18,Composite,Hispanic,17.05,170
Waukesha,Tier 2,2017-18,Composite,White,21.67,744
Waukesha,Tier 2,2017-18,English,Black,15.82,44
Waukesha,Tier 2,2017-18,English,Hispanic,15.76,170
Waukesha,Tier 2,2017-18,English,White,21.15,744
Waukesha,Tier 2,2017-18,Mathematics,Black,16.59,44
Waukesha,Tier 2,2017-18,Mathematics,Hispanic,17.21,170
Waukesha,Tier 2,2017-18,Mathematics,White,20.94,744
Waukesha,Tier 2,2018-19,Composite,Black,15.4,40
Waukesha,Tier 2,2018-19,Composite,Hispanic,17.45,206
Waukesha,Tier 2,2018-19,Composite,White,21.53,711
Waukesha,Tier 2,2018-19,English,Black,14.1,40
Waukesha,Tier 2,2018-19,English,Hispanic,15.88,206
Waukesha,Tier 2,2018-19,English,White,20.7,711
Waukesha,Tier 2,2018-19,Mathematics,Black,15.68,40
Waukesha,Tier 2,2018-19,Mathematics,Hispanic,17.46,206
Waukesha,Tier 2,2018-19,Mathematics,White,21.09,711
Waukesha,Tier 2,2021-22,Composite,Black,15.03,34
Waukesha,Tier 2,2021-22,Composite,Hispanic,16.17,202
Waukesha,Tier 2,2021-22,Composite,White,20.23,634
Waukesha,Tier 2,2021-22,English,Black,13.47,34
Waukesha,Tier 2,2021-22,English,Hispanic,14.94,202
Waukesha,Tier 2,2021-22,English,White,19.22,634
Waukesha,Tier 2,2021-22,Mathematics,Black,14.85,34
Waukesha,Tier 2,2021-22,Mathematics,Hispanic,16.14,202
Waukesha,Tier 2,2021-22,Mathematics,White,19.65,634
Waukesha,Tier 2,2022-23,Composite,Black,15.07,43
Waukesha,Tier 2,2022-23,Composite,Hispanic,16.94,196
Waukesha,Tier 2,2022-23,Composite,White,20.47,598
Waukesha,Tier 2,2022-23,English,Black,13.63,43
Waukesha,Tier 2,2022-23,English,Hispanic,15.4,196
Waukesha,Tier 2,2022-23,English,White,19.44,598
Waukesha,Tier 2,2022-23,Mathematics,Black,15.3,43
Waukesha,Tier 2,2022-23,Mathematics,Hispanic,16.9,196
Waukesha,Tier 2,2022-23,Mathematics,White,19.93,598
Janesville,Tier 2,2015-16,Composite,Black,16.9,30
Janesville,Tier 2,2015-16,Composite,Hispanic,16.82,66
Janesville,Tier 2,2015-16,Composite,White,19.52,576
Janesville,Tier 2,2015-16,English,Black,14.63,30
Janesville,Tier 2,2015-16,English,Hispanic,15.11,66
Janesville,Tier 2,2015-16,English,White,18.66,576
Janesville,Tier 2,2015-16,Mathematics,Black,17.4,30
Janesville,Tier 2,2015-16,Mathematics,Hispanic,17.64,66
Janesville,Tier 2,2015-16,Mathematics,White,19.2,576
Janesville,Tier 2,2016-17,Composite,Black,16.24,29
Janesville,Tier 2,2016-17,Composite,Hispanic,17.24,74
Janesville,Tier 2,2016-17,Composite,White,19.86,600
Janesville,Tier 2,2016-17,English,Black,14.76,29
Janesville,Tier 2,2016-17,English,Hispanic,16.03,74
Janesville,Tier 2,2016-17,English,White,19.18,600
Janesville,Tier 2,2016-17,Mathematics,Black,16.48,29
Janesville,Tier 2,2016-17,Mathematics,Hispanic,17.61,74
Janesville,Tier 2,2016-17,Mathematics,White,19.74,600
Janesville,Tier 2,2017-18,Composite,Black,16.14,35
Janesville,Tier 2,2017-18,Composite,Hispanic,16.71,93
Janesville,Tier 2,2017-18,Composite,White,19.72,618
Janesville,Tier 2,2017-18,English,Black,15.2,35
Janesville,Tier 2,2017-18,English,Hispanic,15.38,93
Janesville,Tier 2,2017-18,English,White,19.09,618
Janesville,Tier 2,2017-18,Mathematics,Black,16.11,35
Janesville,Tier 2,2017-18,Mathematics,Hispanic,17.31,93
Janesville,Tier 2,2017-18,Mathematics,White,19.33,618
Janesville,Tier 2,2018-19,Composite,Black,14.9,39
Janesville,Tier 2,2018-19,Composite,Hispanic,17.1,80
Janesville,Tier 2,2018-19,Composite,White,19.61,613
Janesville,Tier 2,2018-19,English,Black,13.46,39
Janesville,Tier 2,2018-19,English,Hispanic,16.13,80
Janesville,Tier 2,2018-19,English,White,18.84,613
Janesville,Tier 2,2018-19,Mathematics,Black,15.62,39
Janesville,Tier 2,2018-19,Mathematics,Hispanic,17.29,80
Janesville,Tier 2,2018-19,Mathematics,White,19.45,613
Janesville,Tier 2,2021-22,Composite,Black,13.75,32
Janesville,Tier 2,2021-22,Composite,Hispanic,15.75,88
Janesville,Tier 2,2021-22,Composite,White,18.33,467
Janesville,Tier 2,2021-22,English,Black,11.59,32
Janesville,Tier 2,2021-22,English,Hispanic,14.02,88
Janesville,Tier 2,2021-22,English,White,17.1,467
Janesville,Tier 2,2021-22,Mathematics,Black,14.31,32
Janesville,Tier 2,2021-22,Mathematics,Hispanic,16.16,88
Janesville,Tier 2,2021-22,Mathematics,White,18.11,467
Janesville,Tier 2,2022-23,Composite,Black,14.41,32
Janesville,Tier 2,2022-23,Composite,Hispanic,16.83,93
Janesville,Tier 2,2022-23,Composite,White,18.79,525
Janesville,Tier 2,2022-23,English,Black,12.53,32
Janesville,Tier 2,2022-23,English,Hispanic,14.78,93
Janesville,Tier 2,2022-23,English,White,17.63,525
Janesville,Tier 2,2022-23,Mathematics,Black,14.94,32
Janesville,Tier 2,2022-23,Mathematics,Hispanic,16.66,93
Janesville,Tier 2,2022-23,Mathematics,White,17.95,525
West Allis-W. Milw.,Tier 2,2015-16,Composite,Black,15.19,96
West Allis-W. Milw.,Tier 2,2015-16,Composite,Hispanic,16.61,199
West Allis-W. Milw.,Tier 2,2015-16,Composite,White,19.61,418
West Allis-W. Milw.,Tier 2,2015-16,English,Black,13.16,96
West Allis-W. Milw.,Tier 2,2015-16,English,Hispanic,15.14,199
West Allis-W. Milw.,Tier 2,2015-16,English,White,18.85,418
West Allis-W. Milw.,Tier 2,2015-16,Mathematics,Black,15.83,96
West Allis-W. Milw.,Tier 2,2015-16,Mathematics,Hispanic,16.75,199
West Allis-W. Milw.,Tier 2,2015-16,Mathematics,White,19.49,418
West Allis-W. Milw.,Tier 2,2016-17,Composite,Black,15.4,109
West Allis-W. Milw.,Tier 2,2016-17,Composite,Hispanic,16.71,210
West Allis-W. Milw.,Tier 2,2016-17,Composite,White,19.53,403
West Allis-W. Milw.,Tier 2,2016-17,English,Black,13.97,109
West Allis-W. Milw.,Tier 2,2016-17,English,Hispanic,15.26,210
West Allis-W. Milw.,Tier 2,2016-17,English,White,18.76,403
West Allis-W. Milw.,Tier 2,2016-17,Mathematics,Black,15.76,109
West Allis-W. Milw.,Tier 2,2016-17,Mathematics,Hispanic,16.63,210
West Allis-W. Milw.,Tier 2,2016-17,Mathematics,White,19.15,403
West Allis-W. Milw.,Tier 2,2017-18,Composite,Black,15.68,92
West Allis-W. Milw.,Tier 2,2017-18,Composite,Hispanic,16.44,169
West Allis-W. Milw.,Tier 2,2017-18,Composite,White,19.42,388
West Allis-W. Milw.,Tier 2,2017-18,English,Black,14.59,92
West Allis-W. Milw.,Tier 2,2017-18,English,Hispanic,15.59,169
West Allis-W. Milw.,Tier 2,2017-18,English,White,19.09,388
West Allis-W. Milw.,Tier 2,2017-18,Mathematics,Black,15.88,92
West Allis-W. Milw.,Tier 2,2017-18,Mathematics,Hispanic,16.4,169
West Allis-W. Milw.,Tier 2,2017-18,Mathematics,White,19.16,388
West Allis-W. Milw.,Tier 2,2018-19,Composite,Black,15.45,78
West Allis-W. Milw.,Tier 2,2018-19,Composite,Hispanic,16.7,159
West Allis-W. Milw.,Tier 2,2018-19,Composite,White,19.58,316
West Allis-W. Milw.,Tier 2,2018-19,English,Black,14.31,78
West Allis-W. Milw.,Tier 2,2018-19,English,Hispanic,15.31,159
West Allis-W. Milw.,Tier 2,2018-19,English,White,18.86,316
West Allis-W. Milw.,Tier 2,2018-19,Mathematics,Black,15.74,78
West Allis-W. Milw.,Tier 2,2018-19,Mathematics,Hispanic,17.03,159
West Allis-W. Milw.,Tier 2,2018-19,Mathematics,White,19.59,316
West Allis-W. Milw.,Tier 2,2021-22,Composite,Black,13.78,64
West Allis-W. Milw.,Tier 2,2021-22,Composite,Hispanic,15.71,142
West Allis-W. Milw.,Tier 2,2021-22,Composite,White,17.84,268
West Allis-W. Milw.,Tier 2,2021-22,English,Black,12.34,64
West Allis-W. Milw.,Tier 2,2021-22,English,Hispanic,14.53,142
West Allis-W. Milw.,Tier 2,2021-22,English,White,16.75,268
West Allis-W. Milw.,Tier 2,2021-22,Mathematics,Black,14.73,64
West Allis-W. Milw.,Tier 2,2021-22,Mathematics,Hispanic,16.06,142
West Allis-W. Milw.,Tier 2,2021-22,Mathematics,White,17.5,268
West Allis-W. Milw.,Tier 2,2022-23,Composite,Black,14.94,63
West Allis-W. Milw.,Tier 2,2022-23,Composite,Hispanic,15.25,142
West Allis-W. Milw.,Tier 2,2022-23,Composite,White,18.66,244
West Allis-W. Milw.,Tier 2,2022-23,English,Black,13.52,63
West Allis-W. Milw.,Tier 2,2022-23,English,Hispanic,13.73,142
West Allis-W. Milw.,Tier 2,2022-23,English,White,17.64,244
West Allis-W. Milw.,Tier 2,2022-23,Mathematics,Black,15.19,63
West Allis-W. Milw.,Tier 2,2022-23,Mathematics,Hispanic,15.8,142
West Allis-W. Milw.,Tier 2,2022-23,Mathematics,White,18.15,244
Verona Area,Madison region,2015-16,Composite,Black,15.9,30
Verona Area,Madison region,2015-16,Composite,Hispanic,18.69,39
Verona Area,Madison region,2015-16,Composite,White,23.82,273
Verona Area,Madison region,2015-16,English,Black,13.93,30
Verona Area,Madison region,2015-16,English,Hispanic,17.74,39
Verona Area,Madison region,2015-16,English,White,23.46,273
Verona Area,Madison region,2015-16,Mathematics,Black,16.03,30
Verona Area,Madison region,2015-16,Mathematics,Hispanic,18.67,39
Verona Area,Madison region,2015-16,Mathematics,White,23.79,273
Verona Area,Madison region,2016-17,Composite,Black,17.04,26
Verona Area,Madison region,2016-17,Composite,Hispanic,16.94,47
Verona Area,Madison region,2016-17,Composite,White,23.81,216
Verona Area,Madison region,2016-17,English,Black,16.08,26
Verona Area,Madison region,2016-17,English,Hispanic,15.13,47
Verona Area,Madison region,2016-17,English,White,23.55,216
Verona Area,Madison region,2016-17,Mathematics,Black,17.46,26
Verona Area,Madison region,2016-17,Mathematics,Hispanic,17.81,47
Verona Area,Madison region,2016-17,Mathematics,White,23.52,216
Verona Area,Madison region,2017-18,Composite,Black,15.83,24
Verona Area,Madison region,2017-18,Composite,Hispanic,17.38,52
Verona Area,Madison region,2017-18,Composite,White,24.45,243
Verona Area,Madison region,2017-18,English,Black,14.5,24
Verona Area,Madison region,2017-18,English,Hispanic,16.12,52
Verona Area,Madison region,2017-18,English,White,24.59,243
Verona Area,Madison region,2017-18,Mathematics,Black,16.17,24
Verona Area,Madison region,2017-18,Mathematics,Hispanic,17.73,52
Verona Area,Madison region,2017-18,Mathematics,White,23.63,243
Verona Area,Madison region,2018-19,Composite,Black,15.88,16
Verona Area,Madison region,2018-19,Composite,Hispanic,16.59,73
Verona Area,Madison region,2018-19,Composite,White,23.62,226
Verona Area,Madison region,2018-19,English,Black,14.56,16
Verona Area,Madison region,2018-19,English,Hispanic,15.01,73
Verona Area,Madison region,2018-19,English,White,23.59,226
Verona Area,Madison region,2018-19,Mathematics,Black,16.25,16
Verona Area,Madison region,2018-19,Mathematics,Hispanic,16.96,73
Verona Area,Madison region,2018-19,Mathematics,White,23.31,226
Verona Area,Madison region,2021-22,Composite,Black,14.26,23
Verona Area,Madison region,2021-22,Composite,Hispanic,14.8,81
Verona Area,Madison region,2021-22,Composite,White,21.46,237
Verona Area,Madison region,2021-22,English,Black,13.3,23
Verona Area,Madison region,2021-22,English,Hispanic,13.47,81
Verona Area,Madison region,2021-22,English,White,20.7,237
Verona Area,Madison region,2021-22,Mathematics,Black,14.61,23
Verona Area,Madison region,2021-22,Mathematics,Hispanic,15.42,81
Verona Area,Madison region,2021-22,Mathematics,White,20.78,237
Verona Area,Madison region,2022-23,Composite,Black,16.87,23
Verona Area,Madison region,2022-23,Composite,Hispanic,16.44,87
Verona Area,Madison region,2022-23,Composite,White,22.57,244
Verona Area,Madison region,2022-23,English,Black,15.48,23
Verona Area,Madison region,2022-23,English,Hispanic,14.83,87
Verona Area,Madison region,2022-23,English,White,21.99,244
Verona Area,Madison region,2022-23,Mathematics,Black,16.96,23
Verona Area,Madison region,2022-23,Mathematics,Hispanic,16.51,87
Verona Area,Madison region,2022-23,Mathematics,White,21.74,244
Middleton-C.P. Area,Madison region,2015-16,Composite,Black,16.52,27
Middleton-C.P. Area,Madison region,2015-16,Composite,Hispanic,18.44,32
Middleton-C.P. Area,Madison region,2015-16,Composite,White,24.69,387
Middleton-C.P. Area,Madison region,2015-16,English,Black,15.07,27
Middleton-C.P. Area,Madison region,2015-16,English,Hispanic,16.84,32
Middleton-C.P. Area,Madison region,2015-16,English,White,24.29,387
Middleton-C.P. Area,Madison region,2015-16,Mathematics,Black,17.19,27
Middleton-C.P. Area,Madison region,2015-16,Mathematics,Hispanic,18.59,32
Middleton-C.P. Area,Madison region,2015-16,Mathematics,White,24.37,387
Middleton-C.P. Area,Madison region,2016-17,Composite,Black,19.0,20
Middleton-C.P. Area,Madison region,2016-17,Composite,Hispanic,20.57,28
Middleton-C.P. Area,Madison region,2016-17,Composite,White,24.85,397
Middleton-C.P. Area,Madison region,2016-17,English,Black,17.85,20
Middleton-C.P. Area,Madison region,2016-17,English,Hispanic,19.11,28
Middleton-C.P. Area,Madison region,2016-17,English,White,24.64,397
Middleton-C.P. Area,Madison region,2016-17,Mathematics,Black,19.4,20
Middleton-C.P. Area,Madison region,2016-17,Mathematics,Hispanic,20.64,28
Middleton-C.P. Area,Madison region,2016-17,Mathematics,White,24.71,397
Middleton-C.P. Area,Madison region,2017-18,Composite,Black,18.59,17
Middleton-C.P. Area,Madison region,2017-18,Composite,Hispanic,20.27,33
Middleton-C.P. Area,Madison region,2017-18,Composite,White,24.98,377
Middleton-C.P. Area,Madison region,2017-18,English,Black,16.82,17
Middleton-C.P. Area,Madison region,2017-18,English,Hispanic,19.18,33
Middleton-C.P. Area,Madison region,2017-18,English,White,25.01,377
Middleton-C.P. Area,Madison region,2017-18,Mathematics,Black,18.47,17
Middleton-C.P. Area,Madison region,2017-18,Mathematics,Hispanic,20.3,33
Middleton-C.P. Area,Madison region,2017-18,Mathematics,White,24.47,377
Middleton-C.P. Area,Madison region,2018-19,Composite,Black,18.17,23
Middleton-C.P. Area,Madison region,2018-19,Composite,Hispanic,19.29,45
Middleton-C.P. Area,Madison region,2018-19,Composite,White,24.64,384
Middleton-C.P. Area,Madison region,2018-19,English,Black,17.43,23
Middleton-C.P. Area,Madison region,2018-19,English,Hispanic,18.58,45
Middleton-C.P. Area,Madison region,2018-19,English,White,24.76,384
Middleton-C.P. Area,Madison region,2018-19,Mathematics,Black,18.26,23
Middleton-C.P. Area,Madison region,2018-19,Mathematics,Hispanic,19.02,45
Middleton-C.P. Area,Madison region,2018-19,Mathematics,White,23.85,384
Middleton-C.P. Area,Madison region,2021-22,Composite,Black,17.56,18
Middleton-C.P. Area,Madison region,2021-22,Composite,Hispanic,17.88,43
Middleton-C.P. Area,Madison region,2021-22,Composite,White,22.91,381
Middleton-C.P. Area,Madison region,2021-22,English,Black,15.83,18
Middleton-C.P. Area,Madison region,2021-22,English,Hispanic,16.7,43
Middleton-C.P. Area,Madison region,2021-22,English,White,22.39,381
Middleton-C.P. Area,Madison region,2021-22,Mathematics,Black,17.78,18
Middleton-C.P. Area,Madison region,2021-22,Mathematics,Hispanic,18.14,43
Middleton-C.P. Area,Madison region,2021-22,Mathematics,White,22.15,381
Middleton-C.P. Area,Madison region,2022-23,Composite,Black,17.74,23
Middleton-C.P. Area,Madison region,2022-23,Composite,Hispanic,17.49,43
Middleton-C.P. Area,Madison region,2022-23,Composite,White,23.6,412
Middleton-C.P. Area,Madison region,2022-23,English,Black,16.0,23
Middleton-C.P. Area,Madison region,2022-23,English,Hispanic,15.81,43
Middleton-C.P. Area,Madison region,2022-23,English,White,22.64,412
Middleton-C.P. Area,Madison region,2022-23,Mathematics,Black,17.78,23
Middleton-C.P. Area,Madison region,2022-23,Mathematics,Hispanic,17.63,43
Middleton-C.P. Area,Madison region,2022-23,Mathematics,White,22.71,412
