paper_id,publication_id,title,pub_year,doi,author_source,author_list,n_authors
edshare_publication-8C4GVGL2,publication-8C4GVGL2,"High School Achievement: Public, Catholic, and Private Schools Compared.",1982,NA,listing,Coleman JS|Hoffer T|Kilgore S,3
edshare_publication-8N36QZ9R,publication-8N36QZ9R,Assessing the Educational Attainment of Proprietary Students from National Data,1992,NA,listing,Cheng X|Clowes DA|Muffo J,3
edshare_publication-AJ2YU786,publication-AJ2YU786,Adolescent Body Mass Indices and Self-perception,1997,NA,listing,Pritchard ME|King SL|Czajka-Narins DM,3
edshare_publication-AP67X4G9,publication-AP67X4G9,"Modeling Binary Correlated Responses: Using SAS, SPSS, R and STATA",2024,NA,listing,Wilson JR|Lorenz KA|Selby LP,3
edshare_publication-AWRIFQ5B,publication-AWRIFQ5B,Findings from the Condition of Education 2007: High School Coursetaking (NCES 2007-065),2007,NA,listing,Planty M|Provasnik S|Daniel B,3
edshare_publication-BLT63NQ9,publication-BLT63NQ9,Vocational and Educational Aspirations of High School Students: A Problem for Rural America,1989,NA,listing,Cobb RA|McIntire WG|Pratt PA,3
edshare_publication-C2BV4JJI,publication-C2BV4JJI,The Gender Gap in Yearly Earnings: Is It Lack of Education or Occupational Segregation?,1993,NA,listing,Gray KC|Neng-Tang H|Jie L,3
edshare_publication-DAA7MX2B,publication-DAA7MX2B,How Immigrants Fare in U.S. Education,1996,NA,listing,Vernez G|Abrahamse A|Quigley DD,3
edshare_publication-DFEYU3MZ,publication-DFEYU3MZ,The Homecoming of American College Women: The Reversal of the College Gender Gap,2006,NA,listing,Goldin C|Katz L|Kuziemko I,3
edshare_publication-DIQ353S7,publication-DIQ353S7,Dropout Rates in the United States: 1993,1994,NA,listing,McMillen MM|Kaufman P|Whitener SD,3
edshare_publication-EBZ5W97W,publication-EBZ5W97W,High School and Beyond: Educational Attainment of 1980 High School Sophomores by 1992 Descriptive Summary of 1980 High School Sophomores 12 Years Later.(NCES 95-304),1995,NA,listing,Tuma J|Geis S|Carroll D,3
edshare_publication-FDIJ6F5J,publication-FDIJ6F5J,The Selectivity of Military Enlistment,1993,NA,listing,Teachman JD|Call VRA|Segal MW,3
edshare_publication-FDL45UPZ,publication-FDL45UPZ,The Impact of School Spending on Civic Engagement: Evidence from School Finance Reforms,2022,NA,listing,Asker E|Brunner E|Ross S,3
edshare_publication-G3GYS3DY,publication-G3GYS3DY,Quality of Responses of High School Students to Questionnaire Items (NCES 84-216),1984,NA,listing,Fetters WB|Stowe PS|Owings JA,3
edshare_publication-HCTTGY4V,publication-HCTTGY4V,Beyond Stereotypes. Who Becomes a Single Teenage Mother?,1988,NA,listing,Abrahamse AF|Morrison PA|Waite LJ,3
edshare_publication-HG6L59KG,publication-HG6L59KG,Congruence of Aspirations of Rural Youth with Expectations Held by Parents and School Staff,1996,NA,listing,Ley J|Nelson S|Beltyukova S,3
edshare_publication-HZXJWJ5Z,publication-HZXJWJ5Z,Consistency and Change in Educational Stratification: Recent Trends Regarding Social Background and College Access,1987,NA,listing,Alexander KL|Pallas AM|Holupka S,3
edshare_publication-IBYQL4FY,publication-IBYQL4FY,Tabular Summary of the Second Follow-Up Questionnaire Data 2 1/2 Years After High School. Volume 1 [and] Volume 2. Sponsored Reports Series. NCES 77-263 Reprint. Reprinted February 1979,1977,NA,listing,Peng SS|Holt MM|Research Triangle Institute,3
edshare_publication-IQDVLIR6,publication-IQDVLIR6,Educational Effects of Interscholastic Athletic Participation on African-American and Hispanic Youth,1992,NA,listing,Melnick MJ|F. SD|Beth V,3
edshare_publication-IX555ZQA,publication-IX555ZQA,Effects of Human Capital and Social Capital on Dropping Out of High School in the South,1992,NA,listing,Smith MH|Beaulieu LJ|Israel GD,3
edshare_publication-J2X2NLDW,publication-J2X2NLDW,"High School and Beyond, A National Longitudinal Study for the 1980's: A Capsule Description of High School Students",1981,NA,listing,Peng SS|Fetters WB|Kolstad AJ,3
edshare_publication-K4X6XW6E,publication-K4X6XW6E,College Attainment Four Years After High School (NCES 82-216),1981,NA,listing,Eckland BK|Henderson LB|Research Triangle Institute,3
edshare_publication-KDHYPJDL,publication-KDHYPJDL,"High School and Beyond : A Descriptive Summary of 1980 High School Seniors, Six Years Later",1988,NA,listing,Eagle E|Carroll CD|Associates M,3
edshare_publication-MCCAZXD6,publication-MCCAZXD6,An Evaluation of Instrumental Variable Strategies for Estimating the Effects of Catholic Schools,2002,NA,listing,Altonji JG|Elder TE|Taber CR,3
edshare_publication-PPUITNH6,publication-PPUITNH6,Credits and Attainment: Returns to Postsecondary Education Ten Years After High School (NCES 2001-168),2001,NA,listing,Zucker B|Dawson R|Carroll CD,3
edshare_publication-QF4YFGT2,publication-QF4YFGT2,The Dynamics and Intergenerational Transmission of Poverty and Welfare Participation,2019,NA,listing,Gottschalk P|McLanahan S|Sandefur GD,3
edshare_publication-SIB3ISET,publication-SIB3ISET,A Capsule Description of Young Adults Seven and One-Half Years After High School (NCES 81-255),1981,NA,listing,Burkheimer GJ|Novak TP|Research Triangle Institute,3
edshare_publication-T5XVQTIN,publication-T5XVQTIN,Meeting Today's Higher Education Goals via the National Center for Education Statistics' Postsecondary Sample Surveys,2017,NA,listing,Campbell CM|Mata CS|Galloway F,3
edshare_publication-TDJ8CSNP,publication-TDJ8CSNP,LGBTQ+ Data Inclusion: Advancing Intersectional Equity in K-12 Education Systems. Issue Brief,2022,NA,listing,Washick B|Ridings A|Juste T,3
edshare_publication-U4CD2D4X,publication-U4CD2D4X,Changing Labor Market Opportunities for Women and the Quality of Teachers 1957-1992,2002,NA,listing,Corcoran SP|Evans WN|Schwab RS,3
edshare_publication-U4FUZJNH,publication-U4FUZJNH,Public and Private Schools. An Analysis of High School and Beyond: A National Longitudinal Study for the 1980's,1981,NA,listing,Coleman J|Hoffer T|Kilgore S,3
edshare_publication-U9DQXV3E,publication-U9DQXV3E,"High School Learning, Vocational Tracking, and What Then? (NCES 82-214)",1980,NA,listing,Wiley DE|Harnischfeger A|Kolstad A,3
edshare_publication-UXVUBL8Y,publication-UXVUBL8Y,High School and Beyond. Student Financial Assistance: Student Loans. Contractor Report,1987,NA,listing,Brown CL|Maw CE|Associates M,3
edshare_publication-UZEVX4IW,publication-UZEVX4IW,Aggregation and the Estimated Effects of School Resources,1996,NA,listing,Hanushek EA|Rivkin SG|Taylor LL,3
edshare_publication-XD49PR67,publication-XD49PR67,The Analysis of Field Choice in College and Graduate School: Determinants and Wage Effects,2016,NA,listing,Altonji JG|Arcidiacono P|Maurel A,3
edshare_publication-Y8WMN8L2,publication-Y8WMN8L2,Development of a Classification System for Postsecondary Courses. Contractor Report.,1987,NA,listing,Brown GH|Carroll CD|Knepper PR,3
edshare_publication-YBCNEH3M,publication-YBCNEH3M,A Comparison of High School Dropout Rates in 1982 and 1992 (NCES 96-893),1996,NA,listing,Kaufman P|McMillen M|Sweet D,3
edshare_publication-YWU8C45D,publication-YWU8C45D,Does It Pay To Attend An Elite Private College? Cross Cohort Evidence on the Effects of College Quality on Earnings,1996,NA,listing,Brewer DJ|Eide E|Ehrenberg RG,3
edshare_publication-ZGAI97TH,publication-ZGAI97TH,Student and Parent Involvement in the Transition Process for College Freshman with Learning Disabilities,2002,NA,listing,Smith SG|English R|Vasek D,3
edshare_publication-ZN8GVHYT,publication-ZN8GVHYT,NCES Handbook of Survey Methods (NCES 2011-609),2003,NA,listing,Burns SK|Wang X|Henning A,3
edshare_doi_10_1002_ir_37019916903,publication-58E9RFBU,Using National Data Bases to Examine Minority Student Success in Higher Education,1991,10.1002/ir.37019916903,listing,Pavel DM|Reiser M,2
edshare_doi_10_1002_j_2161_0045_1995_tb00437_x,publication-HST65RQS,Characteristics of Female Students Who Aspire to Science and Engineering or Homemaking Occupations,1995,10.1002/j.2161-0045.1995.tb00437.x,listing,Mau WC|Domnick M,2
edshare_doi_10_1002_jae_696,publication-KRHFSNGU,A Finite-Sample Hierarchical Anaylysis of Wage Variation Across Public High Schools: Evidence from the NLSY and High School and Beyond,2003,10.1002/jae.696,listing,Tobias JL|Li M,2
edshare_doi_10_1002_tea_3660230309,publication-A55WJ76A,High School Science Enrollment of Black Students,1986,10.1002/tea.3660230309,listing,Goggins EO|Lindbeck JS,2
edshare_doi_10_1006_juec_1996_2010,publication-RZYFIGVR,Measuring the Benefits of Homeowning: Effects on Children,1997,10.1006/juec.1996.2010,listing,Green RK|White MJ,2
edshare_doi_10_1006_ssre_1996_0001,publication-X5ZRFBGU,"The Effect of Military Service on Educational, Occupational, and Income Attainment",1996,10.1006/ssre.1996.0001,listing,Teachman JD|Call VRA,2
edshare_doi_10_1007_bf00140268,publication-IWDAZFPW,Discontinuities in Schooling and Educational Attainment,1983,10.1007/bf00140268,listing,Robertshaw D|Wolfle LM,2
edshare_doi_10_1007_bf00981752,publication-MZKP9GMR,Differences between Vertical Transfers and Native Students in Four-Year Institutions,1977,10.1007/bf00981752,listing,Peng SS|Bailey JP,2
edshare_doi_10_1007_bf00992391,publication-QVAHCA76,The Effects of Student Financial Aid on Access to Higher Education: An Analysis of Progress with Special Consideration of Minority Enrollment,1989,10.1007/bf00992391,listing,St. John EP|Noell J,2
edshare_doi_10_1007_bf01112321,publication-RA4M5Q3T,"Gender Roles, Marriage, and Residential Independence",1992,10.1007/bf01112321,listing,Goldscheider FK|Goldscheider C,2
edshare_doi_10_1007_bf01115018,publication-PADX4D9Z,Returning to School After Marriage: Results for Whites and Blacks,1989,10.1007/bf01115018,listing,Teachman JD|Paasch K,2
edshare_doi_10_1007_bf01115413,publication-G29L5NZ3,"Ethnicity, Religiosity and Leaving Home: The Structural and Cultural Bases of Traditional Family Values",1988,10.1007/bf01115413,listing,Goldscheider C|Goldscheider FK,2
edshare_doi_10_1007_bf01363889,publication-F8J5DMGW,"Education, Work, and Family Formation in Early Adulthood",1983,10.1007/bf01363889,listing,Richards JM|Gottfredson DC,2
edshare_doi_10_1007_bf02251259,publication-6MT6CA7X,Levinson's Age Thirty Transition: Does It Exist?,1995,10.1007/bf02251259,listing,Dunn TR|Merriam SB,2
edshare_doi_10_1007_bf02296340,publication-H8VT7NEL,Graphical Regression Models for Polytomous Variables,2000,10.1007/bf02296340,listing,Anderson C|Böckenholt U,2
edshare_doi_10_1007_bf02497080,publication-QJQBF5ET,Prior Activities and Progress in MBA Programs,1994,10.1007/bf02497080,listing,Cooksey EC|Rindfuss RR,2
edshare_doi_10_1007_bf02685721,publication-L774TFL3,Collective Bargaining and the Determinants of Teachers’ Salaries,1995,10.1007/bf02685721,listing,Zwerling HL|Thomason T,2
edshare_doi_10_1007_s11162_005_3363_5,publication-NNPRQHRX,Variations between Latino Groups in U.S. Post-Secondary Educational Attainment,2005,10.1007/s11162-005-3363-5,listing,Garcia LM|Bayer AE,2
edshare_doi_10_1007_s11222_011_9295_3,publication-EKFSWDQ5,Bayesian Tests on Components of the Compound Symmetry Covariance Matrix,2013,10.1007/s11222-011-9295-3,listing,Mulder J|Fox JP,2
edshare_doi_10_1016_0001_8791_83_90029_5,publication-9YW4IB28,Homemaking as an Occupational Plan: Evidence from a National Longitudinal Study,1983,10.1016/0001-8791(83)90029-5,listing,Falkowski CK|Falk WW,2
edshare_doi_10_1016_0049_089x_86_90003_7,publication-M382Q9P4,Bilingualism and Hispanic Scholastic Achievement: Some Baseline Results,1986,10.1016/0049-089x(86)90003-7,listing,Fernandez RM|Nielsen F,2
edshare_doi_10_1016_0272_7757_89_90002_2,publication-5THVTJPN,Vocational and Academic Education in High School: Complements or Substitutes?,1989,10.1016/0272-7757(89)90002-2,listing,Kang S|Bishop J,2
edshare_doi_10_1016_0272_7757_94_00034_4,publication-Y6RME4QN,Hispanic College Attendance and Completion: Evidence from the High School and beyond Surveys,1995,10.1016/0272-7757(94)00034-4,listing,Ganderton PT|Santos R,2
edshare_doi_10_1016_0272_7757_94_90019_1,publication-I9BZ9MNG,Do School and Teacher Characteristics Matter? Evidence from High School and Beyond,1994,10.1016/0272-7757(94)90019-1,listing,Ehrenberg RG|Brewer DJ,2
edshare_doi_10_1016_0272_7757_95_90392_l,publication-8NTMNTX8,Who Chooses to Teach (and Why)?,1995,10.1016/0272-7757(95)90392-l,listing,Hanushek EA|Pace RR,2
edshare_doi_10_1016_0361_476x_91_90004_5,publication-DS83X2G2,Testing a Model of School Learning: Direct and Indirect Effects on Academic Achievement,1991,10.1016/0361-476x(91)90004-5,listing,Cool VA|Keith TZ,2
edshare_doi_10_1016_0883_0355_89_90059_1,publication-M8KCXLTW,Career Expectations and Aspirations of Youth with and without Handicaps,1989,10.1016/0883-0355(89)90059-1,listing,Fisher AT|Harnisch DL,2
edshare_doi_10_1016_j_cedpsych_2020_101920,publication-5DYR3UG6,Finding the Missing Einsteins: Expanding the Breadth of Cognitive and Noncognitive,2020,10.1016/j.cedpsych.2020.101920,listing,Wai J|Lakin JM,2
edshare_doi_10_1016_j_econedurev_2004_12_002,publication-4VEAI3CZ,The Role of 2-Year Colleges in the Improving Situation of Hispanic Postsecondary Education,2006,10.1016/j.econedurev.2004.12.002,listing,Gonzalez A|Hilmer MJ,2
edshare_doi_10_1016_j_econedurev_2009_10_015,publication-BICXD3KQ,Early Gender Test Score Gaps across OECD Countries,2010,10.1016/j.econedurev.2009.10.015,listing,Bedard K|Cho I,2
edshare_doi_10_1016_j_jebo_2017_02_001,publication-LY2HJS9K,On the Interpretation of Non-cognitive Skills – What is Being Measured and Why It Matters,2017,10.1016/j.jebo.2017.02.001,listing,Humphries JE|Kosse F,2
edshare_doi_10_1016_j_jeconom_2011_02_006,publication-IBZH244D,Bayesian Inference in a Correlated Random Coefficients Model: Modeling Causal Effect Heterogeneity with an Application to Heterogeneous Returns to Schooling,2011,10.1016/j.jeconom.2011.02.006,listing,Li M|Tobias JL,2
edshare_doi_10_1016_j_labeco_2019_04_004,publication-YNF9MLH9,Title IX and the Spatial Content of Female Employment —Out of the Lab and into the Labor Market,2019,10.1016/j.labeco.2019.04.004,listing,Baker M|Cornelson K,2
edshare_doi_10_1016_j_red_2014_09_001,publication-8PRFMBST,Human Capital Portfolios,2015,10.1016/j.red.2014.09.001,listing,Silos P|Smith E,2
edshare_doi_10_1016_j_red_2017_03_003,publication-BG4L7N6X,How Risky is College Investment?,2017,10.1016/j.red.2017.03.003,listing,Hendricks L|Leukhina O,2
edshare_doi_10_1016_j_red_2018_07_003,publication-N378S9RG,Factors Affecting College Attainment and Student Ability in the US Since 1900,2019,10.1016/j.red.2018.07.003,listing,Donovan K|Herrington C,2
edshare_doi_10_1016_j_ssresearch_2007_07_002,publication-4HALSGQ5,The Gender Gap Reloaded: Are School Characteristics Linked to Labor Market Performance?,2008,10.1016/j.ssresearch.2007.07.002,listing,Konstantopoulos S|Constant A,2
edshare_doi_10_1016_j_ssresearch_2007_09_002,publication-P9PBICBU,Educational Expectations and the Rise in Women’s Post-secondary Attainments,2008,10.1016/j.ssresearch.2007.09.002,listing,Reynolds JR|Burge SW,2
edshare_doi_10_1016_j_ssresearch_2013_07_002,publication-7RNYWRT4,Trends in Gender Segregation in the Choice of Science and Engineering Majors,2013,10.1016/j.ssresearch.2013.07.002,listing,Mann A|DiPrete TA,2
edshare_doi_10_1016_s0014_2921_01_00115_5,publication-SMI2FMYL,"Changes in the Wage Structure, Family Income, and Children's Education",2001,10.1016/s0014-2921(01)00115-5,listing,Acemoglu D|Pischke JS,2
edshare_doi_10_1016_s0165_1765_97_00286_3,publication-NF3VS4Q6,The Effect of School Quality on Student Performance: A Quantile Regression Approach,1998,10.1016/s0165-1765(97)00286-3,listing,Eide ER|Showalter MH,2
edshare_doi_10_1016_s0272_7757_00_00033_9,publication-3B2QVTGU,Is Participation in High School Athletics an Investment or a Consumption Good? Evidence for High School and Beyond,2001,10.1016/s0272-7757(00)00033-9,listing,Eide ER|Ronan N,2
edshare_doi_10_1016_s0272_7757_00_00041_8,publication-PWMI7RZ2,The Effect of Grade Retention on Educational and Labor Market Outcomes,2001,10.1016/s0272-7757(00)00041-8,listing,Eide ER|Showalter MH,2
edshare_doi_10_1016_s0272_7757_02_00059_6,publication-BQJAXJ62,"The Impact of Grading Standards on Student Achievement, Educational Attainment, and Entry-level Earnings",2003,10.1016/s0272-7757(02)00059-6,listing,Betts JR|Grogger J,2
edshare_doi_10_1023_a_1007515100190,publication-4SXYW5UM,"Generation Status, Social Capital, and the Routes Out of High School",2000,10.1023/a:1007515100190,listing,White MJ|Glick JE,2
edshare_doi_10_1023_a_1009605618662,publication-GRRU7JRT,Early Adult Outcomes of Students at “Risk”,1997,10.1023/a:1009605618662,listing,Kerckhoff AC|Bell L,2
edshare_doi_10_1023_a_1012842230505,publication-AFJE7M93,Patterns of Work and Schooling in Young Adulthood,2001,10.1023/a:1012842230505,listing,Cooksey EC|Rindfuss RR,2
edshare_doi_10_1023_a_1018873615316,publication-64EWWS49,"Trends in Gender Differences in Academic Achievement from 1960 to 1994: An Analysis of Differences in Mean, Variance, and Extreme Scores",1998,10.1023/a:1018873615316,listing,Nowell A|Hedges LV,2
edshare_doi_10_1023_a_1020413630553,publication-NKQHXG4U,The Gendering of Adolescents' Childbearing and Educational Plans: Reciprocal Effects and the Influence of Social Context,2002,10.1023/a:1020413630553,listing,Mahaffy KA|Ward SK,2
edshare_doi_10_1023_a_1025045416999,publication-SUAB2K75,Visitations and Transfers After Divorce,2003,10.1023/a:1025045416999,listing,Del Boca D|Ribero R,2
edshare_doi_10_1037_0012_1649_27_2_314,publication-2BH5KBPI,Adolescent Family Structure and Educational Progress,1991,10.1037/0012-1649.27.2.314,listing,Zimiles H|Lee VE,2
edshare_doi_10_1037_0022_0663_82_3_578,publication-6K2PHQA6,"Sustained Effects of the Single-Sex Secondary School Experience on Attitudes, Behaviors, and Values in College",1990,10.1037/0022-0663.82.3.578,listing,Lee VE|Marks HM,2
edshare_doi_10_1037_0022_3514_43_4_802,publication-WPQ6N7SK,Effects of College Attendance on Locus of Control,1982,10.1037/0022-3514.43.4.802,listing,Wolfle LM|Robertshaw D,2
edshare_doi_10_1037__0022_0663_78_5_381,publication-APHDPTXF,Effects of Single-Sex Secondary Schools on Student Achievement and Attitudes,1986,10.1037//0022-0663.78.5.381,listing,Lee VE|Bryk AS,2
edshare_doi_10_1037_h0088260,publication-EU6M9DNK,"Testing Models of School Learning: Effects of Quality of Instruction, Motivation, Academic Coursework, and Homework on Academic Achievement",1992,10.1037/h0088260,listing,Keith TZ|Cool VA,2
edshare_doi_10_1080_00091383_1996_9937139,publication-BUYL9XH3,Student Access and the `New' Immigrants,1996,10.1080/00091383.1996.9937139,listing,Gray MJ|Vernez G,2
edshare_doi_10_1080_0020486820190313,publication-CYY9VDGL,The Cognitive Value of Two-Year Colleges for Whites and Blacks,1981,10.1080/0020486820190313,listing,Wolfle LM|Robertshaw D,2
edshare_doi_10_1080_00220671_1991_10886009,publication-7HB74LY2,A Reexamination of Public- Versus Private-School Achievement: The Case for Missing Data,1991,10.1080/00220671.1991.10886009,listing,Ward Jr TJ|Clark Iii HT,2
edshare_doi_10_1080_00220671_1997_10544582,publication-8DCPIJPX,A Longitudinal Test of a Model of Academic Success for At-Risk High School Students,1997,10.1080/00220671.1997.10544582,listing,Anderson ES|Keith TZ,2
edshare_doi_10_1080_0032472031000144576,publication-M5QWGAVH,Coming Home Again: Returns to the Parental Home of Young Adults,1990,10.1080/0032472031000144576,listing,Da Vanzo J|Goldscheider FK,2
edshare_doi_10_1080_01900692_2016_1256306,publication-HL63FCYF,Effects of Public Service Motivation on Turnover and Job Satisfaction in the U.S. Teacher Labor Market,2018,10.1080/01900692.2016.1256306,listing,Choi Y|Chung IH,2
edshare_doi_10_1080_02796015_1985_12085180,publication-RSVWUMFG,Homework Works at School: National Evidence for Policy Changes,1985,10.1080/02796015.1985.12085180,listing,Keith TZ|Paige EB,2
edshare_doi_10_1080_03610926_2018_1440597,publication-UUXV8Y9L,A Weighted Jackknife Method for Clustered Data,2019,10.1080/03610926.2018.1440597,listing,Du R|Lee JH,2
edshare_doi_10_1080_0361697820060402,publication-D69U2KKX,Social Justice and the Community College,1982,10.1080/0361697820060402,listing,Ericson DP|Robertshaw D,2
edshare_doi_10_1080_07350015_1995_10524588,publication-6B9DL3QH,The Benefit of Additional High-School Math and Science Classes for Young Men and Women,1995,10.1080/07350015.1995.10524588,listing,Levine PB|Zimmerman DJ,2
edshare_doi_10_1080_09645299600000012,publication-F4BEUASB,The Identification of School Resource Effects,1996,10.1080/09645299600000012,listing,Hanushek EA|Rivkin SG,2
edshare_doi_10_1080_10242690903105554,publication-VW6FPMSJ,The Impact of the High School Junior ROTC Program: Does Treatment Timing and Intensity Matter?,2010,10.1080/10242690903105554,listing,Pema E|Mehay S,2
edshare_doi_10_1080_1361332980010207,publication-IK6BEDL9,"Minority Post-secondary Education Attendance, High School Desegregation, and Student Characteristics",1998,10.1080/1361332980010207,listing,Huang GG|Weng SS,2
edshare_doi_10_1086_209864,publication-2ZRUGDN3,"Match Quality, New Information, and Marital Dissolution",1997,10.1086/209864,listing,Weiss Y|Willis RJ,2
edshare_doi_10_1086_209867,publication-4B7G2Q3L,Sex-Based Differences in School Content and the Male-Female Wage Gap,1997,10.1086/209867,listing,Brown C|Corcoran M,2
edshare_doi_10_1086_210221,publication-L3CMWN7I,"Sociobiology, Status, and Parental Investment in Sons and Daughters: Testing the Trivers-Willard Hypothesis",1999,10.1086/210221,listing,Freese J|Powell B,2
edshare_doi_10_1086_227950,publication-2LIAE7UM,Continuity and Change in Work Values Among Young Adults: A Longitudinal Study,1984,10.1086/227950,listing,Lindsay P|Knox WE,2
edshare_doi_10_1086_229114,publication-TQ79KB8E,"Secondary School Tracking and Educational Inequality: Compensation, Reinforcement, or Neutrality?",1989,10.1086/229114,listing,Gamoran A|Mare RD,2
edshare_doi_10_1086_229695,publication-F25EEEB4,Sponsoring the Next Generation: Parental Willingness to Pay for Higher Education,1991,10.1086/229695,listing,Steelman LC|Powell B,2
edshare_doi_10_1086_268845,publication-8783HBDP,"Yea-Saying, Nay-Saying, and Going to Extremes: Black- White Differences in Response styles",1984,10.1086/268845,listing,Bachman JG|O'Malley PM,2
edshare_doi_10_1086_298310,publication-L75A6Y6X,Transfers Among Divorced Couples: Evidence and Interpretation,1993,10.1086/298310,listing,Weiss Y|Willis RJ,2
edshare_doi_10_1086_430282,publication-ULEESQJP,Leadership Skills and Wages,2005,10.1086/430282,listing,Kuhn P|Weinberger C,2
edshare_doi_10_1086_443882,publication-IXJDPHDX,Two-Year College to Four-Year College: The Likelihood of Transfer,1987,10.1086/443882,listing,Velez W|Javalgi RG,2
edshare_doi_10_1086_444024,publication-Y7T7FYUQ,Transferring High Schools: An Alternative to Dropping Out?,1992,10.1086/444024,listing,Lee VE|Burkam DT,2
edshare_doi_10_1086_444282,publication-WYYBHI2W,The Enduring Effects of Family Role and Schooling on Participation in Adult Education,1990,10.1086/444282,listing,Cervero RM|Kirkpatrick TE,2
edshare_doi_10_1086_680322,publication-SNXVTL2J,Leadership Activities and Future Earnings: Is There a Causal Relation?,2015,10.1086/680322,listing,Eren O|Ozbeklik S,2
edshare_doi_10_1086_705610,publication-D4JRAU7L,Intergenerational Mobility in Education: Variation in Geography and Time,2019,10.1086/705610,listing,Fletcher J|Han J,2
edshare_doi_10_1093_sf_67_2_512,publication-LJHHPZKB,"Marriage, Parenthood, and the College Enrollment of Men and Women",1988,10.1093/sf/67.2.512,listing,Teachman JD|Polonko KA,2
edshare_doi_10_1111_bjep_12343,publication-LWQRX8FL,"Spatially Gifted, Academically Inconvenienced: Spatially Talented Students Experience Less Academic Engagement and More Behavioural Issues than Other Talented Students",2020,10.1111/bjep.12343,listing,Lakin JM|Wai J,2
edshare_doi_10_1111_cdev_12190,publication-RUPD2EE3,Quantile Regression in the Study of Developmental Sciences,2014,10.1111/cdev.12190,listing,Petscher Y|Logan JAR,2
edshare_doi_10_1111_j_1465_7287_1992_tb00361_x,publication-927BMF5Q,School-to-Work Experience of Hispanic Youth,1992,10.1111/j.1465-7287.1992.tb00361.x,listing,Santos R|Seitz P,2
edshare_doi_10_1111_j_1465_7287_1993_tb00388_x,publication-FW5XYTLK,Impact of Child Quality on Earnings: The Productivity-of-Schooling Hypothesis,1993,10.1111/j.1465-7287.1993.tb00388.x,listing,Ganderton P|Griffin P,2
edshare_doi_10_1111_j_1465_7295_1986_tb01838_x,publication-T76PWZPT,Teacher Unions and the Cost of Public Education,1986,10.1111/j.1465-7295.1986.tb01838.x,listing,Eberts RW|Stone JA,2
edshare_doi_10_1111_j_1465_7295_1995_tb01858_x,publication-2DBPWGSN,"Catholic Schools, Dropouts Rates and Educational Attainment",1995,10.1111/j.1465-7295.1995.tb01858.x,listing,Sander W|Krautmann AC,2
edshare_doi_10_1111_j_1536_7150_1994_tb02677_x,publication-IBPAG5EG,"Race, Financial Aid Awards and College Attendance: Parents and Geography Matter",1994,10.1111/j.1536-7150.1994.tb02677.x,listing,Kane J|Spizman LM,2
edshare_doi_10_1111_j_1744_6570_1996_tb02455_x,publication-EEFWHRFF,Longitudinal Analysis of Ability Job Complexity Fit and Job Change,1996,10.1111/j.1744-6570.1996.tb02455.x,listing,Wilk SL|Sackett PR,2
edshare_doi_10_1111_j_1745_3984_1983_tb00188_x,publication-BZG7J7Y9,Racial Differences in Measurement Error in Educational Achievement Models,1983,10.1111/j.1745-3984.1983.tb00188.x,listing,Wolfle LM|Robertshaw D,2
edshare_doi_10_1126_science_7604277,publication-N5AYBRKM,"Sex Differences in Mental Test Scores, Variability, and Numbers of High-Scoring Individuals",1995,10.1126/science.7604277,listing,Hedges LV|Nowell A,2
edshare_doi_10_1155_2014_673657,publication-FHN68SYY,Bayesian Inference of a Multivariate Regression Model,2014,10.1155/2014/673657,listing,Sinay MS|Hsu JSJ,2
edshare_doi_10_1162_003355302320935089,publication-ATX9PG46,Estimating the Payoff to Attending a More Selective College: An Application of Selection on Observables and Unobservables*,2002,10.1162/003355302320935089,listing,Dale SB|Krueger AB,2
edshare_doi_10_1162_003465304323031076,publication-I3R6NYR6,The Effect of High School Courses on Earnings,2004,10.1162/003465304323031076,listing,Rose H|Betts JR,2
edshare_doi_10_1177_0013124588020004005,publication-MV9G4FI7,School Dropouts: New Approaches to an Enduring Problem,1988,10.1177/0013124588020004005,listing,Fernandez RR|Shu G,2
edshare_doi_10_1177_0013124591024001007,publication-6QETRRSF,Resilience and Persistence of African-American Males in Postsecondary Enrollment,1991,10.1177/0013124591024001007,listing,Wilson-Sadberry KR|Winfield LF,2
edshare_doi_10_1177_0013161x93029002004,publication-8NHGCC9S,Bringing Context into Effective Schools Research: Urban-Suburban Differences,1993,10.1177/0013161x93029002004,listing,Hannaway J|Talbert JE,2
edshare_doi_10_1177_0013164402250987,publication-I8T43R7K,Treatment of Missing Data at the Second Level of Hierarchical Linear Models,2003,10.1177/0013164402250987,listing,Gibson NM|Olejnik S,2
edshare_doi_10_1177_00131649921969839,publication-Z25HER3K,Examining the Measurement Quality of Tests Containing Differentially Functioning Items: Do Biased Items Result in Poor Measurement?,1999,10.1177/00131649921969839,listing,Roznowski M|Reith J,2
edshare_doi_10_1177_001440299105700309,publication-N2T8TJ7S,Making the Transition to Postsecondary Education and Training,1990,10.1177/001440299105700309,listing,Fairweather JS|Shaver DM,2
edshare_doi_10_1177_001979390005400109,publication-9MU3AD6V,"Community College Enrollment, College Major, and the Gender Wage Gap",2000,10.1177/001979390005400109,listing,Gill AM|Leigh DE,2
edshare_doi_10_1177_001979399104500105,publication-IAQKR4KQ,"Worker Characteristics, Job Characteristics, and the Receipt of On-the-Job Training",1991,10.1177/001979399104500105,listing,Altonji JG|Spletzer JR,2
