author_raw,n_papers,last_name,initials
Schulz CA,9,Schulz,CA
Schulz H,7,Schulz,H
Schulze MB,10,Schulze,MB
Schulze F,5,Schulze,F
Schwartz J,23,Schwartz,J
Schwartz DA,18,Schwartz,DA
Schwartz JD,11,Schwartz,JD
Schwartz SM,9,Schwartz,SM
Scott RA,48,Scott,RA
Scott LJ,19,Scott,LJ
Scott RJ,19,Scott,RJ
Scott WR,13,Scott,WR
Scott J,11,Scott,J
Scott MR,6,Scott,MR
Scott R,6,Scott,R
Shah RV,29,Shah,RV
Shah S,25,Shah,S
Shah SH,13,Shah,SH
Shah SJ,12,Shah,SJ
Shah R,11,Shah,R
Shen H,28,Shen,H
Shen J,10,Shen,J
Shen D,9,Shen,D
Shen L,8,Shen,L
Shi J,14,Shi,J
Shi X,11,Shi,X
Shi Y,6,Shi,Y
Shin J,12,Shin,J
Shin SY,11,Shin,SY
Sigurdsson S,16,Sigurdsson,S
Sigurdsson G,11,Sigurdsson,G
Sijbrands EJ,14,Sijbrands,EJ
Sijbrands E,7,Sijbrands,E
Simonsick EM,7,Simonsick,EM
Simonsick E,5,Simonsick,E
Sims M,16,Sims,M
Sims R,13,Sims,R
Singer MR,19,Singer,MR
Singer DE,10,Singer,DE
Singh JP,8,Singh,JP
Singh D,5,Singh,D
Singleton AB,23,Singleton,AB
Singleton A,18,Singleton,A
Siscovick DS,65,Siscovick,DS
Siscovick D,24,Siscovick,D
Smit JH,16,Smit,JH
Smit RAJ,7,Smit,RAJ
Smith AV,207,Smith,AV
Smith JA,112,Smith,JA
Smith NL,83,Smith,NL
Smith JG,39,Smith,JG
Smith BH,25,Smith,BH
Smith CE,22,Smith,CE
Smith JD,22,Smith,JD
Smith GD,18,Smith,GD
Smith A,9,Smith,A
Smith EN,9,Smith,EN
Smith C,6,Smith,C
Smith E,6,Smith,E
Smith AK,5,Smith,AK
Smith HM,5,Smith,HM
Smith LJ,5,Smith,LJ
Song RJ,22,Song,RJ
Song C,17,Song,C
Song K,8,Song,K
Sorlie P,14,Sorlie,P
Sorlie PD,10,Sorlie,PD
Spector TD,118,Spector,TD
Spector T,7,Spector,T
St George-Hyslop P,6,St,George-Hyslop P
St Pourcain B,6,St,Pourcain B
Stanton A,8,Stanton,A
Stanton AV,7,Stanton,AV
Stefansson K,77,Stefansson,K
Stefansson H,5,Stefansson,H
Stein TD,29,Stein,TD
Stein JL,9,Stein,JL
Stewart JD,12,Stewart,JD
Stewart AF,5,Stewart,AF
Stirrups K,17,Stirrups,K
Stirrups KE,7,Stirrups,KE
Stolk L,22,Stolk,L
Stolk RP,16,Stolk,RP
Sullivan LM,75,Sullivan,LM
Sullivan L,19,Sullivan,L
Sun YV,23,Sun,YV
Sun Q,16,Sun,Q
Sun X,15,Sun,X
Sun F,14,Sun,F
Sun L,7,Sun,L
Sutherland P,17,Sutherland,P
Sutherland PA,10,Sutherland,PA
Sørensen TIA,11,Sørensen,TIA
Sørensen TI,7,Sørensen,TI
Tan ZS,9,Tan,ZS
Tan ST,7,Tan,ST
Tang W,36,Tang,W
Tang H,18,Tang,H
Taylor KD,134,Taylor,KD
Taylor HA,26,Taylor,HA
Taylor K,9,Taylor,K
Taylor A,5,Taylor,A
Taylor AM,5,Taylor,AM
Taylor JA,5,Taylor,JA
Thibault E,6,Thibault,E
Thibault EG,5,Thibault,EG
Thompson JR,12,Thompson,JR
Thompson PM,12,Thompson,PM
Thompson DJ,11,Thompson,DJ
Tintle N,10,Tintle,N
Tintle NL,10,Tintle,NL
Tofler GH,42,Tofler,GH
Tofler G,9,Tofler,G
Tracy RP,60,Tracy,RP
Tracy R,10,Tracy,R
Tremblay J,9,Tremblay,J
Tremblay A,8,Tremblay,A
Tsai MY,28,Tsai,MY
Tsai PC,14,Tsai,PC
Tsao CW,29,Tsao,CW
Tsao PS,12,Tsao,PS
Tucker KL,52,Tucker,KL
Tucker NR,10,Tucker,NR
Tyrer JP,7,Tyrer,JP
Tyrer J,5,Tyrer,J
Uitterlinden AG,252,Uitterlinden,AG
Uitterlinden A,30,Uitterlinden,A
Van Wagoner DR,16,Van,Wagoner DR
Van Vliet-Ostaptchouk JV,10,Van,Vliet-Ostaptchouk JV
Van Duijn CM,9,Van,Duijn CM
Van Broeckhoven C,6,Van,Broeckhoven C
Vardarajan BN,16,Vardarajan,BN
Vardarajan B,5,Vardarajan,B
Vasan RS,871,Vasan,RS
Vasan R,7,Vasan,R
Viikari J,23,Viikari,J
Viikari JS,10,Viikari,JS
Vokonas P,8,Vokonas,P
Vokonas PS,7,Vokonas,PS
Walker M,27,Walker,M
Walker ME,19,Walker,ME
Walter H,7,Walter,H
Walter S,6,Walter,S
Walter K,5,Walter,K
Wang TJ,170,Wang,TJ
Wang Y,47,Wang,Y
Wang Z,39,Wang,Z
Wang X,35,Wang,X
Wang N,34,Wang,N
Wang H,31,Wang,H
Wang LS,30,Wang,LS
Wang L,26,Wang,L
Wang J,22,Wang,J
Wang M,20,Wang,M
Wang B,17,Wang,B
Wang C,17,Wang,C
Wang R,15,Wang,R
Wang CA,14,Wang,CA
Wang S,14,Wang,S
Wang W,13,Wang,W
Wang D,12,Wang,D
Wang YX,12,Wang,YX
Wang JJ,11,Wang,JJ
Wang Q,8,Wang,Q
Wang T,8,Wang,T
Wang YA,8,Wang,YA
Wang FF,6,Wang,FF
Wang JS,5,Wang,JS
Wang K,5,Wang,K
Wareham NJ,110,Wareham,NJ
Wareham N,7,Wareham,N
Waterworth DM,20,Waterworth,DM
Waterworth D,8,Waterworth,D
Wei P,13,Wei,P
Wei WB,9,Wei,WB
Weiss S,31,Weiss,S
Weiss ST,22,Weiss,ST
Westra HJ,8,Westra,HJ
Westra J,7,Westra,J
Wheeler E,14,Wheeler,E
Wheeler HE,6,Wheeler,HE
Wheeler MM,5,Wheeler,MM
White CC,26,White,CC
White WB,12,White,WB
White LR,9,White,LR
White HD,8,White,HD
White C,7,White,C
White T,7,White,T
Wild SH,35,Wild,SH
Wild PS,22,Wild,PS
Wild S,5,Wild,S
Willems SM,20,Willems,SM
Willems van Dijk K,7,Willems,van Dijk K
Willer CJ,38,Willer,CJ
Willer C,8,Willer,C
Williams J,16,Williams,J
Williams PT,15,Williams,PT
Williams FM,8,Williams,FM
Williams FMK,6,Williams,FMK
Williams LK,6,Williams,LK
Williams SM,5,Williams,SM
Wilson PW,364,Wilson,PW
Wilson JG,110,Wilson,JG
Wilson JF,91,Wilson,JF
Wilson PWF,14,Wilson,PWF
Wilson SG,9,Wilson,SG
Wilson G,7,Wilson,G
Wilson P,7,Wilson,P
Wilson R,6,Wilson,R
Wilson J,5,Wilson,J
Wilson PF,5,Wilson,PF
Witteman JC,73,Witteman,JC
Witteman J,7,Witteman,J
Wolf PA,291,Wolf,PA
Wolf C,9,Wolf,C
Wolf P,5,Wolf,P
Wolffenbuttel BH,10,Wolffenbuttel,BH
Wolffenbuttel BHR,9,Wolffenbuttel,BHR
Wong TY,34,Wong,TY
Wong A,25,Wong,A
Wong ND,13,Wong,ND
Wong Q,13,Wong,Q
Wong AKO,5,Wong,AKO
Wood AR,28,Wood,AR
Wood AC,12,Wood,AC
Woodward M,14,Woodward,M
Woodward OM,5,Woodward,OM
Wright AF,49,Wright,AF
Wright MJ,20,Wright,MJ
Wright CB,8,Wright,CB
Wu Y,22,Wu,Y
Wu P,12,Wu,P
Wu H,7,Wu,H
Wu T,7,Wu,T
Wu JY,6,Wu,JY
Wu M,6,Wu,M
Wu C,5,Wu,C
Wu D,5,Wu,D
Xia R,12,Xia,R
Xia W,11,Xia,W
Xu H,46,Xu,H
Xu L,7,Xu,L
Xu J,6,Xu,J
Xu Y,5,Xu,Y
Xue L,11,Xue,L
Xue C,8,Xue,C
Yang Q,169,Yang,Q
Yang J,44,Yang,J
Yang Y,12,Yang,Y
Yang T,9,Yang,T
Yang X,8,Yang,X
Yang S,7,Yang,S
Yang L,6,Yang,L
Yang C,5,Yang,C
Yang M,5,Yang,M
Yang XL,5,Yang,XL
Yao J,66,Yao,J
Yao C,46,Yao,C
Young KL,15,Young,KL
Young R,9,Young,R
Young T,8,Young,T
Young JH,7,Young,JH
Young KA,6,Young,KA
Young K,5,Young,K
Yu B,36,Yu,B
Yu L,24,Yu,L
Yu Z,8,Yu,Z
Yu C,6,Yu,C
Yu J,5,Yu,J
Yuan JM,13,Yuan,JM
Yuan J,8,Yuan,J
Yuan C,7,Yuan,C
Zhang Y,118,Zhang,Y
Zhang X,57,Zhang,X
Zhang W,52,Zhang,W
Zhang L,29,Zhang,L
Zhang H,14,Zhang,H
Zhang J,12,Zhang,J
Zhang Q,11,Zhang,Q
Zhang Z,7,Zhang,Z
Zhang B,6,Zhang,B
Zhang C,6,Zhang,C
Zhang F,6,Zhang,F
Zhang G,6,Zhang,G
Zhang A,5,Zhang,A
Zhao W,93,Zhao,W
Zhao JH,64,Zhao,JH
Zhao Y,17,Zhao,Y
Zhao S,9,Zhao,S
Zhao X,8,Zhao,X
Zhao J,7,Zhao,J
Zhao H,5,Zhao,H
Zheng W,24,Zheng,W
Zheng Y,17,Zheng,Y
Zheng HF,7,Zheng,HF
Zheng ZJ,6,Zheng,ZJ
Zheng H,5,Zheng,H
Zheng X,5,Zheng,X
Zhou Y,41,Zhou,Y
Zhou X,15,Zhou,X
Zhou W,11,Zhou,W
Zhou H,10,Zhou,H
Zhou J,7,Zhou,J
Zhu X,38,Zhu,X
Zhu Y,19,Zhu,Y
Zhu J,12,Zhu,J
Zhu L,10,Zhu,L
Zhu C,9,Zhu,C
Zhu H,6,Zhu,H
de Vries PS,60,de,Vries PS
de Andrade M,31,de,Andrade M
de Mutsert R,31,de,Mutsert R
de Faire U,26,de,Faire U
de las Fuentes L,23,de,las Fuentes L
de Geus EJ,22,de,Geus EJ
de Boer RA,20,de,Boer RA
de Bakker PI,18,de,Bakker PI
de Boer IH,12,de,Boer IH
de Lemos JA,12,de,Lemos JA
de Craen AJ,11,de,Craen AJ
de Geus EJC,11,de,Geus EJC
de Silva HJ,10,de,Silva HJ
de Borst MH,9,de,Borst MH
de Bakker PIW,8,de,Bakker PIW
de Ferranti SD,6,de,Ferranti SD
de Haan HG,6,de,Haan HG
de Rojas I,6,de,Rojas I
de Borst GJ,5,de,Borst GJ
de Denus S,5,de,Denus S
de Geus E,5,de,Geus E
de Graaf J,5,de,Graaf J
de Jong K,5,de,Jong K
de Maat MPM,5,de,Maat MPM
den Heijer M,10,den,Heijer M
den Hoed M,6,den,Hoed M
van Duijn CM,185,van,Duijn CM
van der Harst P,82,van,der Harst P
van der Most PJ,36,van,der Most PJ
van Dam RM,27,van,Dam RM
van der Lee SJ,26,van,der Lee SJ
van Meurs JB,23,van,Meurs JB
van der Schouw YT,21,van,der Schouw YT
van Heemst D,20,van,Heemst D
van Meurs JBJ,20,van,Meurs JBJ
van Duijn C,19,van,Duijn C
van Setten J,19,van,Setten J
van Rooij FJ,15,van,Rooij FJ
van der Lugt A,15,van,der Lugt A
van der Laan SW,14,van,der Laan SW
van Gilst WH,12,van,Gilst WH
van Dijk KW,11,van,Dijk KW
van Schoor NM,10,van,Schoor NM
van Dongen J,9,van,Dongen J
van Hylckama Vlieg A,9,van,Hylckama Vlieg A
van Rooij FJA,9,van,Rooij FJA
van Swieten JC,9,van,Swieten JC
van Vliet-Ostaptchouk JV,9,van,Vliet-Ostaptchouk JV
van Meurs J,8,van,Meurs J
van Buchem MA,7,van,Buchem MA
van der Grond J,7,van,der Grond J
van der Velde N,7,van,der Velde N
van Leeuwen EM,6,van,Leeuwen EM
van Noord C,5,van,Noord C
van der Flier WM,5,van,der Flier WM
